zona;secao;cod_local;local;endereco;bairro;cep;aptos;agregadas
31;1;1627;COLÉGIO DOM BOSCO OBJETIVO (CENTRO);RUA ADÃO APOLINÁRIO, S/N;CENTRO;63180000;187;
31;2;1171;EEF ANTONIO COSTA SAMPAIO (VILA DO ARAJARA);RODOVIA CE-386, S/N, VILA DO ARAJARA (7.33853 S, 39.39163 W);VILA ARAJARA;63180000;347;
31;3;1104;COLÉGIO NOSSA SENHORA DE FÁTIMA;RUA DA MATRIZ, 258;CENTRO;63180000;268;
31;4;1104;COLÉGIO NOSSA SENHORA DE FÁTIMA;RUA DA MATRIZ, 258;CENTRO;63180000;266;
31;5;1180;EMEIF BOM JESUS (VILA DO CALDAS);RUA DANIEL CORDEIRO NEVES, S/N - PRAÇA PE.CARLOS;VILA DO CALDAS;63180000;348;
31;6;1180;EMEIF BOM JESUS (VILA DO CALDAS);RUA DANIEL CORDEIRO NEVES, S/N - PRAÇA PE.CARLOS;VILA DO CALDAS;63180000;348;
31;7;1171;EEF ANTONIO COSTA SAMPAIO (VILA DO ARAJARA);RODOVIA CE-386, S/N, VILA DO ARAJARA (7.33853 S, 39.39163 W);VILA ARAJARA;63180000;345;
31;8;1171;EEF ANTONIO COSTA SAMPAIO (VILA DO ARAJARA);RODOVIA CE-386, S/N, VILA DO ARAJARA (7.33853 S, 39.39163 W);VILA ARAJARA;63180000;346;
31;9;1546;FACULDADE DE MEDICINA DE BARBALHA (UFCA);RUA DIVINO SALVADOR, 284;ROSÁRIO;63180000;340;
31;10;1546;FACULDADE DE MEDICINA DE BARBALHA (UFCA);RUA DIVINO SALVADOR, 284;ROSÁRIO;63180000;343;
31;11;1597;EEF CESAR CALS DE OLIVEIRA (CIROLÂNDIA);RUA JOSÉ COELHO CORREIA, S/N (7.32321 S, 39.29880 W);CIROLÂNDIA;63180000;344;
31;12;1597;EEF CESAR CALS DE OLIVEIRA (CIROLÂNDIA);RUA JOSÉ COELHO CORREIA, S/N (7.32321 S, 39.29880 W);CIROLÂNDIA;63180000;341;
31;13;1597;EEF CESAR CALS DE OLIVEIRA (CIROLÂNDIA);RUA JOSÉ COELHO CORREIA, S/N (7.32321 S, 39.29880 W);CIROLÂNDIA;63180000;341;
31;15;1155;ESCOLA BEM-ME-QUER;RUA PADRE IBIAPINA, 485;CENTRO;63180000;307;58
31;16;1090;EEM ADAUTO BEZERRA;RUA MAJOR SAMPAIO, 75;CENTRO;63180000;346;
31;17;1090;EEM ADAUTO BEZERRA;RUA MAJOR SAMPAIO, 75;CENTRO;63180000;342;
31;18;1090;EEM ADAUTO BEZERRA;RUA MAJOR SAMPAIO, 75;CENTRO;63180000;346;
31;19;1104;COLÉGIO NOSSA SENHORA DE FÁTIMA;RUA DA MATRIZ, 258;CENTRO;63180000;264;
31;20;1104;COLÉGIO NOSSA SENHORA DE FÁTIMA;RUA DA MATRIZ, 258;CENTRO;63180000;266;
31;21;1104;COLÉGIO NOSSA SENHORA DE FÁTIMA;RUA DA MATRIZ, 258;CENTRO;63180000;265;
31;22;1619;COLÉGIO SANTO ANTONIO;AV LYRIO CALLOU, 55;CENTRO;63180000;222;
31;23;1619;COLÉGIO SANTO ANTONIO;AV LYRIO CALLOU, 55;CENTRO;63180000;222;
31;24;1546;FACULDADE DE MEDICINA DE BARBALHA (UFCA);RUA DIVINO SALVADOR, 284;ROSÁRIO;63180000;346;
31;25;1546;FACULDADE DE MEDICINA DE BARBALHA (UFCA);RUA DIVINO SALVADOR, 284;ROSÁRIO;63180000;346;
31;26;1546;FACULDADE DE MEDICINA DE BARBALHA (UFCA);RUA DIVINO SALVADOR, 284;ROSÁRIO;63180000;345;
31;27;1112;ETI JOSEFA ALVES DE SOUSA;RUA ZUCA SAMPAIO, S/N (EM FRENTE AO HOSPITAL DO CORAÇÃO);VILA SANTO ANTONIO;63180000;343;
31;28;1112;ETI JOSEFA ALVES DE SOUSA;RUA ZUCA SAMPAIO, S/N (EM FRENTE AO HOSPITAL DO CORAÇÃO);VILA SANTO ANTONIO;63180000;350;
31;29;1619;COLÉGIO SANTO ANTONIO;AV LYRIO CALLOU, 55;CENTRO;63180000;221;
31;30;1350;EEEP OTÍLIA CORREIA SARAIVA (LICEU DE BARBALHA);RUA PROJETADA I, S/N (7.29196 S, 39.31251 W);PARQUE BULANDEIRA;63180000;346;
31;31;1163;ETI DR. LYRIO CALLOU;RUA EDMUNDO DE SA SAMPAIO, 180;CENTRO;63180000;271;
31;32;1627;COLÉGIO DOM BOSCO OBJETIVO (CENTRO);RUA ADÃO APOLINÁRIO, S/N;CENTRO;63180000;312;53
31;33;1627;COLÉGIO DOM BOSCO OBJETIVO (CENTRO);RUA ADÃO APOLINÁRIO, S/N;CENTRO;63180000;311;57
31;34;1163;ETI DR. LYRIO CALLOU;RUA EDMUNDO DE SA SAMPAIO, 180;CENTRO;63180000;270;
31;35;1163;ETI DR. LYRIO CALLOU;RUA EDMUNDO DE SA SAMPAIO, 180;CENTRO;63180000;268;
31;36;1163;ETI DR. LYRIO CALLOU;RUA EDMUNDO DE SA SAMPAIO, 180;CENTRO;63180000;267;
31;37;1163;ETI DR. LYRIO CALLOU;RUA EDMUNDO DE SA SAMPAIO, 180;CENTRO;63180000;268;
31;38;1171;EEF ANTONIO COSTA SAMPAIO (VILA DO ARAJARA);RODOVIA CE-386, S/N, VILA DO ARAJARA (7.33853 S, 39.39163 W);VILA ARAJARA;63180000;345;
31;39;1171;EEF ANTONIO COSTA SAMPAIO (VILA DO ARAJARA);RODOVIA CE-386, S/N, VILA DO ARAJARA (7.33853 S, 39.39163 W);VILA ARAJARA;63180000;349;
31;40;1848;CEI DE ARAJARA (SÍTIO BOA ESPERANÇA - DTO ARAJARA);SÍTIO BOA ESPERANÇA, S/N - DISTRITO DE ARAJARA (7.34129 S, 39.38988 W);SÍTIO BOA ESPERANÇA (ARAJARA);63180000;349;
31;41;1848;CEI DE ARAJARA (SÍTIO BOA ESPERANÇA - DTO ARAJARA);SÍTIO BOA ESPERANÇA, S/N - DISTRITO DE ARAJARA (7.34129 S, 39.38988 W);SÍTIO BOA ESPERANÇA (ARAJARA);63180000;342;
31;42;1180;EMEIF BOM JESUS (VILA DO CALDAS);RUA DANIEL CORDEIRO NEVES, S/N - PRAÇA PE.CARLOS;VILA DO CALDAS;63180000;346;
31;43;1180;EMEIF BOM JESUS (VILA DO CALDAS);RUA DANIEL CORDEIRO NEVES, S/N - PRAÇA PE.CARLOS;VILA DO CALDAS;63180000;343;
31;44;1198;EEF SENADOR MARTINIANO DE ALENCAR;LARGO DO ROSARIO, 20, CENTRO;CENTRO;63180000;340;
31;45;1724;CEI MARIA ALACOQUE SAMPAIO (ROSÁRIO);RUA PADRE JATAÍ, 05;ROSÁRIO;63180000;320;
31;46;1198;EEF SENADOR MARTINIANO DE ALENCAR;LARGO DO ROSARIO, 20, CENTRO;CENTRO;63180000;339;
31;47;1740;EMEIF MARIA DAS DORES SAMPAIO (ALTO DO ROSÁRIO);RUA ENG. MARCO AURÉLIO, S/N - ALTO DO ROSÁRIO (7.31494 S, 39.30876 W);ALTO DO ROSÁRIO;63180000;338;
31;48;1848;CEI DE ARAJARA (SÍTIO BOA ESPERANÇA - DTO ARAJARA);SÍTIO BOA ESPERANÇA, S/N - DISTRITO DE ARAJARA (7.34129 S, 39.38988 W);SÍTIO BOA ESPERANÇA (ARAJARA);63180000;410;171
31;49;1210;EEMTI VIRGILIO TAVORA;AV PAULO MAURICIO, 326;VILA SANTO ANTONIO;63180000;341;
31;50;1210;EEMTI VIRGILIO TAVORA;AV PAULO MAURICIO, 326;VILA SANTO ANTONIO;63180000;350;
31;51;1210;EEMTI VIRGILIO TAVORA;AV PAULO MAURICIO, 326;VILA SANTO ANTONIO;63180000;347;
31;54;1627;COLÉGIO DOM BOSCO OBJETIVO (CENTRO);RUA ADÃO APOLINÁRIO, S/N;CENTRO;63180000;314;56
31;55;1112;ETI JOSEFA ALVES DE SOUSA;RUA ZUCA SAMPAIO, S/N (EM FRENTE AO HOSPITAL DO CORAÇÃO);VILA SANTO ANTONIO;63180000;345;
31;59;1619;COLÉGIO SANTO ANTONIO;AV LYRIO CALLOU, 55;CENTRO;63180000;224;
31;60;1619;COLÉGIO SANTO ANTONIO;AV LYRIO CALLOU, 55;CENTRO;63180000;221;
31;61;1155;ESCOLA BEM-ME-QUER;RUA PADRE IBIAPINA, 485;CENTRO;63180000;267;
31;62;1112;ETI JOSEFA ALVES DE SOUSA;RUA ZUCA SAMPAIO, S/N (EM FRENTE AO HOSPITAL DO CORAÇÃO);VILA SANTO ANTONIO;63180000;345;
31;63;1627;COLÉGIO DOM BOSCO OBJETIVO (CENTRO);RUA ADÃO APOLINÁRIO, S/N;CENTRO;63180000;311;52
31;64;1651;CEI MARIA DAS GRAÇAS FURTADO CORREIA (CJ NSA SRA FATIMA);RUA JOSÉ ILÂNIO COUTO GONDIM, 270;NSA SRA FÁTIMA;63180000;345;
31;65;1520;EEMTI ALMIRO DA CRUZ (SITIO SANTANA II);AV. PROJETADA IV, S/N - SITIO SANTANA II (7.32601 S, 39.24044 W);SANTANA II;63180000;341;
31;66;1155;ESCOLA BEM-ME-QUER;RUA PADRE IBIAPINA, 485;CENTRO;63180000;349;14
31;67;1104;COLÉGIO NOSSA SENHORA DE FÁTIMA;RUA DA MATRIZ, 258;CENTRO;63180000;263;
31;68;1368;CVTEC/CENTEC/EMBRAPA;AV JOSE BERNARDINO, S/N - KM 04 (7.29548 S, 39.27037 W);BURITI;63180000;281;
31;69;1252;ETI MARIA LINHARES SAMPAIO (SÍTIO BARRO VERMELHO);SITIO BARRO VERMELHO;BARRO VERMELHO;63180000;344;
31;70;1376;EMEIF SANTA LUZIA (SÍTIO LAGOA);SITIO LAGOA, S/N (7.27846 S, 39.29025 W);SÍTIO LAGOA;63180000;346;
31;71;1325;EEF SEBASTIÃO SANTIAGO DA PAZ (ESTRELA);AV. JOÃO EVANGELISTA SAMPAIO, S/N (7.28266 S, 39.27629 W);DISTRITO ESTRELA;63180000;315;
31;72;1341;EEF RAUL COELHO DE ALENCAR (CIROLÂNDIA);RUA JOSÉ COELHO CORREIA, 303;VILA SANTO ANTONIO;63180000;345;
31;73;1520;EEMTI ALMIRO DA CRUZ (SITIO SANTANA II);AV. PROJETADA IV, S/N - SITIO SANTANA II (7.32601 S, 39.24044 W);SANTANA II;63180000;345;
31;74;1325;EEF SEBASTIÃO SANTIAGO DA PAZ (ESTRELA);AV. JOÃO EVANGELISTA SAMPAIO, S/N (7.28266 S, 39.27629 W);DISTRITO ESTRELA;63180000;329;
31;75;1368;CVTEC/CENTEC/EMBRAPA;AV JOSE BERNARDINO, S/N - KM 04 (7.29548 S, 39.27037 W);BURITI;63180000;279;
31;76;1252;ETI MARIA LINHARES SAMPAIO (SÍTIO BARRO VERMELHO);SITIO BARRO VERMELHO;BARRO VERMELHO;63180000;348;
31;77;1376;EMEIF SANTA LUZIA (SÍTIO LAGOA);SITIO LAGOA, S/N (7.27846 S, 39.29025 W);SÍTIO LAGOA;63180000;346;
31;78;1350;EEEP OTÍLIA CORREIA SARAIVA (LICEU DE BARBALHA);RUA PROJETADA I, S/N (7.29196 S, 39.31251 W);PARQUE BULANDEIRA;63180000;347;
31;79;1481;ASSOCIAÇÃO PESTALOZZI DE BARBALHA (BURITI);AV. JOSÉ BERNARDINO, KM 03 (PROX DA ESCOLA EDSON OLEGÁRIO);BURITI;63180000;349;
31;80;1783;ETI EDSON OLEGÁRIO DE SANTANA (SÍTIO BURITI);AV JOSÉ BERNARDINO KM 03, S/N (7.29593 S, 39.28003 W);BURITI;63180000;346;
31;81;1872;UBS MESTRE SOUZA;RUA JOSÉ DE NOCA, S/N, ESQUINA COM RUA DA AJUDA;ALTO DA ALEGRIA;63092232;347;
31;82;1422;CEI MARTINHO TAVARES TELES (ALTO DA ALEGRIA);RUA ADERSON SABINO, S/N (7.31060 S,39.29377 W);ALTO DA ALEGRIA;63180000;348;
31;83;1422;CEI MARTINHO TAVARES TELES (ALTO DA ALEGRIA);RUA ADERSON SABINO, S/N (7.31060 S,39.29377 W);ALTO DA ALEGRIA;63180000;347;
31;84;1090;EEM ADAUTO BEZERRA;RUA MAJOR SAMPAIO, 75;CENTRO;63180000;342;
31;85;1813;COMPLEXO AMBIENTAL/TELEFÉRICO MIRANTE DO CALDAS;RUA DANIEL CORDEIRO DAS NEVES, S/N;VILA DO CALDAS;63180000;347;
