cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;13;60002151087;CELSO GOMES DA SILVA NETO;CELSO GOMES;PT;ELEITO;MASCULINO;PREFEITO;60002151087.jpg
Prefeito;22;60001981431;RUMMENYGGE OLIVEIRA ARAUJO;RUMMENYGGE;PL;NÃO ELEITO;MASCULINO;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;60001981431.jpeg
Prefeito;40;60002312724;JOSÉ JUAREZ DIÓGENES TAVARES;ZÉ JUAREZ;PSB;NÃO ELEITO;MASCULINO;ADMINISTRADOR;60002312724.jpeg
Vereador;13000;60002152794;ELANO CESAR DIOGENES TAVARES;PROFESSOR ELANO;PT;ELEITO POR MÉDIA;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60002152794.jpeg
Vereador;13111;60002152790;JOSE IVANDIR DE LIMA;ZE DO GAS;PT;SUPLENTE;MASCULINO;OUTROS;60002152790.jpg
Vereador;13113;60002152793;DEISER FREITAS DE SOUZA CASTRO;DEISER FREITAS;PT;SUPLENTE;FEMININO;EMPRESÁRIO;60002152793.jpg
Vereador;13123;60002152788;SIMIAO FERNANDES DE MAGALHAES;SIMIAO MAGALHAES;PT;ELEITO POR QP;MASCULINO;VEREADOR;60002152788.jpg
Vereador;13222;60002152791;FRANCISCO DE ASSIS DA SILVA SILVEIRA;DIASSIS SILVEIRA;PT;ELEITO POR QP;MASCULINO;VEREADOR;60002152791.jpg
Vereador;13333;60002152795;NILDLAIDE ANDREZA QUEIROZ GONDIM;ANDREZA QUEIROZ;PT;ELEITO POR QP;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60002152795.jpg
Vereador;13444;60002152789;ANTONIO ERIVALDO MAGALHAES MOURA;ERIVALDO DOS BASTIOES;PT;SUPLENTE;MASCULINO;VEREADOR;60002152789.jpg
Vereador;13555;60002152792;SEBASTIAO PAULA DE NEGREIROS;SEBASTIAO NEGREIROS;PT;SUPLENTE;MASCULINO;VEREADOR;60002152792.jpg
Vereador;13777;60002152797;ARYANNE FREITAS OLIVEIRA;ARYANNE ALMEIDA;PT;SUPLENTE;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60002152797.jpg
Vereador;13999;60002152796;FLAVIO DELLANO BESSA DA SILVA;FLAVIO DELLANO;PT;SUPLENTE;MASCULINO;EMPRESÁRIO;60002152796.jpg
Vereador;20000;60002201091;CICERO BENIGNO ALMEIDA NETO;PROF CICERO BENIGNO;PODE;SUPLENTE;MASCULINO;VEREADOR;60002201091.jpg
Vereador;20123;60002201089;FRANCISCO GLASDTONE GURGEL CANDIDO;GLEUDSTONE DA AMBULANCIA;PODE;ELEITO POR QP;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60002201089.jpg
Vereador;20222;60002201086;LORENA DE MAGALHAES E SOUSA;LORENA MAGALHAES;PODE;SUPLENTE;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60002201086.jpg
Vereador;20456;60002201088;BRUNA CRISTINA DE OLIVEIRA RIBEIRO ALVES;BRUNA RIBEIRO;PODE;SUPLENTE;FEMININO;AGRICULTOR;60002201088.jpg
