zona;secao;cargo;numero;votos
99;96;13;55555;42
99;85;13;55777;16
99;88;13;13777;10
99;99;13;13000;1
99;97;13;55999;1
99;95;13;55666;41
99;78;13;55111;56
99;97;13;40000;2
99;103;13;40999;3
99;127;13;13777;2
99;103;13;13777;2
99;93;13;55123;4
99;78;13;40222;2
99;85;13;40222;2
99;123;13;55123;7
99;88;13;55999;17
99;166;13;55111;5
99;128;13;40444;29
99;74;13;13123;1
99;107;13;96;11
99;85;13;55999;8
99;92;13;40888;25
99;93;13;40402;1
99;143;13;40000;2
99;99;13;40444;5
99;127;13;55444;32
99;84;13;40777;4
99;84;13;40000;2
99;133;13;55666;3
99;81;13;55111;15
99;126;13;55333;1
99;132;13;40444;3
99;152;13;40111;2
99;85;13;95;1
99;87;13;13777;8
99;144;13;40777;1
99;100;13;40;6
99;88;13;13444;2
99;120;13;55777;36
99;102;13;55777;6
99;79;13;55333;3
99;84;13;55444;9
99;75;13;55111;9
99;113;13;55999;2
99;127;13;13000;1
99;111;13;55666;43
99;117;13;40444;12
99;146;13;55123;28
99;98;13;55444;27
99;139;13;55999;12
99;92;13;55999;20
99;143;13;13777;2
99;83;13;96;7
99;75;13;40777;5
99;113;13;40888;71
99;84;13;55000;16
99;82;13;55777;20
99;116;13;40999;4
99;132;13;40111;2
99;146;13;55666;6
99;96;13;40444;9
99;107;13;55333;4
99;75;13;13333;2
99;135;13;40;1
99;91;13;40;2
99;133;13;55000;1
99;154;13;55;2
99;133;13;13333;2
99;138;13;40222;32
99;133;13;55555;6
99;152;13;55555;19
99;98;13;55222;6
99;143;13;55;4
99;127;13;55;3
99;124;13;55123;19
99;96;13;55123;8
99;132;13;55000;9
99;141;13;95;2
99;115;13;13777;61
99;84;13;55222;6
99;117;13;55222;7
99;109;13;55333;2
99;117;13;40000;10
99;117;13;40888;13
99;104;13;40888;5
99;152;13;55000;13
99;131;13;40444;1
99;126;13;13222;1
99;107;13;40777;2
99;132;13;13000;12
99;74;13;40;1
99;74;13;40402;1
99;99;13;13777;13
99;74;13;40888;29
99;110;13;40;3
99;125;13;55;3
99;97;13;13000;2
99;88;13;55555;18
99;101;13;40;1
99;102;13;40000;1
99;121;13;55444;1
99;121;13;40000;5
99;79;13;13777;3
99;80;13;55666;8
99;131;13;55111;13
99;89;13;13333;1
99;111;13;40000;2
99;141;13;55111;1
99;92;13;55444;16
99;87;13;55123;2
99;96;13;55999;6
99;80;13;55444;9
99;110;13;40222;3
99;85;13;13;1
99;101;13;55111;8
99;97;13;55777;1
99;119;13;40888;10
99;86;13;55;3
99;115;13;55;4
99;76;13;40;1
99;116;13;55123;5
99;90;13;13123;2
99;78;13;40111;1
99;124;13;55555;1
99;113;13;13777;53
99;110;13;13000;2
99;79;13;13111;2
99;88;13;55000;12
99;109;13;96;11
99;87;13;13333;7
99;77;13;55;3
99;103;13;55777;9
99;104;13;40000;1
99;80;13;40111;4
99;127;13;40222;2
99;132;13;55444;27
99;120;13;13777;3
99;81;13;55999;11
99;92;13;40000;11
99;131;13;40000;9
99;94;13;55111;12
99;87;13;40111;3
