zona;secao;cod_local;local;endereco;bairro;cep;aptos;agregadas
10;126;1015;ESCOLA MUNICIPAL CLEONICE FREIRE DE QUEIROZ;RUA NEL QUEIROZ  257;CENTRO;63460000;339;130
10;127;1015;ESCOLA MUNICIPAL CLEONICE FREIRE DE QUEIROZ;RUA NEL QUEIROZ  257;CENTRO;63460000;339;129
10;128;1015;ESCOLA MUNICIPAL CLEONICE FREIRE DE QUEIROZ;RUA NEL QUEIROZ  257;CENTRO;63460000;342;131
10;132;1244;ESCOLA PINGO DE GENTE (ESPECIAL);RUA SEVERO HOLANDA S/N;CENTRO;63460000;329;134
10;133;1244;ESCOLA PINGO DE GENTE (ESPECIAL);RUA SEVERO HOLANDA S/N;CENTRO;63460000;165;
10;135;1031;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO VIRGILIO CORREIA LIMA;RUA CORONEL ANTONIO VICENTE  274;CENTRO;63460000;280;
10;136;1031;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO VIRGILIO CORREIA LIMA;RUA CORONEL ANTONIO VICENTE  274;CENTRO;63460000;275;
10;137;1031;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO VIRGILIO CORREIA LIMA;RUA CORONEL ANTONIO VICENTE  274;CENTRO;63460000;278;
10;138;1031;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO VIRGILIO CORREIA LIMA;RUA CORONEL ANTONIO VICENTE  274;CENTRO;63460000;281;
10;139;1031;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO VIRGILIO CORREIA LIMA;RUA CORONEL ANTONIO VICENTE  274;CENTRO;63460000;279;
10;140;1031;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO VIRGILIO CORREIA LIMA;RUA CORONEL ANTONIO VICENTE  274;CENTRO;63460000;278;
10;141;1066;GRUPO ESCOLAR FRANCISCO DAS CHAGAS DE AQUINO;SITIO LAGOA DOS MARINHEIROS;SITIO LAGOA DOS MARINHEIROS;63460000;306;
10;142;1082;ESCOLA MUNICIPAL DO 1 GRAU CANDIDO JOSE NOGUEIRA;DISTRITO DE CRIOULAS;DISTRITO DE CRIOULAS;63460000;181;
10;143;1082;ESCOLA MUNICIPAL DO 1 GRAU CANDIDO JOSE NOGUEIRA;DISTRITO DE CRIOULAS;DISTRITO DE CRIOULAS;63460000;178;
10;144;1082;ESCOLA MUNICIPAL DO 1 GRAU CANDIDO JOSE NOGUEIRA;DISTRITO DE CRIOULAS;DISTRITO DE CRIOULAS;63460000;180;
10;145;1082;ESCOLA MUNICIPAL DO 1 GRAU CANDIDO JOSE NOGUEIRA;DISTRITO DE CRIOULAS;DISTRITO DE CRIOULAS;63460000;180;
10;146;1082;ESCOLA MUNICIPAL DO 1 GRAU CANDIDO JOSE NOGUEIRA;DISTRITO DE CRIOULAS;DISTRITO DE CRIOULAS;63460000;180;
10;147;1384;POSTO DE SAÚDE DA SERRINHA DOS MARINHEIROS;SÍTIO SERRINHA DOS MARINHEIROS;ZONA RURAL;63460000;264;
10;148;1104;ESCOLA MUNICIPAL DO 1 GRAU MARIA DAS GRACAS NOGUEIRA;SITIO LAGOA NOVA;SITIO LAGOA NOVA;63460000;310;
10;149;1104;ESCOLA MUNICIPAL DO 1 GRAU MARIA DAS GRACAS NOGUEIRA;SITIO LAGOA NOVA;SITIO LAGOA NOVA;63460000;313;
10;150;1104;ESCOLA MUNICIPAL DO 1 GRAU MARIA DAS GRACAS NOGUEIRA;SITIO LAGOA NOVA;SITIO LAGOA NOVA;63460000;315;
10;151;1392;POSTO DE SAÚDE DO SÍTIO BAIXIO DOS SILVESTRES;SÍTIO BAIXIO DOS SILVESTRES;ZONA RURAL;63460000;342;152
10;153;1120;ESCOLA JOSÉ MATIAS DE SOUSA;SITIO CAETANO;SITIO CAETANO;63460000;255;
10;154;1120;ESCOLA JOSÉ MATIAS DE SOUSA;SITIO CAETANO;SITIO CAETANO;63460000;247;
10;155;1120;ESCOLA JOSÉ MATIAS DE SOUSA;SITIO CAETANO;SITIO CAETANO;63460000;253;
10;156;1147;GRUPO ESCOLAR MIGUEL ANTONIO DA ROCHA;SITIO CHABOCAO;SITIO CHABOCAO;63460000;260;
10;157;1147;GRUPO ESCOLAR MIGUEL ANTONIO DA ROCHA;SITIO CHABOCAO;SITIO CHABOCAO;63460000;262;
10;158;1180;ESCOLA MUNICIPAL JOSE NILSON BEZERRA;SITIO SAO PAULO;SITIO SAO PAULO;63460000;208;
10;159;1180;ESCOLA MUNICIPAL JOSE NILSON BEZERRA;SITIO SAO PAULO;SITIO SAO PAULO;63460000;206;
10;160;1287;ESCOLA MUNICIPAL MARIA NAZARE DE JESUS;SITIO VARRELO;SITIO VARRELO;63460000;219;
10;161;1201;ESCOLA MUNICIPAL JOSE BEZERRA NOBRE;SITIO BAXIO DOS CLEMENTINOS;SITIO BAIXIO DOS CLEMENTINOS;63460000;322;
10;162;1066;GRUPO ESCOLAR FRANCISCO DAS CHAGAS DE AQUINO;SITIO LAGOA DOS MARINHEIROS;SITIO LAGOA DOS MARINHEIROS;63460000;191;
10;163;1228;ESCOLA MIGUEL JOAO DE OLIVEIRA;SITIO TRINDADE;SITIO TRINDADE;63460000;235;
10;164;1228;ESCOLA MIGUEL JOAO DE OLIVEIRA;SITIO TRINDADE;SITIO TRINDADE;63460000;157;
10;165;1244;ESCOLA PINGO DE GENTE (ESPECIAL);RUA SEVERO HOLANDA S/N;CENTRO;63460000;249;
10;166;1244;ESCOLA PINGO DE GENTE (ESPECIAL);RUA SEVERO HOLANDA S/N;CENTRO;63460000;247;
10;167;1244;ESCOLA PINGO DE GENTE (ESPECIAL);RUA SEVERO HOLANDA S/N;CENTRO;63460000;246;
10;168;1244;ESCOLA PINGO DE GENTE (ESPECIAL);RUA SEVERO HOLANDA S/N;CENTRO;63460000;249;
10;169;1252;GRUPO ESCOLAR NOSSA SENHORA DAS GRACAS;SITIO GROSSOS;SITIO GROSSOS;63460000;258;
