cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;13;60001924088;JOÃO PAULO SALES CORDEIRO;JOÃO PAULO CORDEIRO;PT;ELEITO;MASCULINO;ADVOGADO;60001924088.jpg
Prefeito;40;60002107538;ELIENE LEITE ARAUJO BRASILEIRO;ELIENE BRASILEIRO;PSB;NÃO ELEITO;FEMININO;ADVOGADO;60002107538.jpg
Vereador;12100;60001924102;LUIS PAULO SIQUEIRA RAMOS;CHAGUINHA;PDT;NÃO ELEITO;MASCULINO;OUTROS;60001924102.jpg
Vereador;12121;60001924103;GRAZIELA MARIA ARRAIS MONTEIRO;GRAZIELA ARRAIS;PDT;NÃO ELEITO;FEMININO;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);60001924103.jpg
Vereador;12123;60001924100;ANIBAL SOARES DE MESQUITA NETO;ANIBAL MESQUITA;PDT;NÃO ELEITO;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60001924100.jpg
Vereador;12222;60001924098;CARLOS ALBERTO CRUZ FILHO;CARLINHOS;PDT;NÃO ELEITO;MASCULINO;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;60001924098.jpg
Vereador;12345;60001924099;FRANCISCO JOVANIR CORDEIRO;LOLÔ VAQUEIRO;PDT;NÃO ELEITO;MASCULINO;AGRICULTOR;60001924099.jpg
Vereador;12777;60001924101;FRANCISCA LÚCIA BEZERRA UCHÔA BARBOSA;FRANCISCA LÚCIA;PDT;NÃO ELEITO;FEMININO;SERVIDOR PÚBLICO CIVIL APOSENTADO;60001924101.jpg
Vereador;13000;60001924086;FRANCISCO EDMILSON MENDES;MENGA MENDES;PT;SUPLENTE;MASCULINO;VEREADOR;60001924086.jpg
Vereador;13111;60001924085;EMANUEL IAGO LIMA RAMOS;IAGO RAMOS;PT;ELEITO POR QP;MASCULINO;PROFESSOR DE ENSINO FUNDAMENTAL;60001924085.jpg
Vereador;13123;60001924083;ANA ANTONIA ARRUDA BELARMINO;PROFESSORA PAULA;PT;ELEITO POR QP;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60001924083.jpg
Vereador;13133;60001924079;ANTONIO MAURICIO GOMES;MAURÍCIO DOIDO;PT;SUPLENTE;MASCULINO;VEREADOR;60001924079.jpg
Vereador;13222;60001924081;GERARDO MENEZES DA SILVA FILHO;GERALDINHO;PT;ELEITO POR QP;MASCULINO;ADMINISTRADOR;60001924081.jpg
Vereador;13333;60001924080;ANTONIO AIRTON LIMA BEZERRA;AIRTON BEZERRA;PT;ELEITO POR QP;MASCULINO;MOTORISTA PARTICULAR;60001924080.jpg
Vereador;13444;60001924087;FRANCISCO REGINALDO ALVES BRASILEIRA;REGIS ALVES;PT;ELEITO POR QP;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60001924087.jpg
Vereador;13456;60001924082;JOSE SIQUEIRA MONTEIRO;JUCELHO DO ACORDEON;PT;SUPLENTE;MASCULINO;MÚSICO;60001924082.jpg
Vereador;13555;60001924078;RAIMUNDA FREITAS DA SILVA;RAIMUNDINHA DA CASA DE APOIO;PT;SUPLENTE;FEMININO;GERENTE;60001924078.jpg
Vereador;13789;60001924084;DIERNIS SAMARA PEIXOTO GAMA;SAMARA PEIXOTO;PT;ELEITO POR MÉDIA;FEMININO;PEDAGOGO;60001924084.jpg
Vereador;40000;60002243002;FRANCISCO JANAEL FERREIRA DA SILVA;JANAEL FERREIRA;PSB;SUPLENTE;MASCULINO;VEREADOR;60002243002.jpg
Vereador;40111;60002242999;PASCOAL CARDOSO DE FARIAS;PASCOAL;PSB;ELEITO POR QP;MASCULINO;VEREADOR;60002242999.jpg
