zona;secao;cod_local;local;endereco;bairro;cep;aptos;agregadas
5;164;1023;CRECHE VOVÓ LOURDES (SÍTIO OURO);SITIO OURO;OURO-SITIO;62777000;269;
5;165;1023;CRECHE VOVÓ LOURDES (SÍTIO OURO);SITIO OURO;OURO-SITIO;62777000;267;
5;166;1031;EMTI SAO LUIS;RUA PADRE QUILIANO 72;CENTRO-SEDE;62770000;241;
5;167;1031;EMTI SAO LUIS;RUA PADRE QUILIANO 72;CENTRO-SEDE;62770000;243;
5;168;1031;EMTI SAO LUIS;RUA PADRE QUILIANO 72;CENTRO-SEDE;62770000;243;
5;169;1031;EMTI SAO LUIS;RUA PADRE QUILIANO 72;CENTRO-SEDE;62770000;242;
5;170;1031;EMTI SAO LUIS;RUA PADRE QUILIANO 72;CENTRO-SEDE;62770000;240;
5;171;1031;EMTI SAO LUIS;RUA PADRE QUILIANO 72;CENTRO-SEDE;62770000;242;
5;172;1031;EMTI SAO LUIS;RUA PADRE QUILIANO 72;CENTRO-SEDE;62770000;241;
5;173;1040;INSTITUTO MARIA IMACULADA;RUA IRMA FERRAZ 518;CENTRO-SEDE;62770000;237;
5;174;1040;INSTITUTO MARIA IMACULADA;RUA IRMA FERRAZ 518;CENTRO-SEDE;62770000;235;
5;175;1040;INSTITUTO MARIA IMACULADA;RUA IRMA FERRAZ 518;CENTRO-SEDE;62770000;235;
5;176;1040;INSTITUTO MARIA IMACULADA;RUA IRMA FERRAZ 518;CENTRO-SEDE;62770000;237;
5;181;1066;EMEF MARIA VIDAL MARQUES (BONFIM);POVOADO DO BONFIM;BONFIM-SITIO;62770000;227;
5;182;1066;EMEF MARIA VIDAL MARQUES (BONFIM);POVOADO DO BONFIM;BONFIM-SITIO;62770000;227;
5;183;1074;CRECHE CAMINHOS DO SABER (COLINA);DISTRITO DE COLINA;COLINA-DISTRITO;62770000;196;
5;184;1082;CRECHE REINO DA FANTASIA (FATIMA);DISTRITO DE FATIMA;FATIMA-DISTRITO;62770000;201;
5;185;1082;CRECHE REINO DA FANTASIA (FATIMA);DISTRITO DE FATIMA;FATIMA-DISTRITO;62770000;203;
5;186;1090;CRECHE ESPACO INFANTIL (MACAPA);SITIO MACAPA;MACAPÁ;62770000;156;
5;187;1090;CRECHE ESPACO INFANTIL (MACAPA);SITIO MACAPA;MACAPÁ;62770000;309;216
5;188;1104;EEFM ESCOLA MENEZES PIMENTEL;RUA DUARTE HOLANDA 573;CENTRO-SEDE;62770000;219;
5;189;1104;EEFM ESCOLA MENEZES PIMENTEL;RUA DUARTE HOLANDA 573;CENTRO-SEDE;62770000;215;
5;190;1104;EEFM ESCOLA MENEZES PIMENTEL;RUA DUARTE HOLANDA 573;CENTRO-SEDE;62770000;218;
5;191;1104;EEFM ESCOLA MENEZES PIMENTEL;RUA DUARTE HOLANDA 573;CENTRO-SEDE;62770000;217;
5;192;1104;EEFM ESCOLA MENEZES PIMENTEL;RUA DUARTE HOLANDA 573;CENTRO-SEDE;62770000;216;
5;193;1112;CRECHE ESTRELINHA DOURADA (PQ SAO JOSE);PARQUE SAO JOSE;PARQUE SAO JOSE-SITIO;62772000;160;
5;194;1120;EMEF FERNANDO MOREIRA SALES (SANTANA);DISTRITO DE SANTANA;SANTANA-DISTRITO;62776000;214;
5;195;1120;EMEF FERNANDO MOREIRA SALES (SANTANA);DISTRITO DE SANTANA;SANTANA-DISTRITO;62776000;216;
5;196;1139;CRECHE GENTE INOCENTE (AREIAS);SITIO AREIAS;SITIO AREIAS;62776000;201;
5;197;1139;CRECHE GENTE INOCENTE (AREIAS);SITIO AREIAS;SITIO AREIAS;62776000;198;
5;198;1163;EMEF ROSA MAIA REBOUCAS (VOLTA DO RIO);SITIO VOLTA DO RIO;VOLTA DO RIO;62770000;270;
5;199;1163;EMEF ROSA MAIA REBOUCAS (VOLTA DO RIO);SITIO VOLTA DO RIO;VOLTA DO RIO;62770000;269;
5;200;1180;EMEF SANTO ANTONIO (ROLADOR);SITIO ROLADOR;ROLADOR;62770000;254;
5;201;1180;EMEF SANTO ANTONIO (ROLADOR);SITIO ROLADOR;ROLADOR;62770000;151;
5;202;1198;EMEF ENEAS HORTENCIO DA SILVEIRA;RUA JOAO HIPOLITO;CENTRO-SEDE;62770000;225;
5;203;1198;EMEF ENEAS HORTENCIO DA SILVEIRA;RUA JOAO HIPOLITO;CENTRO-SEDE;62770000;224;
5;204;1201;PSF DE SERRA VERDE (SERRA VERDE);SERRA VERDE;SERRA VERDE DOS DELFINOS;62776000;132;
5;205;1210;CRECHE CARINHA DE ANJO (GERMINAL);SITIO SANTO ANTONIO-GERMINAL;GERMINAL;62770000;314;
5;206;1228;PSF DA TIMBAÚBA (TIMBAUBA);TIMBAUBA;TIMBAÚBA;62770000;219;
5;207;1040;INSTITUTO MARIA IMACULADA;RUA IRMA FERRAZ 518;CENTRO-SEDE;62770000;238;
5;208;1040;INSTITUTO MARIA IMACULADA;RUA IRMA FERRAZ 518;CENTRO-SEDE;62770000;236;
5;209;1040;INSTITUTO MARIA IMACULADA;RUA IRMA FERRAZ 518;CENTRO-SEDE;62770000;236;
5;210;1260;PSF DE GAMELEIRA;SITIO GAMELEIRA;GAMELEIRA;62770000;280;
5;211;1279;ESCOLA MUNICIPAL FRANCISCO ALVES BARBOSA (OITICICA);SITIO OITICICA;OITICICA;62770000;214;
5;212;1279;ESCOLA MUNICIPAL FRANCISCO ALVES BARBOSA (OITICICA);SITIO OITICICA;OITICICA;62770000;215;
5;213;1295;PSF CAITITU DE BAIXO (CAITITU);SITIO CAITITU DE BAIXO;CAITITU-SITIO;62770000;307;
5;214;1309;EMEF SÃO SEBASTIAO (BOA HORA);SITIO BOA HORA;SITIO BOA HORA;62776000;221;
5;217;1376;PSF DE CAITITU DE CIMA (CAITITU);SITIO CAITITU DE CIMA;CAITITU-SITIO;62770000;204;
