cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Deputado Estadual;10000;60001608819;LUIZ HENRIQUE CASTELO LIMA;APÓSTOLO LUIZ HENRIQUE;REPUBLICANOS;ELEITO POR MÉDIA;MASCULINO;SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;60001608819.jpg
Deputado Estadual;10123;60001608816;DAVID DE ALBUQUERQUE DURAND;DAVID DURAND;REPUBLICANOS;ELEITO POR QP;MASCULINO;DEPUTADO;60001608816.jpg
Deputado Estadual;10124;60001608820;MANOEL DUCA DA SILVEIRA NETO;DUQUINHA;REPUBLICANOS;SUPLENTE;MASCULINO;DEPUTADO;60001608820.jpg
Deputado Estadual;10275;60001608835;FRANCISCO ALEX CARLOS PAIVA;ALEX PAIVA;REPUBLICANOS;SUPLENTE;MASCULINO;POLICIAL MILITAR;60001608835.jpg
Deputado Estadual;10444;60001608831;RUBENILDO CADEIRA DE OLIVEIRA;RUBENILDO CADEIRA;REPUBLICANOS;SUPLENTE;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60001608831.jpg
Deputado Estadual;11111;60001619179;JOSE JACOME CARNEIRO ALBUQUERQUE;ZEZINHO ALBUQUERQUE;PP;ELEITO POR QP;MASCULINO;DEPUTADO;60001619179.jpg
Deputado Estadual;11113;60001619181;ANTONIO ALMIR BIÉ DA SILVA;ALMIR BIÉ;PP;SUPLENTE;MASCULINO;COMERCIANTE;60001619181.jpg
Deputado Estadual;11999;60001619183;MOÉSIO LOIOLA DE MELO;MOÉSIO LOIOLA;PP;SUPLENTE;MASCULINO;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;60001619183.jpeg
Deputado Estadual;12000;60001603535;EVANDRO SÁ BARRETO LEITÃO;EVANDRO LEITÃO;PDT;ELEITO POR QP;MASCULINO;DEPUTADO;60001603535.jpeg
Deputado Estadual;12011;60001603519;JOSEMAR COELHO LIMA;JOTA LIMA JUMENTIM AMARELO;PDT;SUPLENTE;MASCULINO;QUÍMICO;60001603519.jpg
Deputado Estadual;12111;60001603547;ANTONIO HENRIQUE DA SILVA;ANTONIO HENRIQUE;PDT;ELEITO POR QP;MASCULINO;VEREADOR;60001603547.jpeg
Deputado Estadual;12112;60001603524;VANESSA BEZERRA VENANCIO;VANESSA VENÂNCIO;PDT;SUPLENTE;FEMININO;ADVOGADO;60001603524.jpeg
