cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;25;60001959399;DILMARA AMARAL SILVA;DILMARA;PRD;ELEITO;FEMININO;ODONTÓLOGO;60001959399.jpg
Prefeito;55;60002183542;MARIA JOSÉ MAIA;DRA MAZÉ MAIA;PSD;NÃO ELEITO;FEMININO;ADVOGADO;60002183542.jpg
Vereador;12000;60002037190;RANIELLY PAIVA BRAÚNA DA SILVA;RANIELLY PAIVA;PDT;SUPLENTE;FEMININO;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;60002037190.jpg
Vereador;12007;60002037192;THIAGO PINHEIRO MOURÃO MAIA;THIAGO MAIA;PDT;SUPLENTE;MASCULINO;ANALISTA DE SISTEMAS;60002037192.jpg
Vereador;12100;60002037191;RITA CÉLIA DE OLIVEIRA;RITA CÉLIA;PDT;SUPLENTE;FEMININO;APOSENTADO (EXCETO SERVIDOR PÚBLICO);60002037191.jpg
Vereador;12111;60002037189;SEBASTIÃO ROQUE DE MATOS;SEBASTIÃO ROQUE DE MATOS;PDT;SUPLENTE;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60002037189.jpg
Vereador;12325;60002037181;SERGIO MURILO DE CASTRO GOMES;SERGINHO DA GANGORRA;PDT;ELEITO POR QP;MASCULINO;COMERCIANTE;60002037181.jpg
Vereador;12333;60002037185;MARCUS LUIZ DE CARVALHO PEREIRA;MARCUS LUIZ;PDT;SUPLENTE;MASCULINO;EMPRESÁRIO;60002037185.jpg
Vereador;12345;60002037184;GEORGE ERIC COELHO VIEIRA E SILVA;GEORGE VIEIRA;PDT;ELEITO POR QP;MASCULINO;ADVOGADO;60002037184.jpg
Vereador;12423;60002037182;WASHINGTON DE MOURA LOPES;PROFESSOR WASHINGTON;PDT;SUPLENTE;MASCULINO;PROFESSOR DE ENSINO MÉDIO;60002037182.jpg
Vereador;12444;60002037188;LUIS CLAÚDIO HOLANDA GARCIA;DOCA;PDT;SUPLENTE;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60002037188.jpg
