cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;13;60001982297;SAMUEL CIDADE WERTON;DR. SAMUEL;PT;ELEITO;MASCULINO;PREFEITO;60001982297.jpg
Prefeito;15;60001980598;FRANCISCO PEDRO LOPES DA CRUZ;PEDRO DE GERSON;MDB;NÃO ELEITO;MASCULINO;EMPRESÁRIO;60001980598.jpeg
Prefeito;18;60002042411;JOÃO PAULO CABRAL ALVES;JOÃO CABRAL;REDE;NÃO ELEITO;MASCULINO;OUTROS;60002042411.jpg
Vereador;10000;60002198863;FRANCISCO GONÇALVES MAIA;FERNANDO MAIA;REPUBLICANOS;ELEITO POR QP;MASCULINO;VEREADOR;60002198863.jpg
Vereador;10111;60002198864;DENILSON DAXO ALENCAR;DENILSON ALENCAR;REPUBLICANOS;SUPLENTE;MASCULINO;TÉCNICO EM AGRONOMIA E AGRIMENSURA;60002198864.jpg
Vereador;10123;60002198866;MARIA SANTANA BRITO DE SALES;KEKA SANTANA;REPUBLICANOS;SUPLENTE;FEMININO;OUTROS;60002198866.jpg
Vereador;10222;60002198868;ADRIANO ORLANDO CASADO MARQUES;ADRIANO CASADO;REPUBLICANOS;ELEITO POR QP;MASCULINO;ASSISTENTE SOCIAL;60002198868.jpg
Vereador;10456;60002198865;PAULO HENRIQUE DE SOUZA;HENRIQUE DUARTE;REPUBLICANOS;SUPLENTE;MASCULINO;OUTROS;60002198865.jpg
Vereador;10555;60002198869;ANTÔNIO MARCOS LIMA DA SILVA;MARCIA PYLLKYE;REPUBLICANOS;SUPLENTE;MASCULINO;CABELEIREIRO E BARBEIRO;60002198869.jpg
Vereador;10789;60002198867;JANAINA ÂNGELO DE LIMA;JANAINA ENFERMEIRA;REPUBLICANOS;SUPLENTE;FEMININO;ENFERMEIRO;60002198867.jpg
Vereador;10999;60002198870;MARIA CLEIDE JUSTINO ALVES DE SOUSA;CLEIDINHA DO SERTÃO;REPUBLICANOS;SUPLENTE;FEMININO;AGRICULTOR;60002198870.jpg
Vereador;12000;60002044887;DEBORA GREGORIO DE SOUSA;DEBORA GREGORIO;PDT;SUPLENTE;FEMININO;EMPRESÁRIO;60002044887.jpeg
