zona;secao;cod_local;local;endereco;bairro;cep;aptos;agregadas
99;1;1015;EEB DR. ANTONIO EUFRASINO NETO;RUA LUIZ BEZERRA, S/N;CENTRO;63740000;231;
99;2;1015;EEB DR. ANTONIO EUFRASINO NETO;RUA LUIZ BEZERRA, S/N;CENTRO;63740000;231;
99;3;1015;EEB DR. ANTONIO EUFRASINO NETO;RUA LUIZ BEZERRA, S/N;CENTRO;63740000;224;
99;4;1023;EEF FRANCISCO RUFINO VIEIRA;RUA CAPITAO RODRIGO S/N;CENTRO;63740000;311;
99;5;1023;EEF FRANCISCO RUFINO VIEIRA;RUA CAPITAO RODRIGO S/N;CENTRO;63740000;318;
99;6;1023;EEF FRANCISCO RUFINO VIEIRA;RUA CAPITAO RODRIGO S/N;CENTRO;63740000;313;
99;7;1023;EEF FRANCISCO RUFINO VIEIRA;RUA CAPITAO RODRIGO S/N;CENTRO;63740000;316;
99;8;1023;EEF FRANCISCO RUFINO VIEIRA;RUA CAPITAO RODRIGO S/N;CENTRO;63740000;328;
99;9;1023;EEF FRANCISCO RUFINO VIEIRA;RUA CAPITAO RODRIGO S/N;CENTRO;63740000;310;
99;10;1031;EEIF OTÁVIO RODRIGUES CAVALCANTE;RUA SAO FRANCISCO S/N;CENTRO;63740000;300;
99;11;1031;EEIF OTÁVIO RODRIGUES CAVALCANTE;RUA SAO FRANCISCO S/N;CENTRO;63740000;300;
99;12;1031;EEIF OTÁVIO RODRIGUES CAVALCANTE;RUA SAO FRANCISCO S/N;CENTRO;63740000;305;
99;13;1031;EEIF OTÁVIO RODRIGUES CAVALCANTE;RUA SAO FRANCISCO S/N;CENTRO;63740000;305;
99;14;1031;EEIF OTÁVIO RODRIGUES CAVALCANTE;RUA SAO FRANCISCO S/N;CENTRO;63740000;305;
99;15;1031;EEIF OTÁVIO RODRIGUES CAVALCANTE;RUA SAO FRANCISCO S/N;CENTRO;63740000;315;
99;16;1031;EEIF OTÁVIO RODRIGUES CAVALCANTE;RUA SAO FRANCISCO S/N;CENTRO;63740000;303;
99;17;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;233;
99;18;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;229;
99;19;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;228;
99;20;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;229;
99;21;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;241;
99;22;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;232;
99;23;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;227;
99;24;1015;EEB DR. ANTONIO EUFRASINO NETO;RUA LUIZ BEZERRA, S/N;CENTRO;63740000;223;
99;25;1015;EEB DR. ANTONIO EUFRASINO NETO;RUA LUIZ BEZERRA, S/N;CENTRO;63740000;224;
99;26;1015;EEB DR. ANTONIO EUFRASINO NETO;RUA LUIZ BEZERRA, S/N;CENTRO;63740000;228;
99;27;1015;EEB DR. ANTONIO EUFRASINO NETO;RUA LUIZ BEZERRA, S/N;CENTRO;63740000;216;
99;28;1015;EEB DR. ANTONIO EUFRASINO NETO;RUA LUIZ BEZERRA, S/N;CENTRO;63740000;222;
99;29;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;235;
99;30;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;230;
99;31;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;235;
99;32;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;234;
99;33;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;222;
99;34;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;224;
99;35;1040;EEM COELHO MASCARENHAS;RUA SAO JOSE S/N;CENTRO;63740000;235;
99;36;1023;EEF FRANCISCO RUFINO VIEIRA;RUA CAPITAO RODRIGO S/N;CENTRO;63740000;316;
99;37;1180;CENTRO DE EDUCAÇÃO RURAL - CERU;LAGOA DA AREIA;ZONA RURAL;63740000;293;149
99;38;1120;EEIF FERNANDO COSTA;DISTRITO PALESTINA;ZONA RURAL;63740000;313;
99;39;1120;EEIF FERNANDO COSTA;DISTRITO PALESTINA;ZONA RURAL;63740000;322;
99;40;1139;EEF LUIZ CANUTO;LAGOA DOS NERES;ZONA RURAL;63740000;313;67
99;42;1139;EEF LUIZ CANUTO;LAGOA DOS NERES;ZONA RURAL;63740000;308;41
99;43;1147;CEIF PROF. FRANCISCO EDSON DE OLIVEIRA;MONTE ALEGRE;ZONA RURAL;63740000;341;
99;44;1147;CEIF PROF. FRANCISCO EDSON DE OLIVEIRA;MONTE ALEGRE;ZONA RURAL;63740000;351;
99;45;1147;CEIF PROF. FRANCISCO EDSON DE OLIVEIRA;MONTE ALEGRE;ZONA RURAL;63740000;348;
99;46;1155;EEF MANOEL LUIZ DA SILVA;TRES IRMAOS;ZONA RURAL;63740000;272;
99;47;1155;EEF MANOEL LUIZ DA SILVA;TRES IRMAOS;ZONA RURAL;63740000;277;
99;48;1163;GRUPO ESCOLAR ROSENDO FERREIRA DA MOTA;TATAJUBA;ZONA RURAL;63740000;343;157
99;49;1171;EEF MARIA DE SOUSA MARQUES;CAVACO;ZONA RURAL;63740000;187;
99;50;1171;EEF MARIA DE SOUSA MARQUES;CAVACO;ZONA RURAL;63740000;190;
99;51;1171;EEF MARIA DE SOUSA MARQUES;CAVACO;ZONA RURAL;63740000;190;
99;52;1180;CENTRO DE EDUCAÇÃO RURAL - CERU;LAGOA DA AREIA;ZONA RURAL;63740000;290;
99;53;1198;EEF FRANCISCO DAS CHAGAS MOTA;AGROVILA;ZONA RURAL;63740000;369;
