cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;12;60002252905;JOSE VALDENOR RODRIGUES CAVALCANTE;VALDENOR RODRIGUES;PDT;NÃO ELEITO;MASCULINO;EMPRESÁRIO;60002252905.jpg
Prefeito;40;60001988264;EDUARDO COELHO ROSA CAVALCANTE;EDUARDO COELHO;PSB;ELEITO;MASCULINO;EMPRESÁRIO;60001988264.jpg
Vereador;12000;60002253498;EDGAR SOARES MOURA;EDGAR MOURA;PDT;SUPLENTE;MASCULINO;EMPRESÁRIO;60002253498.jpg
Vereador;12111;60002253502;TANCLEDA NUNES LOPES;CLEIDE DO KINDORA;PDT;SUPLENTE;FEMININO;AGRICULTOR;60002253502.jpg
Vereador;12222;60002253496;JOZIVANIO CARLOS DA SILVA;JOZIVANIO CARLOS;PDT;ELEITO POR QP;MASCULINO;VEREADOR;60002253496.jpg
Vereador;12333;60002387299;ATAUVANIA FERNANDES LIMA;ATAUVÂNIA FLOR;PDT;SUPLENTE;FEMININO;OUTROS;60002387299.jpeg
Vereador;12345;60002253499;CARLOS HENRIQUE MARTINS MOURAO;DR CARLOS;PDT;SUPLENTE;MASCULINO;VEREADOR;60002253499.jpg
Vereador;12444;60002253497;VICENTE COELHO VIDAL;NETO VIDAL;PDT;ELEITO POR QP;MASCULINO;PECUARISTA;60002253497.jpg
Vereador;12555;60002253501;OLAVO DE SOUSA MARTINS;OLAVO TEIXEIRA;PDT;SUPLENTE;MASCULINO;AGRICULTOR;60002253501.jpg
Vereador;12888;60002253503;NÁTIMA SALES MACÊDO;NÁTIMA SALES;PDT;SUPLENTE;FEMININO;OUTROS;60002253503.jpg
Vereador;12999;60002253500;ANTONIO IRISMAR MARQUES DE SOUSA;BAZIM MARQUES;PDT;SUPLENTE;MASCULINO;AGRICULTOR;60002253500.jpg
Vereador;13111;60001988446;JOÃO DE DEUS GOMES;JOÃO DE DEUS;PT;NÃO ELEITO;MASCULINO;AGRICULTOR;60001988446.jpg
Vereador;13333;60001988444;ALCINDA CANUTO DATIVO;ALCINDA CANUTO;PT;NÃO ELEITO;FEMININO;APOSENTADO (EXCETO SERVIDOR PÚBLICO);60001988444.jpg
Vereador;13777;60001988448;HUGO SOUSA SAMPAIO;HUGO SAMPAIO;PT;NÃO ELEITO;MASCULINO;OUTROS;60001988448.jpg
Vereador;40000;60001988276;JOSE MAGNO SILVA;MAGNO SILVA;PSB;SUPLENTE;MASCULINO;CARPINTEIRO, MARCENEIRO E ASSEMELHADOS;60001988276.jpg
Vereador;40111;60001988272;RONILDO DA COSTA;RONILDO COSTA;PSB;ELEITO POR QP;MASCULINO;AGENTE DE SAÚDE E SANITARISTA;60001988272.jpg
Vereador;40123;60001988266;FRANCISCO ORLANDO MACHADO DA COSTA;BRIOLA MACHADO;PSB;ELEITO POR MÉDIA;MASCULINO;AGRICULTOR;60001988266.jpg
Vereador;40222;60001988269;VALDEMAR GONÇALVES SENA;DEMAR SENA;PSB;SUPLENTE;MASCULINO;COMERCIANTE;60001988269.jpg
Vereador;40333;60001988275;CLAUDINO SALES NETO;CLAUDINO SALES;PSB;ELEITO POR QP;MASCULINO;AGRÔNOMO;60001988275.jpg
Vereador;40444;60001988274;ANTONIO SERVOLO DE LOIOLA;ANTONIO CARLOS;PSB;ELEITO POR QP;MASCULINO;AGRICULTOR;60001988274.jpg
Vereador;40456;60001988277;IZABEL DE SOUSA MARTINS SAMPAIO;BETINHA MARTINS;PSB;ELEITO POR MÉDIA;FEMININO;EMPRESÁRIO;60001988277.jpg
Vereador;40555;60001988267;HELIO RODRIGUES COUTINHO;DR HELIO COUTINHO;PSB;ELEITO POR QP;MASCULINO;ADVOGADO;60001988267.jpg
Vereador;40777;60001988273;ANTONIA VILANI BERNARDES SOUSA;VILANI JACÓ;PSB;ELEITO POR QP;FEMININO;EMPRESÁRIO;60001988273.jpg
Vereador;40789;60001988271;ANTONIO EULADIO GOMES OLIVEIRA;EULADIO GOMES;PSB;ELEITO POR QP;MASCULINO;EMPRESÁRIO;60001988271.jpg
Vereador;40888;60001988270;ANTONIA FREIRE BATISTA CASTRO;TOINHA DO ZE SININ;PSB;ELEITO POR QP;FEMININO;AGRICULTOR;60001988270.jpg
Vereador;40999;60001988268;MARIA VIEIRA DE ARAUJO;MARIQUINHA VIEIRA;PSB;SUPLENTE;FEMININO;AGRICULTOR;60001988268.jpg
Vereador;43111;60001988445;JEORGIA MOTA DE SOUSA;JOYCE MOTA;PV;NÃO ELEITO;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60001988445.jpg
Vereador;43333;60001988443;GILSON LOPES SOUSA;GILSON LOPES;PV;NÃO ELEITO;MASCULINO;AGRICULTOR;60001988443.jpg
Vereador;43777;60001988447;FRANCISCO DE SOUSA VIDAL NETTO;VIDALZINHO;PV;NÃO ELEITO;MASCULINO;OUTROS;60001988447.jpg
