cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;13;60001982467;MARIA SILVANIA DE ANDRADE;SILVANIA;PT;NÃO ELEITO;FEMININO;VEREADOR;60001982467.jpg
Prefeito;40;60002005199;ANA KESIA DE ALCANTARA SOARES;KESIA;PSB;ELEITO;FEMININO;EMPRESÁRIO;60002005199.jpg
Vereador;13000;60002046565;GENIVAL PONCIANO DA SILVA;GENIVAL;PT;SUPLENTE;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60002046565.jpg
Vereador;13111;60002046570;ANTONIO NONATO SILVA;PROFESSOR NONATO;PT;ELEITO POR QP;MASCULINO;PROFESSOR DE ENSINO FUNDAMENTAL;60002046570.jpg
Vereador;13222;60002046569;PAULO GEANEO DE MOURA;GEAN;PT;ELEITO POR QP;MASCULINO;OUTROS;60002046569.jpg
Vereador;13333;60002046571;FRANCISCO CLAUDOVINO NOGUEIRA SOARES;DEZA SOARES;PT;ELEITO POR QP;MASCULINO;PROFESSOR DE ENSINO MÉDIO;60002046571.jpeg
Vereador;13369;60002046568;RAFAELA GONÇALVES RODRIGUES;DRA RAFAELA GONÇALVES;PT;NÃO ELEITO;FEMININO;ADVOGADO;60002046568.jpg
Vereador;13444;60002046573;ANA MARIA SILVA SOUZA;ANA MARIA;PT;ELEITO POR MÉDIA;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60002046573.jpg
Vereador;13456;60002046566;MARINALVA PEREIRA DA SILVA;NALVA DA SERRA;PT;SUPLENTE;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60002046566.jpg
Vereador;13555;60002046572;MARCIA MOURA EVANGELISTA;MARCIA MOURA;PT;NÃO ELEITO;FEMININO;OUTROS;60002046572.jpg
Vereador;13666;60002046567;JOAQUIM PAULINO DA SILVA JUNIOR;JÚNIOR DO POVO;PT;ELEITO POR QP;MASCULINO;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);60002046567.jpg
Vereador;40000;60002046897;PAULO ROBSON LEITE DE OLIVEIRA;PAULO ROBSON;PSB;ELEITO POR QP;MASCULINO;PROFESSOR DE ENSINO MÉDIO;60002046897.jpg
Vereador;40111;60002046901;LIDIANE FELIX HENRIQUE;PROFESSORA LIDIANE;PSB;SUPLENTE;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60002046901.jpg
Vereador;40123;60002046902;VALMIR DE SOUSA BRASIL;VALMIR BRASIL;PSB;ELEITO POR QP;MASCULINO;VEREADOR;60002046902.jpg
Vereador;40222;60002046899;JOSE NASCELIO VIEIRA;ZÉ DE ZUZA;PSB;ELEITO POR QP;MASCULINO;AGRICULTOR;60002046899.jpg
Vereador;40444;60002046896;JANNE MEIRE DUARTE SILVA;JANNE MEIRE;PSB;ELEITO POR QP;FEMININO;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);60002046896.jpg
Vereador;40555;60002046900;ANTONIA RODRIGUES DA SILVA;DEBORA ROQUE;PSB;SUPLENTE;FEMININO;AGRICULTOR;60002046900.jpg
Vereador;40789;60002046898;SERGIO MORATO DA SILVA;SERGIO MORATO;PSB;SUPLENTE;MASCULINO;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;60002046898.jpg
