cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;12;60002248635;FRANCISCO WELINGTON PATRÍCIO DE FIGUEIRÊDO;WELINGTON NOVA ONDA;PDT;NÃO ELEITO;MASCULINO;EMPRESÁRIO;60002248635.jpg
Prefeito;13;60002080978;JOÃO PAULO FURTADO;JOÃO PAULO;PT;ELEITO;MASCULINO;PREFEITO;60002080978.jpg
Vereador;12000;60002245124;SAMUEL SAMPAIO COELHO;SAMUEL COELHO;PDT;SUPLENTE;MASCULINO;OUTROS;60002245124.jpg
Vereador;12114;60002245123;FRANCISCO EVILAZIO JUCA TEXEIRA;EVILÁZIO TEIXEIRA;PDT;SUPLENTE;MASCULINO;AGRICULTOR;60002245123.jpg
Vereador;12123;60002245122;CICERO FAUSTINO PIMENTA;CICERO BRAZ;PDT;SUPLENTE;MASCULINO;VIGILANTE;60002245122.jpg
Vereador;12222;60002245120;FRANCISCO AISLAN DE CARVALHO GOMES;AISLAN CARVALHO;PDT;SUPLENTE;MASCULINO;OUTROS;60002245120.jpg
Vereador;12333;60002245121;ROSA PATRICIO ALEXANDRE MARINHO;ROSA PATRICIO;PDT;SUPLENTE;FEMININO;OUTROS;60002245121.jpg
Vereador;12345;60002245116;CÍCERO SANTANA DE ALMEIDA;CÍCERO CACAU;PDT;SUPLENTE;MASCULINO;AGRICULTOR;60002245116.jpg
Vereador;12444;60002245117;MIGUEL ALVES DOS SANTOS;MIGUEL PECONHEM;PDT;SUPLENTE;MASCULINO;AGRICULTOR;60002245117.jpg
Vereador;12555;60002245125;MARIA DAS GRAÇAS FURTADO;GRACINHA FURTADO;PDT;SUPLENTE;FEMININO;AGRICULTOR;60002245125.jpg
Vereador;12599;60002245127;IOLANDA DANTAS DE CARVALHO;IOLANDA CARVALHO;PDT;SUPLENTE;FEMININO;AGRICULTOR;60002245127.jpg
Vereador;12606;60002245126;JOSÉ LEOPOLDO LEITE JUNIOR;JÚNIOR LEOPOLDO;PDT;ELEITO POR QP;MASCULINO;AGRÔNOMO;60002245126.jpg
Vereador;12611;60002245119;JULIA RODRIGUES DOS SANTOS;JULIA RODRIGUES;PDT;SUPLENTE;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60002245119.jpg
Vereador;12777;60002245118;IATA ANDERSON GOMES OLIVEIRA MORAIS SAMPAIO;IATA DE GUERREIRO;PDT;ELEITO POR MÉDIA;MASCULINO;AGRICULTOR;60002245118.jpg
Vereador;13000;60002080959;MARIA JOCELMA SANTANA FURTADO;CELMINHA SANTANA;PT;SUPLENTE;FEMININO;VEREADOR;60002080959.jpg
Vereador;13013;60002080966;FRANCISCO PAULO GOMES CAVALCANTE;PAULO GOMES;PT;ELEITO POR QP;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60002080966.jpg
Vereador;13123;60002080962;JOSE DEUZIVAN DA SILVA;PROFESSOR DEUZIVAN;PT;ELEITO POR QP;MASCULINO;VEREADOR;60002080962.jpg
Vereador;13222;60002080958;ANA VIRGINIA RIBEIRO DE OLIVEIRA;VIRGINIA REIS;PT;ELEITO POR QP;FEMININO;VEREADOR;60002080958.jpg
Vereador;13333;60002080967;PALOMA MARTINS LUCIO;PALOMA MARTINS;PT;SUPLENTE;FEMININO;BIÓLOGO;60002080967.jpg
Vereador;13444;60002080964;TEOFILO JOAQUIM DO NASCIMENTO NETO;TEÓFILO NETO;PT;ELEITO POR QP;MASCULINO;AGRICULTOR;60002080964.jpg
Vereador;13456;60002080963;MARIA EVANIA SOUSA FURTADO;EVÂNIA FURTADO;PT;ELEITO POR QP;FEMININO;VEREADOR;60002080963.jpg
Vereador;13555;60002080957;ADRIANO ALVES BARBOSA;ADRIANO DO COITÉ;PT;SUPLENTE;MASCULINO;AGRICULTOR;60002080957.jpg
Vereador;13569;60002080961;FRANCISCO FERNANDES DOS SANTOS;CHICÃO FERNANDES;PT;ELEITO POR QP;MASCULINO;VEREADOR;60002080961.jpeg
Vereador;13654;60002080965;RANGEL CARTAXO DE MELO;RANGEL CARTAXO;PT;ELEITO POR MÉDIA;MASCULINO;OUTROS;60002080965.jpg
Vereador;13789;60002080956;ROBERTO SIMAO DA SILVA;ROBERTO SIMÃO;PT;ELEITO POR QP;MASCULINO;VEREADOR;60002080956.jpg
Vereador;13999;60002080960;MAURO SERGIO BORGES DO NASCIMENTO;MAURO BORGES;PT;SUPLENTE;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60002080960.jpg
Vereador;22000;60002300832;SARA LEITE DE OLIVEIRA;SARA BOLSONARO;PL;NÃO ELEITO;FEMININO;OUTROS;60002300832.jpg
Vereador;22222;60002300834;MATHEUS LIMA GONÇALVES;MATHEUS LIMA;PL;NÃO ELEITO;MASCULINO;ADVOGADO;60002300834.jpg
Vereador;22333;60002300836;ANTONIO PEREIRA DE LACERDA;ANTONIO NAPOLEAO;PL;NÃO ELEITO;MASCULINO;AGRICULTOR;60002300836.jpg
