cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;15;60001967108;FRANCISCO CLEMENTINO DE ALMEIDA;CHICO CLEMENTINO;MDB;ELEITO;MASCULINO;COMERCIANTE;60001967108.jpg
Prefeito;45;60002215932;LUIZ ALMIR SOARES;ALMIR SOARES;PSDB;NÃO ELEITO;MASCULINO;AGRICULTOR;60002215932.jpg
Vereador;10123;60002023251;VALDEMAR LUIZ DE AQUINO;VALDEMAR AQUINO;REPUBLICANOS;ELEITO POR MÉDIA;MASCULINO;VEREADOR;60002023251.jpeg
Vereador;10567;60002023250;TARCIANA CARDOSO DE SOUSA;TARCIANA MANAIA;REPUBLICANOS;SUPLENTE;FEMININO;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;60002023250.jpeg
Vereador;10789;60002023253;LEONARDO ALEXANDRE MARQUES DE FREITAS;LEONARDO DE DR GUDY;REPUBLICANOS;ELEITO POR QP;MASCULINO;PROFESSOR DE ENSINO FUNDAMENTAL;60002023253.jpeg
Vereador;15000;60001990759;LUIZ MARCIO PEREIRA;MACIM;MDB;ELEITO POR QP;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60001990759.jpg
Vereador;15111;60001990760;JOSÉ BARCELAR PEREIRA;NALDO BARCELAR;MDB;ELEITO POR QP;MASCULINO;AGRICULTOR;60001990760.jpg
Vereador;15155;60001990762;MARIA DA CONCEIÇÃO BARBOSA ALMEIDA;MARIA BARBOSA;MDB;SUPLENTE;FEMININO;DONA DE CASA;60001990762.jpg
Vereador;15222;60001990765;JOSE ERIVAL DA SILVA;ERIVALDO CASSIANO;MDB;ELEITO POR QP;MASCULINO;COMERCIANTE;60001990765.jpg
Vereador;15333;60001990763;SUZYENNE CALIXTO DE BRITO;SUZYENNE CALIXTO;MDB;ELEITO POR MÉDIA;FEMININO;FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL;60001990763.jpg
Vereador;15555;60001990758;CICERO FELIPE SUBRINHO;PROFESSOR CICERO FELIPE;MDB;ELEITO POR QP;MASCULINO;PROFESSOR DE ENSINO FUNDAMENTAL;60001990758.jpg
Vereador;15606;60001990761;THAYS BEZERRA FERNANDES;THAYS FERNANDES;MDB;SUPLENTE;FEMININO;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;60001990761.jpeg
Vereador;15608;60001990764;FRANCISCO CASSIANO DE SOUSA;TIQUINHO DE ENOCÃO;MDB;ELEITO POR QP;MASCULINO;COMERCIANTE;60001990764.jpg
Vereador;45000;60002229952;FRANCISCO DE ASSIS MARQUES;DIAR DE MARUJA;PSDB;SUPLENTE;MASCULINO;OUTROS;60002229952.jpg
Vereador;45321;60002229953;FRANCISCA DIAS DE OLIVEIRA;DILMA DIAS;PSDB;SUPLENTE;FEMININO;AGRICULTOR;60002229953.jpeg
Vereador;45333;60002229954;SEBASTIÃO TAVARES DE LUNA;SEBASTIÃO DE BICO DOCE;PSDB;SUPLENTE;MASCULINO;AGRICULTOR;60002229954.jpg
Vereador;45555;60002229956;TEREZA REJANE SOARES DIAS;REJANE SOARES;PSDB;ELEITO POR QP;FEMININO;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);60002229956.jpg
Vereador;45609;60002229955;IZAK ALVES DOS REIS;IZAK DOS REIS;PSDB;SUPLENTE;MASCULINO;AGRICULTOR;60002229955.jpg
