zona;secao;cod_local;local;endereco;bairro;cep;aptos;agregadas
61;1;1236;EEMTI JÁDER DE FIGUEIREDO CORREIA;RUA GOV VALDEMAR DE ALCANTARA - VILA SUCESSO;DISTRITO DE SUCESSO;63750000;242;
61;2;1236;EEMTI JÁDER DE FIGUEIREDO CORREIA;RUA GOV VALDEMAR DE ALCANTARA - VILA SUCESSO;DISTRITO DE SUCESSO;63750000;239;
61;3;1554;COLEGIO MUNICIPAL 4 DE OUTUBRO;RUA VICENTE ALVES DO VALE SN;CENTRO;63750000;241;
61;4;1210;ESCOLA MUNICIPAL FRANCISCO LUCIO;RUA FRANCISCO LUCIO - VILA OLIVEIRAS;DISTRITO DE OLIVEIRAS;63750000;254;47
61;5;1236;EEMTI JÁDER DE FIGUEIREDO CORREIA;RUA GOV VALDEMAR DE ALCANTARA - VILA SUCESSO;DISTRITO DE SUCESSO;63750000;243;
61;6;1252;ESCOLA MUNICIPAL GENERAL SAMPAIO;RUA FRANCISCO MARTINS DE HOLANDA, 75;CENTRO;63750000;200;
61;7;1082;ESCOLA DE ENSINO MÉDIO DONA LUIZA TIMBÓ;RUA FRANKLIN CAVALCANTE SN;BAIRRO MONTE CASTELO;63750000;254;
61;8;1082;ESCOLA DE ENSINO MÉDIO DONA LUIZA TIMBÓ;RUA FRANKLIN CAVALCANTE SN;BAIRRO MONTE CASTELO;63750000;250;
61;9;1520;ESCOLA MUNICIPAL SANTO ANTONIO;VILA AÇUDINHO;DISTRITO DE AÇUDINHO;63750000;312;73
61;10;1082;ESCOLA DE ENSINO MÉDIO DONA LUIZA TIMBÓ;RUA FRANKLIN CAVALCANTE SN;BAIRRO MONTE CASTELO;63750000;248;
61;11;1082;ESCOLA DE ENSINO MÉDIO DONA LUIZA TIMBÓ;RUA FRANKLIN CAVALCANTE SN;BAIRRO MONTE CASTELO;63750000;249;
61;12;1082;ESCOLA DE ENSINO MÉDIO DONA LUIZA TIMBÓ;RUA FRANKLIN CAVALCANTE SN;BAIRRO MONTE CASTELO;63750000;251;
61;13;1244;COLÉGIO MUNICIPAL EXPEDITO MENDES CHAVES;RUA JOÃO JOSÉ DE CASTRO S/N - CENTRO - VILA SUCESSO;DISTRITO DE SUCESSO;63750000;308;
61;14;1554;COLEGIO MUNICIPAL 4 DE OUTUBRO;RUA VICENTE ALVES DO VALE SN;CENTRO;63750000;241;
61;15;1554;COLEGIO MUNICIPAL 4 DE OUTUBRO;RUA VICENTE ALVES DO VALE SN;CENTRO;63750000;237;
61;16;1120;ESCOLA MUNICIPAL MARINA MAGALHÃES BRITO;POVOADO CACIMBAS;DISTRITO DE BOA ESPERANÇA;63750000;328;78
61;17;1520;ESCOLA MUNICIPAL SANTO ANTONIO;VILA AÇUDINHO;DISTRITO DE AÇUDINHO;63750000;157;
61;18;1147;ESCOLA MUNICIPAL FRANCISCO VIANA FILHO;RUA GONÇALO CARLOS FARIAS, S/N - VILA BOA ESPERANÇA;DISTRITO DE BOA ESPERANÇA;63750000;240;
61;19;1147;ESCOLA MUNICIPAL FRANCISCO VIANA FILHO;RUA GONÇALO CARLOS FARIAS, S/N - VILA BOA ESPERANÇA;DISTRITO DE BOA ESPERANÇA;63750000;239;
61;20;1155;ESCOLA MUNICIPAL OSSEAN ARARIPE;VILA CARVALHO;DISTRITO DE CARVALHO;63750000;281;
