zona;secao;cargo;numero;nome;votos;partido;coligacao
109;157;Deputado Estadual;12;LEGENDA PDT;1;PDT;PDT
109;157;Deputado Estadual;13;LEGENDA PT;6;PT;PT
109;157;Deputado Estadual;22;LEGENDA PL;1;PL;PL
109;157;Deputado Estadual;44;LEGENDA UNIÃO;3;UNIÃO;UNIÃO
109;157;Deputado Estadual;55;LEGENDA PSD;5;PSD;PSD
109;157;Deputado Estadual;70;LEGENDA AVANTE;1;AVANTE;AVANTE
109;157;Deputado Estadual;95;BRANCOS;11;;
109;157;Deputado Estadual;96;NULOS;6;;
109;158;Presidente;12;CIRO GOMES;14;PDT;PDT
109;158;Presidente;13;LULA;68;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
109;158;Presidente;22;JAIR BOLSONARO;26;PL;PP, REPUBLICANOS, PL
109;158;Presidente;27;CONSTITUINTE EYMAEL;1;DC;DC
109;158;Presidente;30;FELIPE D'AVILA;1;NOVO;NOVO
109;158;Presidente;44;SORAYA THRONICKE;1;UNIÃO;UNIÃO
109;158;Presidente;95;BRANCOS;2;;
109;158;Presidente;96;NULOS;1;;
109;158;Governador;12;ROBERTO CLÁUDIO;11;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
109;158;Governador;13;ELMANO DE FREITAS;49;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
109;158;Governador;44;CAPITÃO WAGNER;45;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
109;158;Governador;95;BRANCOS;7;;
109;158;Governador;96;NULOS;2;;
109;158;Senador;131;CAMILO;61;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
109;158;Senador;555;ERIKA AMORIM;7;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
109;158;Senador;700;KAMILA CARDOSO;35;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
109;158;Senador;95;BRANCOS;7;;
109;158;Senador;96;NULOS;4;;
109;158;Deputado Federal;1111;AJ ALBUQUERQUE;1;PP;PP
109;158;Deputado Federal;1213;IDILVAN;13;PDT;PDT
109;158;Deputado Federal;1214;EDUARDO BISMARCK;3;PDT;PDT
109;158;Deputado Federal;1277;ADAIL JR;1;PDT;PDT
109;158;Deputado Federal;1313;LUIZIANNE LINS;5;PT;(PT/PC do B/PV)
109;158;Deputado Federal;1533;EUNÍCIO;2;MDB;MDB
109;158;Deputado Federal;2244;TADEU OLIVEIRA;1;PL;PL
109;158;Deputado Federal;2277;DR JAZIEL;6;PL;PL
109;158;Deputado Federal;2299;MATHEUS NORONHA;1;PL;PL
109;158;Deputado Federal;2323;MORONI;1;CIDADANIA;(PSDB/CIDADANIA)
109;158;Deputado Federal;4410;CARLOS MATOS;3;UNIÃO;UNIÃO
109;158;Deputado Federal;4422;JULIERME SENA;1;UNIÃO;UNIÃO
109;158;Deputado Federal;4433;DR. AGRIPINO MAGALHÃES;1;UNIÃO;UNIÃO
109;158;Deputado Federal;4444;HEITOR FREIRE;1;UNIÃO;UNIÃO
109;158;Deputado Federal;4447;DANILO FORTE;2;UNIÃO;UNIÃO
109;158;Deputado Federal;4477;FERNANDA PESSOA;1;UNIÃO;UNIÃO
109;158;Deputado Federal;4488;MOSES RODRIGUES;16;UNIÃO;UNIÃO
109;158;Deputado Federal;5533;LUIZ GASTÃO;1;PSD;PSD
109;158;Deputado Federal;5555;DOMINGOS NETO;47;PSD;PSD
109;158;Deputado Federal;5588;ELIANE BRAZ;1;PSD;PSD
109;158;Deputado Federal;6565;INÁCIO ARRUDA;1;PC do B;(PT/PC do B/PV)
109;158;Deputado Federal;22;LEGENDA PL;1;PL;PL
109;158;Deputado Federal;95;BRANCOS;1;;
109;158;Deputado Federal;96;NULOS;3;;
109;158;Deputado Estadual;10124;DUQUINHA;1;REPUBLICANOS;REPUBLICANOS
109;158;Deputado Estadual;11113;ALMIR BIÉ;1;PP;PP
109;158;Deputado Estadual;11444;LEONARDO PINHEIRO;4;PP;PP
109;158;Deputado Estadual;11999;MOÉSIO LOIOLA;1;PP;PP
109;158;Deputado Estadual;12123;CLÁUDIO PINHO;2;PDT;PDT
109;158;Deputado Estadual;12127;HELAINE COELHO;7;PDT;PDT
109;158;Deputado Estadual;13123;MISSIAS DO MST;1;PT;(PT/PC do B/PV)
109;158;Deputado Estadual;13132;ACRISIO SENA;1;PT;(PT/PC do B/PV)
109;158;Deputado Estadual;13777;NIZO;1;PT;(PT/PC do B/PV)
109;158;Deputado Estadual;15123;AUDIC MOTA;1;MDB;MDB
109;158;Deputado Estadual;22555;MARTA GONÇALVES;29;PL;PL
109;158;Deputado Estadual;22777;DRA SILVANA;4;PL;PL
109;158;Deputado Estadual;44020;IVA SOARES;1;UNIÃO;UNIÃO
109;158;Deputado Estadual;44123;TONY BRITO;1;UNIÃO;UNIÃO
109;158;Deputado Estadual;44567;MAGNOLIA ROCHA;1;UNIÃO;UNIÃO
109;158;Deputado Estadual;44888;DR. OSCAR RODRIGUES;19;UNIÃO;UNIÃO
109;158;Deputado Estadual;45000;JORGE PINHEIRO;2;PSDB;(PSDB/CIDADANIA)
109;158;Deputado Estadual;50500;RENATO ROSENO;1;PSOL;(PSOL/REDE)
109;158;Deputado Estadual;65013;PROFESSOR ANÍZIO;1;PC do B;(PT/PC do B/PV)
109;158;Deputado Estadual;65234;CACIKA IRÊ;1;PC do B;(PT/PC do B/PV)
109;158;Deputado Estadual;70000;TAM DE OLIVEIRA;1;AVANTE;AVANTE
109;158;Deputado Estadual;70123;TOMAZ HOLANDA;24;AVANTE;AVANTE
109;158;Deputado Estadual;13;LEGENDA PT;3;PT;PT
109;158;Deputado Estadual;22;LEGENDA PL;1;PL;PL
109;158;Deputado Estadual;55;LEGENDA PSD;1;PSD;PSD
109;158;Deputado Estadual;95;BRANCOS;1;;
109;158;Deputado Estadual;96;NULOS;3;;
109;159;Presidente;12;CIRO GOMES;7;PDT;PDT
109;159;Presidente;13;LULA;139;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
109;159;Presidente;14;PADRE KELMON;1;PTB;PTB
109;159;Presidente;22;JAIR BOLSONARO;127;PL;PP, REPUBLICANOS, PL
109;159;Presidente;44;SORAYA THRONICKE;1;UNIÃO;UNIÃO
109;159;Presidente;95;BRANCOS;3;;
109;159;Presidente;96;NULOS;2;;
109;159;Governador;12;ROBERTO CLÁUDIO;8;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
109;159;Governador;13;ELMANO DE FREITAS;107;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
109;159;Governador;44;CAPITÃO WAGNER;149;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
109;159;Governador;95;BRANCOS;6;;
109;159;Governador;96;NULOS;10;;
109;159;Senador;131;CAMILO;124;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
109;159;Senador;555;ERIKA AMORIM;10;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
109;159;Senador;700;KAMILA CARDOSO;122;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
109;159;Senador;95;BRANCOS;7;;
109;159;Senador;96;NULOS;17;;
109;159;Deputado Federal;1000;BISPA VANESSA LIMA;4;REPUBLICANOS;REPUBLICANOS
109;159;Deputado Federal;1010;RONALDO MARTINS;3;REPUBLICANOS;REPUBLICANOS
109;159;Deputado Federal;1111;AJ ALBUQUERQUE;3;PP;PP
109;159;Deputado Federal;1212;LEÔNIDAS CRISTINO;4;PDT;PDT
109;159;Deputado Federal;1213;IDILVAN;10;PDT;PDT
109;159;Deputado Federal;1214;EDUARDO BISMARCK;16;PDT;PDT
109;159;Deputado Federal;1277;ADAIL JR;1;PDT;PDT
109;159;Deputado Federal;1313;LUIZIANNE LINS;11;PT;(PT/PC do B/PV)
109;159;Deputado Federal;1322;GUIMARÃES DO PT;6;PT;(PT/PC do B/PV)
109;159;Deputado Federal;1323;KIM LOPES;1;PT;(PT/PC do B/PV)
109;159;Deputado Federal;1333;JOSE AIRTON;1;PT;(PT/PC do B/PV)
109;159;Deputado Federal;1512;NEUSA DO FREI DAMIÃO;1;MDB;MDB
109;159;Deputado Federal;1533;EUNÍCIO;3;MDB;MDB
109;159;Deputado Federal;2200;DRA. MAYRA PINHEIRO;1;PL;PL
109;159;Deputado Federal;2210;CORONEL AGINALDO;2;PL;PL
109;159;Deputado Federal;2211;YURY DO PAREDÃO;4;PL;PL
109;159;Deputado Federal;2222;ANDRÉ FERNANDES;18;PL;PL
109;159;Deputado Federal;2233;GORETE PEREIRA;1;PL;PL
109;159;Deputado Federal;2255;JÚNIOR MANO;1;PL;PL
109;159;Deputado Federal;2277;DR JAZIEL;6;PL;PL
109;159;Deputado Federal;2288;PRISCILA COSTA;1;PL;PL
109;159;Deputado Federal;2299;MATHEUS NORONHA;20;PL;PL
109;159;Deputado Federal;4422;JULIERME SENA;1;UNIÃO;UNIÃO
109;159;Deputado Federal;4433;DR. AGRIPINO MAGALHÃES;3;UNIÃO;UNIÃO
109;159;Deputado Federal;4445;DAMIÃO TENORIO;2;UNIÃO;UNIÃO
109;159;Deputado Federal;4447;DANILO FORTE;2;UNIÃO;UNIÃO
109;159;Deputado Federal;4477;FERNANDA PESSOA;4;UNIÃO;UNIÃO
109;159;Deputado Federal;4488;MOSES RODRIGUES;1;UNIÃO;UNIÃO
109;159;Deputado Federal;4490;SOLDADO NOELIO;1;UNIÃO;UNIÃO
109;159;Deputado Federal;5500;NAUMI AMORIM;1;PSD;PSD
109;159;Deputado Federal;5511;CÉLIO STUDART;1;PSD;PSD
109;159;Deputado Federal;5533;LUIZ GASTÃO;5;PSD;PSD
109;159;Deputado Federal;5555;DOMINGOS NETO;120;PSD;PSD
109;159;Deputado Federal;5588;ELIANE BRAZ;2;PSD;PSD
109;159;Deputado Federal;12;LEGENDA PDT;1;PDT;PDT
109;159;Deputado Federal;13;LEGENDA PT;1;PT;PT
109;159;Deputado Federal;95;BRANCOS;9;;
109;159;Deputado Federal;96;NULOS;8;;
109;159;Deputado Estadual;11111;ZEZINHO ALBUQUERQUE;6;PP;PP
109;159;Deputado Estadual;11113;ALMIR BIÉ;16;PP;PP
109;159;Deputado Estadual;11444;LEONARDO PINHEIRO;2;PP;PP
109;159;Deputado Estadual;12123;CLÁUDIO PINHO;4;PDT;PDT
109;159;Deputado Estadual;12127;HELAINE COELHO;37;PDT;PDT
109;159;Deputado Estadual;13132;ACRISIO SENA;6;PT;(PT/PC do B/PV)
109;159;Deputado Estadual;13133;LARISSA GASPAR;1;PT;(PT/PC do B/PV)
109;159;Deputado Estadual;13333;MOISES BRAZ;6;PT;(PT/PC do B/PV)
109;159;Deputado Estadual;13777;NIZO;2;PT;(PT/PC do B/PV)
109;159;Deputado Estadual;13789;JULINHO;7;PT;(PT/PC do B/PV)
109;159;Deputado Estadual;15115;CARLOS BANDEIRA;2;MDB;MDB
109;159;Deputado Estadual;22222;PR.ALCIDES FERNANDES;1;PL;PL
109;159;Deputado Estadual;22333;DR THIAGO SALES;1;PL;PL
109;159;Deputado Estadual;22380;DUDU DIÓGENES;1;PL;PL
109;159;Deputado Estadual;22555;MARTA GONÇALVES;140;PL;PL
109;159;Deputado Estadual;22722;PAULO BATTISTI;1;PL;PL
109;159;Deputado Estadual;22777;DRA SILVANA;8;PL;PL
109;159;Deputado Estadual;44111;FELIPE MOTA;1;UNIÃO;UNIÃO
109;159;Deputado Estadual;44123;TONY BRITO;1;UNIÃO;UNIÃO
109;159;Deputado Estadual;44190;SARGENTO REGINAURO;1;UNIÃO;UNIÃO
109;159;Deputado Estadual;44777;FIRMO CAMURÇA;2;UNIÃO;UNIÃO
109;159;Deputado Estadual;44888;DR. OSCAR RODRIGUES;1;UNIÃO;UNIÃO
109;159;Deputado Estadual;50200;JHONNY;1;PSOL;(PSOL/REDE)
109;159;Deputado Estadual;55333;SIMÃO PEDRO;1;PSD;PSD
109;159;Deputado Estadual;55555;GABRIELLA AGUIAR;1;PSD;PSD
109;159;Deputado Estadual;70000;TAM DE OLIVEIRA;2;AVANTE;AVANTE
109;159;Deputado Estadual;70123;TOMAZ HOLANDA;6;AVANTE;AVANTE
109;159;Deputado Estadual;12;LEGENDA PDT;2;PDT;PDT
109;159;Deputado Estadual;13;LEGENDA PT;3;PT;PT
109;159;Deputado Estadual;95;BRANCOS;10;;
109;159;Deputado Estadual;96;NULOS;7;;
109;160;Presidente;12;CIRO GOMES;9;PDT;PDT
109;160;Presidente;13;LULA;199;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
109;160;Presidente;14;PADRE KELMON;1;PTB;PTB
109;160;Presidente;15;SIMONE TEBET;3;MDB;MDB, (PSDB/CIDADANIA), PODE
109;160;Presidente;22;JAIR BOLSONARO;58;PL;PP, REPUBLICANOS, PL
109;160;Presidente;95;BRANCOS;6;;
109;160;Presidente;96;NULOS;7;;
109;160;Governador;12;ROBERTO CLÁUDIO;31;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
109;160;Governador;13;ELMANO DE FREITAS;159;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
109;160;Governador;44;CAPITÃO WAGNER;69;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
109;160;Governador;95;BRANCOS;9;;
109;160;Governador;96;NULOS;15;;
109;160;Senador;131;CAMILO;172;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
109;160;Senador;555;ERIKA AMORIM;27;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
109;160;Senador;700;KAMILA CARDOSO;49;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
109;160;Senador;95;BRANCOS;13;;
109;160;Senador;96;NULOS;22;;
109;160;Deputado Federal;1000;BISPA VANESSA LIMA;2;REPUBLICANOS;REPUBLICANOS
109;160;Deputado Federal;1016;PR RODRIGO MATOS;1;REPUBLICANOS;REPUBLICANOS
109;160;Deputado Federal;1111;AJ ALBUQUERQUE;2;PP;PP
109;160;Deputado Federal;1212;LEÔNIDAS CRISTINO;1;PDT;PDT
109;160;Deputado Federal;1213;IDILVAN;2;PDT;PDT
109;160;Deputado Federal;1214;EDUARDO BISMARCK;20;PDT;PDT
109;160;Deputado Federal;1221;MAURO FILHO;1;PDT;PDT
109;160;Deputado Federal;1233;ROBÉRIO MONTEIRO;3;PDT;PDT
109;160;Deputado Federal;1292;ENFERMEIRA ANA PAULA;1;PDT;PDT
109;160;Deputado Federal;1311;LOURDINHA FELIX;1;PT;(PT/PC do B/PV)
109;160;Deputado Federal;1313;LUIZIANNE LINS;16;PT;(PT/PC do B/PV)
109;160;Deputado Federal;1331;LEDA VASCONCELOS;1;PT;(PT/PC do B/PV)
109;160;Deputado Federal;1512;NEUSA DO FREI DAMIÃO;1;MDB;MDB
109;160;Deputado Federal;1522;NELINHO;1;MDB;MDB
109;160;Deputado Federal;1533;EUNÍCIO;47;MDB;MDB
109;160;Deputado Federal;2200;DRA. MAYRA PINHEIRO;2;PL;PL
109;160;Deputado Federal;2210;CORONEL AGINALDO;1;PL;PL
109;160;Deputado Federal;2222;ANDRÉ FERNANDES;2;PL;PL
109;160;Deputado Federal;2233;GORETE PEREIRA;3;PL;PL
109;160;Deputado Federal;2277;DR JAZIEL;9;PL;PL
109;160;Deputado Federal;2288;PRISCILA COSTA;1;PL;PL
109;160;Deputado Federal;2299;MATHEUS NORONHA;8;PL;PL
109;160;Deputado Federal;4000;DENIS BEZERRA;2;PSB;PSB
109;160;Deputado Federal;4410;CARLOS MATOS;1;UNIÃO;UNIÃO
109;160;Deputado Federal;4411;VANDERLAN ALVES;6;UNIÃO;UNIÃO
109;160;Deputado Federal;4444;HEITOR FREIRE;3;UNIÃO;UNIÃO
109;160;Deputado Federal;4445;DAMIÃO TENORIO;4;UNIÃO;UNIÃO
109;160;Deputado Federal;4447;DANILO FORTE;4;UNIÃO;UNIÃO
109;160;Deputado Federal;4456;DAYANY DO CAPITÃO;4;UNIÃO;UNIÃO
109;160;Deputado Federal;4477;FERNANDA PESSOA;3;UNIÃO;UNIÃO
109;160;Deputado Federal;5511;CÉLIO STUDART;1;PSD;PSD
109;160;Deputado Federal;5533;LUIZ GASTÃO;4;PSD;PSD
109;160;Deputado Federal;5555;DOMINGOS NETO;108;PSD;PSD
109;160;Deputado Federal;6565;INÁCIO ARRUDA;4;PC do B;(PT/PC do B/PV)
109;160;Deputado Federal;12;LEGENDA PDT;1;PDT;PDT
109;160;Deputado Federal;13;LEGENDA PT;3;PT;PT
109;160;Deputado Federal;55;LEGENDA PSD;2;PSD;PSD
109;160;Deputado Federal;65;LEGENDA PC do B;1;PC do B;PC do B
109;160;Deputado Federal;95;BRANCOS;4;;
109;160;Deputado Federal;96;NULOS;2;;
109;160;Deputado Estadual;10000;APÓSTOLO LUIZ HENRIQUE;2;REPUBLICANOS;REPUBLICANOS
109;160;Deputado Estadual;10122;APÓSTOLO CARLOS BRUNILDO;1;REPUBLICANOS;REPUBLICANOS
109;160;Deputado Estadual;11111;ZEZINHO ALBUQUERQUE;8;PP;PP
109;160;Deputado Estadual;11113;ALMIR BIÉ;5;PP;PP
109;160;Deputado Estadual;11444;LEONARDO PINHEIRO;4;PP;PP
109;160;Deputado Estadual;12123;CLÁUDIO PINHO;71;PDT;PDT
109;160;Deputado Estadual;12127;HELAINE COELHO;26;PDT;PDT
109;160;Deputado Estadual;12456;ROMEU ALDIGUERI;1;PDT;PDT
109;160;Deputado Estadual;13123;MISSIAS DO MST;1;PT;(PT/PC do B/PV)
109;160;Deputado Estadual;13132;ACRISIO SENA;8;PT;(PT/PC do B/PV)
109;160;Deputado Estadual;13133;LARISSA GASPAR;1;PT;(PT/PC do B/PV)
109;160;Deputado Estadual;13258;JÔ FARIAS;1;PT;(PT/PC do B/PV)
109;160;Deputado Estadual;13777;NIZO;1;PT;(PT/PC do B/PV)
109;160;Deputado Estadual;13789;JULINHO;5;PT;(PT/PC do B/PV)
109;160;Deputado Estadual;14190;WESCLEY OLIVEIRA;1;PTB;PTB
109;160;Deputado Estadual;15331;CLAUDIA HELENA;1;MDB;MDB
109;160;Deputado Estadual;15888;AGENOR NETO;1;MDB;MDB
109;160;Deputado Estadual;22222;PR.ALCIDES FERNANDES;1;PL;PL
109;160;Deputado Estadual;22555;MARTA GONÇALVES;75;PL;PL
109;160;Deputado Estadual;22777;DRA SILVANA;11;PL;PL
109;160;Deputado Estadual;44111;FELIPE MOTA;3;UNIÃO;UNIÃO
109;160;Deputado Estadual;44447;ISABELLE MUNGUBA;1;UNIÃO;UNIÃO
109;160;Deputado Estadual;44567;MAGNOLIA ROCHA;4;UNIÃO;UNIÃO
109;160;Deputado Estadual;45000;JORGE PINHEIRO;1;PSDB;(PSDB/CIDADANIA)
109;160;Deputado Estadual;45333;DIEGO BARRETO;1;PSDB;(PSDB/CIDADANIA)
109;160;Deputado Estadual;45555;VIANEY DO VALE;1;PSDB;(PSDB/CIDADANIA)
109;160;Deputado Estadual;55234;DR. LUCÍLVIO GIRÃO;1;PSD;PSD
109;160;Deputado Estadual;55555;GABRIELLA AGUIAR;1;PSD;PSD
109;160;Deputado Estadual;65000;DRA TAÍS MATOS;1;PC do B;(PT/PC do B/PV)
109;160;Deputado Estadual;70222;STUART CASTRO;1;AVANTE;AVANTE
109;160;Deputado Estadual;12;LEGENDA PDT;4;PDT;PDT
109;160;Deputado Estadual;13;LEGENDA PT;16;PT;PT
109;160;Deputado Estadual;15;LEGENDA MDB;2;MDB;MDB
109;160;Deputado Estadual;22;LEGENDA PL;5;PL;PL
109;160;Deputado Estadual;44;LEGENDA UNIÃO;2;UNIÃO;UNIÃO
109;160;Deputado Estadual;55;LEGENDA PSD;3;PSD;PSD
109;160;Deputado Estadual;70;LEGENDA AVANTE;1;AVANTE;AVANTE
109;160;Deputado Estadual;95;BRANCOS;5;;
109;160;Deputado Estadual;96;NULOS;5;;
109;161;Presidente;12;CIRO GOMES;3;PDT;PDT
109;161;Presidente;13;LULA;207;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
109;161;Presidente;15;SIMONE TEBET;4;MDB;MDB, (PSDB/CIDADANIA), PODE
109;161;Presidente;22;JAIR BOLSONARO;75;PL;PP, REPUBLICANOS, PL
109;161;Presidente;44;SORAYA THRONICKE;1;UNIÃO;UNIÃO
109;161;Presidente;95;BRANCOS;2;;
109;161;Presidente;96;NULOS;5;;
109;161;Governador;12;ROBERTO CLÁUDIO;21;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
109;161;Governador;13;ELMANO DE FREITAS;170;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
109;161;Governador;21;CHICO MALTA;1;PCB;PCB
109;161;Governador;44;CAPITÃO WAGNER;85;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
109;161;Governador;95;BRANCOS;5;;
109;161;Governador;96;NULOS;15;;
109;161;Senador;131;CAMILO;189;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
109;161;Senador;555;ERIKA AMORIM;22;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
109;161;Senador;700;KAMILA CARDOSO;55;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
109;161;Senador;95;BRANCOS;7;;
109;161;Senador;96;NULOS;24;;
109;161;Deputado Federal;1000;BISPA VANESSA LIMA;5;REPUBLICANOS;REPUBLICANOS
109;161;Deputado Federal;1010;RONALDO MARTINS;1;REPUBLICANOS;REPUBLICANOS
109;161;Deputado Federal;1016;PR RODRIGO MATOS;3;REPUBLICANOS;REPUBLICANOS
109;161;Deputado Federal;1020;ERLAN BASTOS;2;REPUBLICANOS;REPUBLICANOS
109;161;Deputado Federal;1111;AJ ALBUQUERQUE;8;PP;PP
109;161;Deputado Federal;1112;GOMES FARIAS;1;PP;PP
109;161;Deputado Federal;1212;LEÔNIDAS CRISTINO;3;PDT;PDT
109;161;Deputado Federal;1213;IDILVAN;4;PDT;PDT
109;161;Deputado Federal;1214;EDUARDO BISMARCK;17;PDT;PDT
109;161;Deputado Federal;1300;HILTINHO DO CASE;1;PT;(PT/PC do B/PV)
109;161;Deputado Federal;1313;LUIZIANNE LINS;12;PT;(PT/PC do B/PV)
109;161;Deputado Federal;1323;KIM LOPES;1;PT;(PT/PC do B/PV)
109;161;Deputado Federal;1414;BRUNO HOLANDA;1;PTB;PTB
109;161;Deputado Federal;1533;EUNÍCIO;43;MDB;MDB
109;161;Deputado Federal;2200;DRA. MAYRA PINHEIRO;1;PL;PL
109;161;Deputado Federal;2222;ANDRÉ FERNANDES;2;PL;PL
109;161;Deputado Federal;2255;JÚNIOR MANO;2;PL;PL
109;161;Deputado Federal;2277;DR JAZIEL;15;PL;PL
109;161;Deputado Federal;2288;PRISCILA COSTA;2;PL;PL
109;161;Deputado Federal;2299;MATHEUS NORONHA;4;PL;PL
109;161;Deputado Federal;3555;CARLINHOS DO HOSPITAL;1;PMB;PMB
109;161;Deputado Federal;4000;DENIS BEZERRA;4;PSB;PSB
109;161;Deputado Federal;4411;VANDERLAN ALVES;3;UNIÃO;UNIÃO
109;161;Deputado Federal;4422;JULIERME SENA;1;UNIÃO;UNIÃO
109;161;Deputado Federal;4433;DR. AGRIPINO MAGALHÃES;1;UNIÃO;UNIÃO
109;161;Deputado Federal;4444;HEITOR FREIRE;1;UNIÃO;UNIÃO
109;161;Deputado Federal;4445;DAMIÃO TENORIO;2;UNIÃO;UNIÃO
109;161;Deputado Federal;4447;DANILO FORTE;7;UNIÃO;UNIÃO
109;161;Deputado Federal;4456;DAYANY DO CAPITÃO;1;UNIÃO;UNIÃO
109;161;Deputado Federal;4477;FERNANDA PESSOA;5;UNIÃO;UNIÃO
109;161;Deputado Federal;5533;LUIZ GASTÃO;1;PSD;PSD
109;161;Deputado Federal;5555;DOMINGOS NETO;112;PSD;PSD
109;161;Deputado Federal;5588;ELIANE BRAZ;2;PSD;PSD
109;161;Deputado Federal;6565;INÁCIO ARRUDA;1;PC do B;(PT/PC do B/PV)
109;161;Deputado Federal;11;LEGENDA PP;1;PP;PP
109;161;Deputado Federal;12;LEGENDA PDT;1;PDT;PDT
109;161;Deputado Federal;13;LEGENDA PT;4;PT;PT
109;161;Deputado Federal;15;LEGENDA MDB;1;MDB;MDB
109;161;Deputado Federal;22;LEGENDA PL;1;PL;PL
109;161;Deputado Federal;55;LEGENDA PSD;1;PSD;PSD
109;161;Deputado Federal;95;BRANCOS;9;;
109;161;Deputado Federal;96;NULOS;9;;
109;161;Deputado Estadual;10000;APÓSTOLO LUIZ HENRIQUE;4;REPUBLICANOS;REPUBLICANOS
109;161;Deputado Estadual;10001;JUAN BRILHANTE;1;REPUBLICANOS;REPUBLICANOS
109;161;Deputado Estadual;10123;DAVID DURAND;1;REPUBLICANOS;REPUBLICANOS
109;161;Deputado Estadual;11111;ZEZINHO ALBUQUERQUE;4;PP;PP
109;161;Deputado Estadual;11113;ALMIR BIÉ;3;PP;PP
109;161;Deputado Estadual;11444;LEONARDO PINHEIRO;3;PP;PP
109;161;Deputado Estadual;12111;ANTONIO HENRIQUE;1;PDT;PDT
109;161;Deputado Estadual;12112;VANESSA VENÂNCIO;1;PDT;PDT
109;161;Deputado Estadual;12123;CLÁUDIO PINHO;63;PDT;PDT
109;161;Deputado Estadual;12127;HELAINE COELHO;21;PDT;PDT
109;161;Deputado Estadual;12600;TIN GOMES;1;PDT;PDT
109;161;Deputado Estadual;13132;ACRISIO SENA;13;PT;(PT/PC do B/PV)
109;161;Deputado Estadual;13333;MOISES BRAZ;1;PT;(PT/PC do B/PV)
109;161;Deputado Estadual;13777;NIZO;2;PT;(PT/PC do B/PV)
109;161;Deputado Estadual;15115;CARLOS BANDEIRA;1;MDB;MDB
109;161;Deputado Estadual;15123;AUDIC MOTA;1;MDB;MDB
109;161;Deputado Estadual;22222;PR.ALCIDES FERNANDES;2;PL;PL
109;161;Deputado Estadual;22555;MARTA GONÇALVES;88;PL;PL
109;161;Deputado Estadual;22777;DRA SILVANA;15;PL;PL
109;161;Deputado Estadual;33777;PASTOR FLÁVIO SANTOS;1;PMN;PMN
109;161;Deputado Estadual;44111;FELIPE MOTA;2;UNIÃO;UNIÃO
109;161;Deputado Estadual;44447;ISABELLE MUNGUBA;3;UNIÃO;UNIÃO
109;161;Deputado Estadual;44567;MAGNOLIA ROCHA;8;UNIÃO;UNIÃO
109;161;Deputado Estadual;44777;FIRMO CAMURÇA;4;UNIÃO;UNIÃO
109;161;Deputado Estadual;45123;EMILIA PESSOA;2;PSDB;(PSDB/CIDADANIA)
109;161;Deputado Estadual;45333;DIEGO BARRETO;1;PSDB;(PSDB/CIDADANIA)
109;161;Deputado Estadual;45777;MARIA DO POVO;1;PSDB;(PSDB/CIDADANIA)
109;161;Deputado Estadual;55555;GABRIELLA AGUIAR;1;PSD;PSD
109;161;Deputado Estadual;70000;TAM DE OLIVEIRA;1;AVANTE;AVANTE
