cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;11;60001939061;THIAGO NOGUEIRA PINHEIRO;THIAGO NOGUEIRA;PP;NÃO ELEITO;MASCULINO;EMPRESÁRIO;60001939061.jpg
Prefeito;55;60001904878;JOSE WEBSTON NOGUEIRA PINHEIRO;WEBSTON PINHEIRO;PSD;ELEITO;MASCULINO;ENGENHEIRO;60001904878.jpg
Vereador;11000;60001939140;ANTONIA AURICELIA PINHEIRO SILVA;AURICELIA PINHEIRO;PP;SUPLENTE;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60001939140.jpg
Vereador;11111;60001939139;RAIMUNDA LAURISVANIA MOREIRA AZEVEDO;LAURA MOREIRA;PP;SUPLENTE;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60001939139.jpg
Vereador;11123;60001939141;JOSÉ ROSINEUDO DE LIMA;ROSINEUDO  LIMA;PP;SUPLENTE;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60001939141.jpg
Vereador;11222;60001939145;NIKAELLY PINHEIRO;NIKAELLY PINHEIRO;PP;ELEITO POR QP;FEMININO;COMERCIÁRIO;60001939145.jpg
Vereador;11233;60001939143;FRANCISCO OLIVALDO LOPES;OLIVALDO LOPES;PP;SUPLENTE;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60001939143.jpeg
Vereador;11333;60001939144;JOSE GLAUBER COELHO;ZE GLAUBER;PP;SUPLENTE;MASCULINO;AGRICULTOR;60001939144.jpg
Vereador;11444;60001939147;SHELTON TEIXEIRA BENEVIDES;SHELTON BENEVIDES;PP;ELEITO POR QP;MASCULINO;EMPRESÁRIO;60001939147.jpg
Vereador;11640;60001939146;MANOEL TOMAZ NETO BEZERRA;TOMAZ NETO;PP;ELEITO POR QP;MASCULINO;VEREADOR;60001939146.jpeg
Vereador;11999;60001939142;FRANCISCO FENELON CAVALCANTE PINHEIRO NETO;FENELON NETO;PP;ELEITO POR MÉDIA;MASCULINO;EMPRESÁRIO;60001939142.jpg
Vereador;13000;60002010939;UHELDER MOREIRA;UHELDER MOREIRA;PT;SUPLENTE;MASCULINO;AGRICULTOR;60002010939.jpg
Vereador;13111;60002010944;FRANCISCO DIVANILSON BEZERRA SILVA;DIVANILSON BEZERRA;PT;ELEITO POR QP;MASCULINO;AGRICULTOR;60002010944.jpg
Vereador;13222;60002010945;JOÃO HUMBERTO DE LIMA;HUMBERTO;PT;SUPLENTE;MASCULINO;AGRICULTOR;60002010945.jpg
Vereador;13333;60002010940;MARIA AUDERIANA DE ARAUJO;AUDERIANA ARAUJO;PT;SUPLENTE;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60002010940.jpg
Vereador;13444;60002010943;KATIA MARIA DA SILVA;KATIA SILVA;PT;SUPLENTE;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60002010943.jpg
Vereador;13611;60002010942;MANOEL EUDASIO DUTRA CAMPOS;EUDASIO ELETRICISTA;PT;SUPLENTE;MASCULINO;ELETRICISTA E ASSEMELHADOS;60002010942.jpg
Vereador;13666;60002010946;LEONARDO PINHEIRO;LÉO DE VALRINETE;PT;SUPLENTE;MASCULINO;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;60002010946.jpg
Vereador;13777;60002010941;DAMIANA DA SILVA LIMA;DAMIANA SILVA;PT;SUPLENTE;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60002010941.jpg
Vereador;22123;60002108247;ANTONIA ELIONEIDA DA SILVA;NENEIDE SILVA;PL;NÃO ELEITO;FEMININO;OUTROS;60002108247.jpeg
Vereador;22222;60002108246;ANTONIO FAGNER DE LIMA NOGUEIRA;FAGNER NOGUEIRA;PL;NÃO ELEITO;MASCULINO;AGENTE DE SAÚDE E SANITARISTA;60002108246.jpeg
Vereador;40000;60001939200;JOSE DANILTON FERREIRA;DANILTON FERREIRA;PSB;SUPLENTE;MASCULINO;SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS;60001939200.jpg
Vereador;40013;60001939202;MARIA KALLYNNE CAMPELO;KALLYNNE CAMPELO;PSB;SUPLENTE;FEMININO;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);60001939202.jpg
Vereador;40111;60001939195;FRANCISCA ELINA PINHEIRO AMORIM;ELINA PINHEIRO;PSB;SUPLENTE;FEMININO;SERVIDOR PÚBLICO MUNICIPAL;60001939195.jpg
Vereador;40123;60001939194;MARIA ANANIAS DA SILVA;ANA DE BRAZ;PSB;SUPLENTE;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60001939194.jpeg
Vereador;40222;60001939197;REGIA LUCIA CAETANO DE OLIVEIRA;REGIA CAETANO;PSB;SUPLENTE;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60001939197.jpg
Vereador;40333;60001939199;JOÃO BATISTA DA SILVA;JOAZINHO;PSB;SUPLENTE;MASCULINO;VEREADOR;60001939199.jpg
Vereador;40400;60001939193;FRANCISCO VALDEMIR SILVA OLIVEIRA;MIMI MOTO ASSUNÇÃO;PSB;SUPLENTE;MASCULINO;AGRICULTOR;60001939193.jpg
Vereador;40444;60001939201;NILTOM CESAR BASTOS LOPES;CESINHA;PSB;ELEITO POR QP;MASCULINO;AUXILIAR DE LABORATÓRIO;60001939201.jpeg
Vereador;40456;60001939196;FRANCISCO IGOR PINHEIRO;IGOR PINHEIRO;PSB;ELEITO POR QP;MASCULINO;VEREADOR;60001939196.jpg
Vereador;40555;60001939198;JOSE MAURILIO DE SOUZA PEREIRA;MAURILIO DE CAIÇOLA;PSB;SUPLENTE;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60001939198.jpg
Vereador;40556;60001939203;VALDECI QUIRINO;NANIM PROPAGANDA;PSB;SUPLENTE;MASCULINO;AGRICULTOR;60001939203.jpg
Vereador;40789;60001939192;FRANCISCO KADSON PINHEIRO;KADSON PINHEIRO;PSB;ELEITO POR QP;MASCULINO;VEREADOR;60001939192.jpg
Vereador;55000;60001914762;PAULO SERGIO NOGUEIRA;PAULÃO NOGUEIRA;PSD;ELEITO POR QP;MASCULINO;VEREADOR;60001914762.jpg
Vereador;55123;60001914758;ANTONIA CARLIANA DE LIMA;CARLIANA LIMA;PSD;SUPLENTE;FEMININO;OCUPANTE DE CARGO EM COMISSÃO;60001914758.jpeg
Vereador;55222;60001914763;RICARDO DEMETRIO DE LIMA CARNEIRO;DEMETRIO CARNEIRO;PSD;SUPLENTE;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60001914763.jpeg
Vereador;55234;60001914756;MARIA EDNEUZA RABELO;NEUZINHA RABELO;PSD;SUPLENTE;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60001914756.jpg
Vereador;55333;60001914760;FRANCISCO JAIME CAMPELO JUNIOR;JUNIOR PROFESSOR;PSD;SUPLENTE;MASCULINO;VEREADOR;60001914760.jpg
Vereador;55456;60001914764;FRANCISCO MATÇON PINHEIRO DE ANDRADE;MATÇON PINHEIRO;PSD;ELEITO POR QP;MASCULINO;VEREADOR;60001914764.jpeg
Vereador;55555;60001914759;PETILLA NARA BEZERRA BRAGA;PETILLA BRAGA;PSD;SUPLENTE;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60001914759.jpeg
Vereador;55666;60001914761;HENRIQUE PINHEIRO SABINO;HENRIQUE SABINO;PSD;SUPLENTE;MASCULINO;OCUPANTE DE CARGO EM COMISSÃO;60001914761.jpeg
Vereador;55888;60001914757;MARCOS RUAN BEZERRA DA SILVEIRA;MARQUIM SILVEIRA;PSD;ELEITO POR QP;MASCULINO;VEREADOR;60001914757.jpg
