zona;secao;cod_local;local;endereco;bairro;cep;aptos;agregadas
40;1;1015;EEF ANTÔNIO EUFRASINO DE PINHO - NOVA FÁTIMA;NOVA FATIMA;NOVA FÁTIMA;62230000;254;
40;2;1015;EEF ANTÔNIO EUFRASINO DE PINHO - NOVA FÁTIMA;NOVA FATIMA;NOVA FÁTIMA;62230000;255;
40;3;1023;EEF APRÍGIO CAMELO DE PAIVA - ENGENHEIRO JOÃO TOMÉ;RUA DOUTOR BRANDÃO, S/N;ENGENHEIRO JOÃO TOMÉ;62230000;254;
40;4;1031;ESCOLA DE ENSINO FUNDAMENTAL AQUILES PERES MOTA - ARRAIAL;ARRAIAL;ARRAIAL;62230000;273;
40;5;2127;EEF FRANCISCO PAZ ARAGÃO - SÃO JOSÉ;SÃO JOSÉ;SÃO JOSÉ;62230000;319;
40;6;2127;EEF FRANCISCO PAZ ARAGÃO - SÃO JOSÉ;SÃO JOSÉ;SÃO JOSÉ;62230000;314;
40;8;1066;C.E.I MARIANA SANTA CHAVES - BALSEIROS;BALSEIROS;BALSEIROS;62230000;300;
40;9;1872;ESCOLA DE ENSINO FUNDAMENTAL BENEDITO ALVES DA SILVA - MILHÃ;MILHÃ;MILHÃ;62230000;278;105,10
40;11;1082;EEF NOEMI VASCONCELOS - ENGENHEIRO JOÃO TOMÉ;RUA DOUTOR BRANDÃO, S/N;ENGENHEIRO JOÃO TOMÉ;62230000;234;
40;12;1155;EEF FRANCISCO SOARES MOURÃO - MATRIZ DE SÃO GONÇALO;MATRIZ DE SÃO GONÇALO;MATRIZ DE SAO GONCALO;62230000;325;18
40;13;1104;EEF FRANCISCO GOMES DE MELO - GÁSEA;GÁSEA;GÁSEA;62230000;135;
40;14;1325;ESCOLA DE ENSINO FUNDAMENTAL JOSÉ MARIANO DE MELO - LIVRAMENTO;LIVRAMENTO;LIVRAMENTO;62230000;203;
40;16;1279;ESCOLA DE ENSINO FUNDAMENTAL JOSÉ ALOÍSIO ARAGÃO - CENTRO;RUA CORONEL MALAQUIAS, 36;CENTRO;62230000;265;
40;17;1279;ESCOLA DE ENSINO FUNDAMENTAL JOSÉ ALOÍSIO ARAGÃO - CENTRO;RUA CORONEL MALAQUIAS, 36;CENTRO;62230000;252;
40;20;1155;EEF FRANCISCO SOARES MOURÃO - MATRIZ DE SÃO GONÇALO;MATRIZ DE SÃO GONÇALO;MATRIZ DE SAO GONCALO;62230000;320;19
