zona;secao;cargo;numero;votos
64;41;13;95;7
64;103;13;40999;1
64;56;13;40123;32
64;54;13;40666;5
64;120;13;55111;5
64;65;13;40888;24
64;46;13;55222;18
64;48;13;95;1
64;45;13;40444;17
64;45;13;55333;10
64;103;13;40444;2
64;47;13;55123;4
64;41;13;55999;2
64;93;13;55222;5
64;40;13;55888;14
64;47;13;40111;1
64;49;13;55666;45
64;78;13;40000;18
64;93;13;55555;8
64;50;13;22022;1
64;78;13;96;2
64;46;13;55999;11
64;65;13;55333;8
64;51;13;40222;2
64;50;13;40666;15
64;103;13;96;3
64;51;13;55777;3
64;40;13;55777;18
64;53;13;55555;9
64;112;13;55888;13
64;39;13;40123;8
64;41;13;55;3
64;78;13;55555;28
64;78;13;40888;22
64;53;13;40888;2
64;54;13;55555;19
64;92;13;40999;1
64;76;13;40333;11
64;120;13;22022;1
64;39;13;40888;20
64;49;13;96;11
64;78;13;55111;9
64;103;13;55999;2
64;75;13;22022;1
64;92;13;40444;21
64;120;13;55555;26
64;76;13;55999;12
64;56;13;55999;9
64;50;13;40;3
64;51;13;55000;119
64;76;13;40000;3
64;42;13;55111;10
64;40;13;55555;18
64;78;13;55999;7
64;54;13;55777;20
64;42;13;40666;5
64;78;13;55123;9
64;56;13;40888;1
64;41;13;55777;20
64;103;13;55888;3
64;78;13;22;1
64;40;13;40777;10
64;47;13;40333;6
64;50;13;40000;3
64;75;13;40777;3
64;56;13;40444;33
64;41;13;55000;7
64;45;13;40777;4
64;112;13;55333;6
64;43;13;55333;7
64;75;13;55333;4
64;56;13;55333;18
64;75;13;55000;2
64;53;13;55999;7
64;129;13;55111;6
64;66;13;40123;6
64;51;13;55666;3
64;45;13;55888;19
64;40;13;55111;5
64;92;13;55666;18
64;65;13;55555;31
64;43;13;55555;26
64;42;13;55123;10
64;52;13;40222;1
64;79;13;55888;60
64;45;13;55222;30
64;75;13;22222;3
64;102;13;55;2
64;120;13;40111;1
64;112;13;40333;3
64;52;13;55999;2
64;102;13;22444;1
64;48;13;55000;6
64;129;13;40000;21
64;103;13;55333;5
64;44;13;40;1
64;43;13;55888;22
64;75;13;40888;3
64;46;13;55111;6
64;49;13;55111;54
64;76;13;55666;3
64;93;13;55000;1
64;66;13;55;1
64;93;13;40;2
64;120;13;40888;20
64;45;13;95;3
64;47;13;55777;11
64;112;13;55222;8
64;44;13;40333;3
64;53;13;55000;1
64;79;13;55999;30
64;112;13;40123;5
64;50;13;96;6
64;54;13;55333;14
64;129;13;40444;15
64;43;13;40666;7
64;111;13;40666;141
64;66;13;40666;7
64;49;13;55777;7
64;120;13;40666;6
64;51;13;55123;4
64;46;13;40666;5
64;65;13;22022;3
64;102;13;55999;5
64;66;13;55123;1
64;49;13;22;1
64;39;13;40666;6
64;93;13;40999;1
64;44;13;55999;10
64;50;13;55000;6
64;43;13;55000;1
64;129;13;55000;4
64;129;13;40333;2
64;48;13;55333;1
64;42;13;40222;1
64;39;13;55123;3
64;103;13;55;3
64;45;13;40;2
64;56;13;55888;40
64;42;13;40123;7
64;40;13;55;4
64;79;13;55333;38
64;53;13;55888;13
64;111;13;40;3
64;79;13;22022;6
64;41;13;40777;4
64;65;13;40777;5
64;103;13;55777;20
64;56;13;40777;2
64;50;13;55666;46
64;56;13;55555;4
64;46;13;55000;2
64;111;13;22022;1
64;43;13;55777;13
64;120;13;55666;4
64;102;13;96;2
64;48;13;96;9
64;78;13;55777;28
64;120;13;40123;9
64;102;13;55777;6
64;42;13;55222;35
64;41;13;55555;27
64;53;13;40123;1
64;65;13;55123;7
64;120;13;55123;4
64;42;13;40444;16
64;42;13;55333;14
64;41;13;22022;2
64;48;13;55666;27
64;78;13;55333;14
64;43;13;55999;7
64;62;13;40123;23
64;62;13;40000;21
64;53;13;40222;4
64;53;13;55111;94
64;48;13;55222;14
64;65;13;55666;12
64;76;13;55123;131
64;51;13;95;2
64;39;13;55333;24
64;65;13;55999;7
64;54;13;55888;23
64;65;13;40333;3
64;78;13;40999;1
64;40;13;22;2
64;56;13;40;1
64;51;13;55;4
64;41;13;40;2
64;51;13;40777;16
64;78;13;40333;5
64;45;13;55555;30
64;51;13;55222;33
64;42;13;96;7
64;62;13;40888;21
64;40;13;96;6
64;111;13;40444;2
64;92;13;55000;5
64;47;13;40444;11
64;40;13;40444;11
64;41;13;40123;16
64;54;13;40000;15
64;111;13;40222;10
64;47;13;40888;20
64;44;13;55666;7
64;75;13;55111;3
64;43;13;55666;4
64;79;13;96;4
64;42;13;40000;30
64;102;13;55555;15
64;44;13;55222;25
64;112;13;40666;2
64;93;13;40666;26
64;39;13;55000;4
64;66;13;55555;9
64;47;13;55999;5
64;49;13;55;3
64;50;13;22;1
64;62;13;55;2
64;47;13;40000;20
64;66;13;40000;1
64;41;13;40000;30
64;39;13;40;2
64;46;13;55;1
64;78;13;40444;23
64;45;13;55123;10
64;44;13;55123;8
64;103;13;55222;31
64;45;13;40123;21
64;129;13;55999;2
64;111;13;55999;1
64;111;13;40999;1
64;111;13;55000;50
64;49;13;40444;3
64;43;13;40333;1
64;103;13;55111;6
64;92;13;55;1
64;120;13;96;4
64;43;13;95;3
64;39;13;40444;9
64;48;13;55111;41
64;75;13;55999;4
64;120;13;55888;23
64;112;13;55555;19
64;129;13;55;2
64;43;13;22;1
64;49;13;40123;4
64;120;13;22;1
64;120;13;55;4
64;47;13;40;1
64;103;13;40888;5
64;120;13;40777;3
64;53;13;40777;26
64;44;13;55555;29
64;46;13;55666;15
64;41;13;55333;8
64;92;13;55777;24
64;51;13;22777;2
64;79;13;55777;3
64;66;13;96;1
64;66;13;55666;43
64;93;13;55999;118
64;93;13;55666;18
64;47;13;95;2
64;39;13;55999;2
64;50;13;55777;4
64;42;13;55777;18
64;102;13;40;3
64;46;13;55333;20
