cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;13;60002008804;FELIPE SOUZA PINHEIRO;FELIPE PINHEIRO;PT;ELEITO;MASCULINO;PREFEITO;60002008804.jpg
Prefeito;45;60002241999;JOAO RIBEIRO BARROSO;JOÃO BARROSO;PSDB;NÃO ELEITO;MASCULINO;ENGENHEIRO;60002241999.jpg
Vereador;10000;60002036839;FRANCISCO ANTONIO BARBOSA;FRANCISCO DO CRUZEIRO;REPUBLICANOS;SUPLENTE;MASCULINO;VIGILANTE;60002036839.jpg
Vereador;10100;60002036842;FRANCISCO ROBERTO SOUSA MOURA;ROBERTO MOTOS;REPUBLICANOS;SUPLENTE;MASCULINO;COMERCIANTE;60002036842.jpg
Vereador;10111;60002036831;PEDRO SILVA DO NASCIMENTO;PEDRO SILVA;REPUBLICANOS;ELEITO POR QP;MASCULINO;AGRICULTOR;60002036831.jpg
Vereador;10122;60002036835;JOSE ARIMATEIA BRAGA JUNIOR;BRAGA JUNIOR;REPUBLICANOS;SUPLENTE;MASCULINO;COMERCIANTE;60002036835.jpg
Vereador;10123;60002036836;JOAQUIM BONIFACIO RAMOS NETO;MARADONA DA LADEIRA;REPUBLICANOS;SUPLENTE;MASCULINO;APOSENTADO (EXCETO SERVIDOR PÚBLICO);60002036836.jpg
Vereador;10180;60002036846;VERONICA SOUSA ROCHA;VERONICA ROCHA CABORÉ;REPUBLICANOS;SUPLENTE;FEMININO;AGRICULTOR;60002036846.jpg
Vereador;10190;60002036834;MARIA VANDERLANIA MAGALHAES DOS SANTOS;VANDA MAGALHAES;REPUBLICANOS;SUPLENTE;FEMININO;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;60002036834.jpg
Vereador;10200;60002036837;VALCIR VIANA PEREIRA;VALCIR VIANA;REPUBLICANOS;SUPLENTE;MASCULINO;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;60002036837.jpg
Vereador;10222;60002036845;MARIA IRISMAR SERAFIM DO CARMO;MAZINHA;REPUBLICANOS;SUPLENTE;FEMININO;APOSENTADO (EXCETO SERVIDOR PÚBLICO);60002036845.jpg
Vereador;10333;60002036832;RENAN BARROSO MONTENEGRO;RENAN BARROSO;REPUBLICANOS;ELEITO POR MÉDIA;MASCULINO;OUTROS;60002036832.jpg
Vereador;10345;60002036833;SARAH FREIRES DE FARIAS;SARAH FARIAS;REPUBLICANOS;SUPLENTE;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60002036833.jpg
Vereador;10456;60002036840;RAIMUNDO FILHO DOS SANTOS;PEQUENO DO MACEIO;REPUBLICANOS;SUPLENTE;MASCULINO;AGRICULTOR;60002036840.jpg
Vereador;10555;60002036830;EDUARDO SILVA SANTOS;EDUARDO SANTOS;REPUBLICANOS;SUPLENTE;MASCULINO;EMPRESÁRIO;60002036830.jpg
Vereador;10567;60002036843;MARIA GRACIANA SOUSA RODRIGUES ALVES;IRMÃ GRACIANA;REPUBLICANOS;SUPLENTE;FEMININO;AGRICULTOR;60002036843.jpg
Vereador;10777;60002036838;CAIRO CESAR JACINTO DE MESQUITA;CAIRO MESQUITA;REPUBLICANOS;SUPLENTE;MASCULINO;REPRESENTANTE COMERCIAL;60002036838.jpg
Vereador;10789;60002036829;RAIMUNDO VALMIR GUIA SOUSA;VALMIR SOUSA;REPUBLICANOS;SUPLENTE;MASCULINO;OUTROS;60002036829.jpg
Vereador;10888;60002036844;CAMILA RAMOS DA SILVA;CAMILA RAMOS;REPUBLICANOS;SUPLENTE;FEMININO;EMPRESÁRIO;60002036844.jpg
Vereador;10999;60002036841;FRANCISCO PIRES ARAUJO;NETINHO DO ARISCO;REPUBLICANOS;SUPLENTE;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60002036841.jpg
Vereador;11111;60002036848;MARIA DA CONCEIÇÃO TEIXEIRA;GIRLENE TEIXEIRA;PP;NÃO ELEITO;FEMININO;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;60002036848.jpg
