zona;secao;cod_local;local;endereco;bairro;cep;aptos;agregadas
38;1;1015;ESCOLA DE ENSINO MÉDIO PRESIDENTE MÉDICI - (GRUPÃO);AV. FRANCISCO ADEMAR DE ANDRADE,1210;B. CENTRO;63150000;323;2,98
38;3;1023;E.E.I.F JOÃO XXIII - SEDE;TRAVESSA JOÃO XXIII, 205;B. CENTRO;63150000;240;
38;4;1023;E.E.I.F JOÃO XXIII - SEDE;TRAVESSA JOÃO XXIII, 205;B. CENTRO;63150000;245;
38;5;1643;AGÊNCIA DA PREVIDÊNCIA SOCIAL -  INSS.;AVENIDA FRANCISCO ADEMAR DE ANDRADE, 967;B. CENTRO;63150000;292;61
38;6;1147;ESCOLA DE ENSINO MÉDIO DE CAMPOS SALES - (GRUPINHO);TRA. VICENTE ALEXANDRINO DE ALENCAR,297;B. CENTRO;63150000;302;
38;7;1643;AGÊNCIA DA PREVIDÊNCIA SOCIAL -  INSS.;AVENIDA FRANCISCO ADEMAR DE ANDRADE, 967;B. CENTRO;63150000;296;8
38;9;1198;E.E.I.F ANÂNIAS CUSTÓDIO ARRAIS - DIST. DE ITTAGUÁ;RUA ANÂNIAS CUSTÓDIO ARRAIS S/N;DIST. DE ITAGUÁ;63150000;250;37,72
38;11;1090;INSTITUTO EDUCACIONAL PROFESSORA MARIA DULCE DE ALENCAR - (MDA) - SEDE;RUA JULIO NORÕES, 531;B. CENTRO;63150000;364;54,56,55
38;16;1414;SECRETARIA MUNICIPAL DE POLITICOS PARA EDUCAÇÃO - SEDE;TRAVESSA HOTEL MUNICIPAL, N 83;B. CENTRO;63150000;79;
38;18;1090;INSTITUTO EDUCACIONAL PROFESSORA MARIA DULCE DE ALENCAR - (MDA) - SEDE;RUA JULIO NORÕES, 531;B. CENTRO;63150000;364;12,53,17
38;19;1090;INSTITUTO EDUCACIONAL PROFESSORA MARIA DULCE DE ALENCAR - (MDA) - SEDE;RUA JULIO NORÕES, 531;B. CENTRO;63150000;363;14,104,20
38;21;1104;COLÉGIO ADNILSON BATISTA DOS SANTOS (ANTIGO PADRE IBIAPINA) - SEDE;RUA JOÃO SEVERO CORTEZ, 1028;B. CENTRO;63150000;358;25
38;22;1104;COLÉGIO ADNILSON BATISTA DOS SANTOS (ANTIGO PADRE IBIAPINA) - SEDE;RUA JOÃO SEVERO CORTEZ, 1028;B. CENTRO;63150000;356;15
38;24;1112;CENTRO PROFISSIONAL RAIMUNDO FIGUEIREDO - (LAION) - SEDE;RUA BARBARA PEREIRA DE ALENCAR, 557;B. CENTRO;63150000;278;
38;26;1147;ESCOLA DE ENSINO MÉDIO DE CAMPOS SALES - (GRUPINHO);TRA. VICENTE ALEXANDRINO DE ALENCAR,297;B. CENTRO;63150000;306;
38;27;1147;ESCOLA DE ENSINO MÉDIO DE CAMPOS SALES - (GRUPINHO);TRA. VICENTE ALEXANDRINO DE ALENCAR,297;B. CENTRO;63150000;300;
38;28;1147;ESCOLA DE ENSINO MÉDIO DE CAMPOS SALES - (GRUPINHO);TRA. VICENTE ALEXANDRINO DE ALENCAR,297;B. CENTRO;63150000;304;
38;29;1139;EMPRESA DE ASSISTENCIA TÉCNICA E EXTENSÃO RURAL - (EMATERCE);RUA ENEAS ARRAIS,1339;B. CENTRO;63150000;93;
38;30;1147;ESCOLA DE ENSINO MÉDIO DE CAMPOS SALES - (GRUPINHO);TRA. VICENTE ALEXANDRINO DE ALENCAR,297;B. CENTRO;63150000;303;
38;31;1147;ESCOLA DE ENSINO MÉDIO DE CAMPOS SALES - (GRUPINHO);TRA. VICENTE ALEXANDRINO DE ALENCAR,297;B. CENTRO;63150000;299;
38;32;1155;E.E.I.F TAB. VICENTE ALEXANDRINO DE ALENCAR - SEDE;RUA RAIMUNDO INÁCIO DE FIGUEIREDO,S/N;B. BARRAGEM;63150000;270;
38;34;1198;E.E.I.F ANÂNIAS CUSTÓDIO ARRAIS - DIST. DE ITTAGUÁ;RUA ANÂNIAS CUSTÓDIO ARRAIS S/N;DIST. DE ITAGUÁ;63150000;252;35,38
38;36;1023;E.E.I.F JOÃO XXIII - SEDE;TRAVESSA JOÃO XXIII, 205;B. CENTRO;63150000;243;
38;39;1236;E.E.I.F OSSEAN ALENCAR ARARIPE - DIST. DE CARMELÓPOLIS;RUA VERGÍLIO GOMES, 139;DIST.  DE CARMELÓPOLIS;63150000;303;118,123
38;40;1236;E.E.I.F OSSEAN ALENCAR ARARIPE - DIST. DE CARMELÓPOLIS;RUA VERGÍLIO GOMES, 139;DIST.  DE CARMELÓPOLIS;63150000;179;
38;41;1210;CRECHE ESTAÇÃO DA ALEGRIA - DIST. DE BARÃO DE AQUIRAZ;RUA JUSTINO ROCHA S/N;DIST. DE BARÃO DE AQUIRAZ;63150000;233;103
38;42;1228;E.E.I.F PRESIDENTE CASTELO BRANCO - DIST. DE BARÃO DE AQUIRAZ;RUA JUSTINO ROCHA, S/N;DIST. DE BARÃO DE AQUIRAZ;63150000;202;
38;43;1236;E.E.I.F OSSEAN ALENCAR ARARIPE - DIST. DE CARMELÓPOLIS;RUA VERGÍLIO GOMES, 139;DIST.  DE CARMELÓPOLIS;63150000;202;78
38;44;1600;E.E.I.F MANOEL BEZERRA FORTALEZA - DIST. DE QUIXARIÚ;RUA LEONARDO DE ANDRADE S/N;DIST. DE QUIXARIÚ;63150000;365;10,120,119,80,48
38;45;1244;CRECHE M. FÂNTASIA DE CRIANÇA - DIST. DE QUIXARIÚ;AVENIDA LEONARDO DE ANDRADE,128;DIST. DE QUIXARIÚ;63150000;149;
38;49;1228;E.E.I.F PRESIDENTE CASTELO BRANCO - DIST. DE BARÃO DE AQUIRAZ;RUA JUSTINO ROCHA, S/N;DIST. DE BARÃO DE AQUIRAZ;63150000;203;
38;50;1236;E.E.I.F OSSEAN ALENCAR ARARIPE - DIST. DE CARMELÓPOLIS;RUA VERGÍLIO GOMES, 139;DIST.  DE CARMELÓPOLIS;63150000;320;115
38;51;1244;CRECHE M. FÂNTASIA DE CRIANÇA - DIST. DE QUIXARIÚ;AVENIDA LEONARDO DE ANDRADE,128;DIST. DE QUIXARIÚ;63150000;294;99
38;58;1635;E.E.I.F. PADRE AZARIAS SOBREIRA - SEDE;RUA JOSÉ PINTO DA SILVA, S/N;B. APARECIDA;63150000;335;
38;60;1015;ESCOLA DE ENSINO MÉDIO PRESIDENTE MÉDICI - (GRUPÃO);AV. FRANCISCO ADEMAR DE ANDRADE,1210;B. CENTRO;63150000;329;70,96
38;62;1147;ESCOLA DE ENSINO MÉDIO DE CAMPOS SALES - (GRUPINHO);TRA. VICENTE ALEXANDRINO DE ALENCAR,297;B. CENTRO;63150000;302;
38;65;1155;E.E.I.F TAB. VICENTE ALEXANDRINO DE ALENCAR - SEDE;RUA RAIMUNDO INÁCIO DE FIGUEIREDO,S/N;B. BARRAGEM;63150000;271;
38;66;1376;E.E.I.F LUCIANO TÓRRES DE MELO - SEDE;RUA CELERINO  NEPOMUCENO DE CARVALHO - S/N;B. GUARANI;63150000;293;
38;71;1104;COLÉGIO ADNILSON BATISTA DOS SANTOS (ANTIGO PADRE IBIAPINA) - SEDE;RUA JOÃO SEVERO CORTEZ, 1028;B. CENTRO;63150000;357;23
38;74;1635;E.E.I.F. PADRE AZARIAS SOBREIRA - SEDE;RUA JOSÉ PINTO DA SILVA, S/N;B. APARECIDA;63150000;327;
38;76;1155;E.E.I.F TAB. VICENTE ALEXANDRINO DE ALENCAR - SEDE;RUA RAIMUNDO INÁCIO DE FIGUEIREDO,S/N;B. BARRAGEM;63150000;271;
38;77;1597;E.E.I.F JOSÉ AUGUSTO SOBRINHO - SEDE;RUA MAJÔR ELESBÃO FORTALEZA S/N;B. ALTO ALEGRE;63150000;315;
38;81;1449;E.E.M. FRANCISCO MIGUEL DE ANDRADE - SITIO QUEIMADAS;SÍTIO QUEIMADAS;ZONA RURAL;63150000;204;
38;82;1724;E.E.I.F ANTONIO RIBEIRO DE CARVALHO - SITIO CALDEIRÃO - CAMPOS SALES;SÍTIO CALDEIRÃO;ZONA RURAL;63150000;214;
38;83;1457;CAPELA SANTO ANTONIO - AGROVILA PAU VERDE - (ACOCI);SÍTIO PAU VERDE;ZONA RURAL;63150000;139;
38;84;1546;E.E.I.F JOAQUIM FRANCISCO DA SILVA - SITIO ALÍVIO;SÍTIO ALÍVIO;ZONA RURAL;63150000;184;173
38;85;1481;E.E.I.F TIGRE - ZONA RURAL;SÍTIO TIGRE;ZONA RURAL;63150000;245;
38;86;1562;ASSOCIAÇÃO COMUNITÁRIA - SÍTIO INHARÉ;SÍTIO INHARÉ;ZONA RURAL;63150000;362;164
38;88;1490;E.E.I.F ENG. FRANCISCO THOMÉ DA FROTA - RENDEIRA DOS DIONIZIOS;SÍTIO RENDEIRAS DOS DIONÍZIOS;ZONA RURAL;63150000;333;89
38;91;1538;ASSOCIAÇÃO COMUNITÁRIA DO SÍTIO TRAIRAS E REGIÃO - DIST. DE ITAGUÁ;SIÍTIO TRAÍRAS - DIST. DE ITAGUÁ;ZONA RURAL;63150000;166;93
38;92;1473;E.E.I.F DR. CLOVES LOPES DOS REIS - DIST. DE MONTE CASTELO;RUA BOA VISTA, S/N;DIST. DE MONTE CASTELO;63150000;227;
38;94;1651;E.E.I.F MANOEL DUARTE DE SÁ BARRETO - SEDE;RUA IZABEL MENDES, 193;BAIRRO BATALHÃO;63150000;298;
38;106;1724;E.E.I.F ANTONIO RIBEIRO DE CARVALHO - SITIO CALDEIRÃO - CAMPOS SALES;SÍTIO CALDEIRÃO;ZONA RURAL;63150000;209;
38;107;1651;E.E.I.F MANOEL DUARTE DE SÁ BARRETO - SEDE;RUA IZABEL MENDES, 193;BAIRRO BATALHÃO;63150000;299;
38;108;1635;E.E.I.F. PADRE AZARIAS SOBREIRA - SEDE;RUA JOSÉ PINTO DA SILVA, S/N;B. APARECIDA;63150000;330;
38;110;1635;E.E.I.F. PADRE AZARIAS SOBREIRA - SEDE;RUA JOSÉ PINTO DA SILVA, S/N;B. APARECIDA;63150000;329;
38;113;1767;E.E.I.F AGROVILA SÃO JOSÉ - ASSENTAMENTO ACOCÍ;RUA JORGE AMADO;ZONA RURAL;63150000;209;
38;114;1228;E.E.I.F PRESIDENTE CASTELO BRANCO - DIST. DE BARÃO DE AQUIRAZ;RUA JUSTINO ROCHA, S/N;DIST. DE BARÃO DE AQUIRAZ;63150000;205;
38;116;1473;E.E.I.F DR. CLOVES LOPES DOS REIS - DIST. DE MONTE CASTELO;RUA BOA VISTA, S/N;DIST. DE MONTE CASTELO;63150000;221;
38;124;1597;E.E.I.F JOSÉ AUGUSTO SOBRINHO - SEDE;RUA MAJÔR ELESBÃO FORTALEZA S/N;B. ALTO ALEGRE;63150000;301;
38;125;1376;E.E.I.F LUCIANO TÓRRES DE MELO - SEDE;RUA CELERINO  NEPOMUCENO DE CARVALHO - S/N;B. GUARANI;63150000;297;
38;126;1724;E.E.I.F ANTONIO RIBEIRO DE CARVALHO - SITIO CALDEIRÃO - CAMPOS SALES;SÍTIO CALDEIRÃO;ZONA RURAL;63150000;211;
38;127;1635;E.E.I.F. PADRE AZARIAS SOBREIRA - SEDE;RUA JOSÉ PINTO DA SILVA, S/N;B. APARECIDA;63150000;331;
38;144;1732;E.E.I.F LINO MÁXIMO FEITOSA - (MARAVILHA) - DISTRITO DE QUIXARIÚ;SÍTIO MARAVILHA;ZONA RURAL;63150000;115;
38;146;1813;ASSOCIAÇÃO COMUNITÁRIA NOSSA SENHORA APARECIDA - DISTRITO DE QUIXARIU;SITIO ÁGUAS BELA;ZONA RURAL;63150000;75;
38;147;1740;CAPELA SÃO FRANCISCO DA AROEIRA DO NORTE;SÍTIO AROEIRA DO NORTE;ZONA RURAL;63150000;147;
38;148;1759;ASSOCIAÇÃO COMUNITÁRIA DO SÍTIO TANQUINHO;SÍTIO TANQUINHO;ZONA RURAL;63150000;133;
38;149;1767;E.E.I.F AGROVILA SÃO JOSÉ - ASSENTAMENTO ACOCÍ;RUA JORGE AMADO;ZONA RURAL;63150000;211;
38;150;1376;E.E.I.F LUCIANO TÓRRES DE MELO - SEDE;RUA CELERINO  NEPOMUCENO DE CARVALHO - S/N;B. GUARANI;63150000;294;
38;153;1449;E.E.M. FRANCISCO MIGUEL DE ANDRADE - SITIO QUEIMADAS;SÍTIO QUEIMADAS;ZONA RURAL;63150000;199;
38;154;1597;E.E.I.F JOSÉ AUGUSTO SOBRINHO - SEDE;RUA MAJÔR ELESBÃO FORTALEZA S/N;B. ALTO ALEGRE;63150000;294;
38;158;1376;E.E.I.F LUCIANO TÓRRES DE MELO - SEDE;RUA CELERINO  NEPOMUCENO DE CARVALHO - S/N;B. GUARANI;63150000;300;
38;160;1597;E.E.I.F JOSÉ AUGUSTO SOBRINHO - SEDE;RUA MAJÔR ELESBÃO FORTALEZA S/N;B. ALTO ALEGRE;63150000;336;
38;161;1155;E.E.I.F TAB. VICENTE ALEXANDRINO DE ALENCAR - SEDE;RUA RAIMUNDO INÁCIO DE FIGUEIREDO,S/N;B. BARRAGEM;63150000;271;
38;162;1767;E.E.I.F AGROVILA SÃO JOSÉ - ASSENTAMENTO ACOCÍ;RUA JORGE AMADO;ZONA RURAL;63150000;210;
38;166;1651;E.E.I.F MANOEL DUARTE DE SÁ BARRETO - SEDE;RUA IZABEL MENDES, 193;BAIRRO BATALHÃO;63150000;300;
38;167;1376;E.E.I.F LUCIANO TÓRRES DE MELO - SEDE;RUA CELERINO  NEPOMUCENO DE CARVALHO - S/N;B. GUARANI;63150000;295;
38;171;1147;ESCOLA DE ENSINO MÉDIO DE CAMPOS SALES - (GRUPINHO);TRA. VICENTE ALEXANDRINO DE ALENCAR,297;B. CENTRO;63150000;304;
38;175;1597;E.E.I.F JOSÉ AUGUSTO SOBRINHO - SEDE;RUA MAJÔR ELESBÃO FORTALEZA S/N;B. ALTO ALEGRE;63150000;179;
