cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;40;60002026634;DOUGLAS RODRIGUES NEGREIROS;DOUGLAS NEGREIROS;PSB;ELEITO;MASCULINO;CONTADOR;60002026634.jpeg
Prefeito;44;60002132803;ANTONIO PEREIRA LEITAO;TONY JORGE;UNIÃO;NÃO ELEITO;MASCULINO;EMPRESÁRIO;60002132803.jpeg
Vereador;10000;60002031536;ALDECIR LOURENÇO DOS SANTOS;NEGUINHO;REPUBLICANOS;SUPLENTE;MASCULINO;MOTORISTA PARTICULAR;60002031536.jpeg
Vereador;10111;60002031544;ELIZOMAR NOÉ DE MESQUITA;LOURO NOÉ;REPUBLICANOS;ELEITO POR QP;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60002031544.jpeg
Vereador;10123;60002031543;ANTONIO DA SILVA FERREIRA;HENRIQUE SILVA;REPUBLICANOS;SUPLENTE;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60002031543.jpeg
Vereador;10222;60002031541;FRANCISCA JAQUELINE MARTINS DE OLIVEIRA;JAQUELINE OLIVEIRA;REPUBLICANOS;SUPLENTE;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60002031541.jpeg
Vereador;10333;60002031542;JOSÉ JURANDI ROCHA SOUSA;ZÉ BUJÃO;REPUBLICANOS;SUPLENTE;MASCULINO;CATADOR DE RECICLÁVEIS;60002031542.jpeg
Vereador;10456;60002031539;FRANCISCO EVERNANDO PINHEIRO DE SOUSA;EVERNANDO;REPUBLICANOS;SUPLENTE;MASCULINO;AGRICULTOR;60002031539.jpeg
Vereador;10555;60002031540;ANTONIA ARIANA RODRIGUES DE ANDRADE;ARIANA;REPUBLICANOS;SUPLENTE;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60002031540.jpeg
Vereador;10888;60002031537;JOABSON DE SOUZA RODRIGUES;DODÓ DA LIGIA;REPUBLICANOS;SUPLENTE;MASCULINO;CABELEIREIRO E BARBEIRO;60002031537.jpeg
Vereador;10999;60002031538;MARIA VILANI JORGE DE SOUZA;VILANI;REPUBLICANOS;SUPLENTE;FEMININO;COMERCIANTE;60002031538.jpeg
Vereador;40000;60002028064;MARY DARLENE CAMELO DE LIRA;DARLENE;PSB;ELEITO POR QP;FEMININO;VEREADOR;60002028064.jpeg
Vereador;40111;60002028062;GILVAN MESQUITA DO NASCIMENTO;GILVAN DO PAREDÃO;PSB;SUPLENTE;MASCULINO;AGRICULTOR;60002028062.jpeg
Vereador;40123;60002028065;FRANCISCO FERNANDO FARIAS PEREIRA;FERNANDO DO BIDICO;PSB;ELEITO POR QP;MASCULINO;VEREADOR;60002028065.jpeg
Vereador;40222;60002028059;MARCOS DE OLIVEIRA DA COSTA;MARQUINHOS;PSB;ELEITO POR QP;MASCULINO;COMERCIANTE;60002028059.jpeg
Vereador;40321;60002028058;MARIANA PINHO BORGES;MARIANA;PSB;SUPLENTE;FEMININO;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);60002028058.jpg
Vereador;40333;60002028060;CICERO HELIO VIANA ALVES;HÉLIO VIANA;PSB;SUPLENTE;MASCULINO;COMERCIANTE;60002028060.jpeg
Vereador;40444;60002028061;ANTONIO AVELINO VIANA DE OLIVEIRA;AVELINO VIANA;PSB;ELEITO POR MÉDIA;MASCULINO;TÉCNICO EM AGRONOMIA E AGRIMENSURA;60002028061.jpeg
Vereador;40555;60002028063;JOSÉ BARROS JORGE;ZÉ BARROS;PSB;SUPLENTE;MASCULINO;AGRICULTOR;60002028063.jpeg
Vereador;40789;60002028066;LINDOMARIA PERES MUNIZ GOMES;LINDOMARIA;PSB;ELEITO POR QP;FEMININO;VEREADOR;60002028066.jpeg
Vereador;44111;60002114123;CLEITON MESQUITA DE SALES;CLEITON DO BOM TEMPO;UNIÃO;ELEITO POR QP;MASCULINO;VEREADOR;60002114123.jpeg
Vereador;44123;60002114127;ANA RACHEL MAGALHÃES MESQUITA DE OLIVEIRA;RACHEL MAGALHÃES;UNIÃO;NÃO ELEITO;FEMININO;ADVOGADO;60002114127.jpeg
Vereador;44222;60002114131;LUIZ RODRIGUES DA COSTA;LUIZ RODRIGUES;UNIÃO;SUPLENTE;MASCULINO;AGRICULTOR;60002114131.jpg
Vereador;44333;60002114126;THIAGO DE SOUZA FEITOSA;THIAGO DO IVAN;UNIÃO;SUPLENTE;MASCULINO;VEREADOR;60002114126.jpeg
Vereador;44444;60002114124;JOÃO ARRAIS DE OLIVEIRA NETO;JOÃO NETO;UNIÃO;SUPLENTE;MASCULINO;FARMACÊUTICO;60002114124.jpeg
Vereador;44555;60002114132;REBEKA MARIA FARIAS LEITÃO;REBEKA LEITÃO;UNIÃO;SUPLENTE;FEMININO;EMPRESÁRIO;60002114132.jpeg
Vereador;44567;60002114129;LUCAS TIMBÓ SOARES MESQUITA;LUCAS TIMBÓ;UNIÃO;ELEITO POR QP;MASCULINO;ADVOGADO;60002114129.jpeg
Vereador;44789;60002114130;GEORGES HENRY DOS SANTOS ALVES;GEORGE NISO;UNIÃO;SUPLENTE;MASCULINO;EMPRESÁRIO;60002114130.jpeg
Vereador;44888;60002114125;EVANI DIAS DE SOUSA;EVANI DIAS;UNIÃO;SUPLENTE;FEMININO;EMPRESÁRIO;60002114125.jpg
Vereador;44999;60002114128;ANASTÁCIO PEREIRA DE ANDRADE FILHO;JÚNIOR ANDRADE;UNIÃO;ELEITO POR QP;MASCULINO;VEREADOR;60002114128.jpeg
