zona;secao;cargo;numero;votos
62;198;13;12123;1
62;198;13;15555;13
62;192;13;12123;3
62;230;13;12456;9
62;222;13;12456;3
62;227;13;12147;5
62;221;13;15;1
62;228;13;12333;1
62;249;13;12;3
62;194;13;13000;1
62;279;13;40333;1
62;241;13;12777;3
62;202;13;15456;2
62;197;13;40888;4
62;224;13;13444;1
62;186;13;12333;4
62;238;13;15;1
62;203;13;13;2
62;239;13;15;3
62;279;13;12;2
62;217;13;15;1
62;192;13;15222;1
62;188;13;12333;2
62;194;13;15333;1
62;226;13;15333;3
62;249;13;15444;12
62;212;13;12222;87
62;237;13;13222;5
62;209;13;13444;1
62;241;13;12789;15
62;249;13;15555;10
62;187;13;15333;2
62;194;13;95;1
62;183;13;15777;1
62;210;13;96;3
62;205;13;13;4
62;249;13;13111;4
62;253;13;13444;2
62;203;13;13222;8
62;241;13;12456;27
62;244;13;15555;12
62;192;13;15555;15
62;189;13;40444;3
62;250;13;15555;19
62;226;13;15;1
62;226;13;40;5
62;196;13;12;6
62;249;13;15123;3
62;239;13;40000;52
62;212;13;13606;23
62;231;13;15222;1
62;211;13;12789;9
62;214;13;12555;4
62;184;13;15456;24
62;221;13;13789;3
62;206;13;12222;15
62;239;13;15147;1
62;241;13;15555;6
62;209;13;96;3
62;191;13;15456;14
62;237;13;15000;1
62;208;13;13606;47
62;210;13;13678;1
62;247;13;15666;7
62;196;13;12789;4
62;217;13;13210;9
62;209;13;40888;3
62;202;13;12444;5
62;199;13;13111;3
62;195;13;12147;20
62;230;13;12789;25
62;195;13;13111;1
62;195;13;96;9
62;199;13;12777;3
62;198;13;15456;11
62;235;13;96;6
62;207;13;13222;7
62;218;13;40888;6
62;214;13;13123;2
62;218;13;15666;5
62;206;13;12555;1
62;196;13;13333;3
62;223;13;12;2
62;253;13;15;1
62;237;13;40000;8
62;223;13;40111;6
62;205;13;15555;21
62;212;13;12456;34
62;273;13;12456;20
62;196;13;15666;5
62;252;13;12666;1
62;226;13;13789;2
62;218;13;13210;3
62;242;13;40000;12
62;198;13;13606;5
62;236;13;12222;1
62;239;13;12456;5
62;208;13;15222;1
62;247;13;15555;11
62;220;13;15555;12
62;195;13;15555;3
62;240;13;15123;3
62;182;13;15123;2
62;200;13;12456;17
62;236;13;12444;1
62;185;13;12222;11
62;185;13;12789;6
62;232;13;12444;57
62;226;13;15123;1
62;200;13;40777;12
62;253;13;12777;9
62;253;13;15555;10
62;189;13;15555;13
62;220;13;15456;59
62;209;13;40555;3
62;232;13;12147;6
62;232;13;12456;8
62;192;13;15789;1
62;210;13;13456;2
62;220;13;12777;1
62;214;13;40555;1
62;209;13;12456;29
62;247;13;15222;3
62;186;13;13678;6
62;230;13;15666;5
62;223;13;15678;2
62;189;13;12234;2
62;226;13;13678;2
62;197;13;13123;1
62;217;13;40234;9
62;201;13;13444;4
62;215;13;12456;16
62;225;13;95;2
62;238;13;15444;101
62;209;13;15666;3
62;192;13;12555;2
62;249;13;40;1
62;223;13;13444;5
62;240;13;12147;3
62;198;13;12;6
62;211;13;13;4
62;209;13;13;3
62;252;13;12;1
62;182;13;13333;2
62;190;13;12147;13
62;198;13;15333;2
62;227;13;12123;50
62;237;13;40888;3
62;239;13;96;10
62;191;13;15333;4
62;183;13;13222;8
62;188;13;96;8
62;188;13;13222;11
62;250;13;15;1
62;273;13;13222;9
62;193;13;12222;10
62;214;13;15333;1
62;196;13;12456;22
62;273;13;13444;4
62;206;13;13789;2
62;226;13;13000;2
62;218;13;12123;1
62;206;13;96;3
62;191;13;13;2
62;182;13;13123;18
62;201;13;13606;1
62;228;13;40888;5
62;242;13;40777;13
62;205;13;12345;3
62;229;13;13123;80
62;182;13;40444;8
62;241;13;40444;6
62;247;13;12222;7
62;236;13;40444;1
62;241;13;12;1
62;209;13;15123;1
62;191;13;13123;10
62;190;13;15666;6
62;183;13;13606;3
62;203;13;12222;61
62;218;13;13123;8
62;235;13;13123;2
62;242;13;12147;3
62;207;13;15444;8
62;242;13;12222;2
62;203;13;12555;4
62;189;13;40111;6
62;184;13;40222;2
62;206;13;15456;8
62;238;13;13606;2
62;253;13;15222;2
62;208;13;13456;2
62;195;13;13222;3
62;208;13;13111;3
62;199;13;40222;1
62;228;13;12666;1
62;217;13;13678;10
62;220;13;13000;1
62;252;13;12147;5
62;195;13;15222;1
62;196;13;15456;5
62;188;13;15777;1
62;273;13;40888;32
62;204;13;13222;12
62;218;13;13222;2
62;218;13;13111;3
62;188;13;12666;3
62;187;13;40777;11
62;235;13;13111;3
62;183;13;96;7
62;206;13;12456;12
62;231;13;40;1
62;187;13;13789;2
62;232;13;13678;1
62;214;13;13606;44
62;240;13;40777;2
62;237;13;40444;1
62;222;13;13606;5
62;236;13;40000;1
62;224;13;15555;4
62;192;13;13678;5
62;236;13;12789;8
62;190;13;12222;3
62;186;13;12456;22
62;226;13;12456;14
62;215;13;13789;1
62;221;13;40444;1
62;217;13;15222;83
62;237;13;15456;6
62;200;13;12345;1
62;247;13;12444;4
62;192;13;40111;3
62;215;13;13333;8
62;236;13;13333;3
62;196;13;40234;1
62;226;13;12789;16
62;183;13;13000;1
62;189;13;15456;16
62;212;13;12345;1
62;247;13;15123;3
62;207;13;13606;51
62;224;13;40444;1
62;250;13;12345;4
