cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;11;60002156540;JOSE RENATO CAVALCANTE LIMA;ZÉ RENATO;PP;NÃO ELEITO;MASCULINO;OUTROS;60002156540.jpg
Prefeito;40;60001996866;CLAUDIO BEZERRA SARAIVA;CLAUDIO SARAIVA;PSB;ELEITO;MASCULINO;PRODUTOR AGROPECUÁRIO;60001996866.jpeg
Prefeito;44;60002037606;FÉLIX SÉRGIO ARAÚJO;FÉLIX ARAÚJO;UNIÃO;NÃO ELEITO;MASCULINO;VEREADOR;60002037606.jpg
Vereador;11000;60002158387;FRANCISCO DE SOUSA PEREIRA;REGIS DO TAXI;PP;SUPLENTE;MASCULINO;OUTROS;60002158387.jpg
Vereador;11111;60002158379;MARIA DE NAZARE ALVES BORGES;NAZARE BORGES;PP;SUPLENTE;FEMININO;VEREADOR;60002158379.jpg
Vereador;11222;60002158378;ANTONIO LEONARDO MACIEL DA SILVA;LEO BOIADEIRO;PP;ELEITO POR QP;MASCULINO;OUTROS;60002158378.jpg
Vereador;11234;60002158384;JOYCE SIMAO DA SILVA ARAUJO;JOYCE DO DEDIM;PP;SUPLENTE;FEMININO;OUTROS;60002158384.jpg
Vereador;11333;60002158385;FRANCISCO ALCIONE ROMUALDO SILVA;ALCIO;PP;SUPLENTE;MASCULINO;ANALISTA DE SISTEMAS;60002158385.jpg
Vereador;11444;60002158382;CELSO RIBEIRO DA COSTA;THEO CELL;PP;ELEITO POR QP;MASCULINO;OUTROS;60002158382.jpg
Vereador;11456;60002158381;JOSENIAS EVANGELISTA DE ABREU;ABREU DE CAPISTRANO;PP;SUPLENTE;MASCULINO;APOSENTADO (EXCETO SERVIDOR PÚBLICO);60002158381.jpg
Vereador;11555;60002158386;MARIA SUZENE HENRIQUE DOS SANTOS;SUZY;PP;SUPLENTE;FEMININO;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);60002158386.jpg
Vereador;11777;60002158380;MICHELE DE RESENDE LIMA;MICHELE RESENDE;PP;SUPLENTE;FEMININO;EMPRESÁRIO;60002158380.jpg
Vereador;11789;60002158383;FRANCISCO WARNEY BARROS;WARNEY BARROS;PP;ELEITO POR MÉDIA;MASCULINO;ADVOGADO;60002158383.jpg
Vereador;11888;60002158377;FRANCISCO ANTONIO ABREU VASCONCELOS;TOINHO ABREU;PP;SUPLENTE;MASCULINO;AGRICULTOR;60002158377.jpg
Vereador;12000;60002028420;JOEL DA SILVA MORAIS;DELEGADO JOEL MORAIS;PDT;SUPLENTE;MASCULINO;POLICIAL CIVIL;60002028420.jpg
Vereador;12111;60002028422;FRANCISCA VALDENIA FREITAS JULIAO;VALDENIA FREITAS;PDT;SUPLENTE;FEMININO;COMERCIANTE;60002028422.jpg
