cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;13;60002225412;LIGIA MARIA BENEVINUTO DE SOUSA PROTASIO;DRA LÍGIA PROTÁSIO;PT;NÃO ELEITO;FEMININO;MÉDICO;60002225412.jpg
Prefeito;15;60002028872;TOMÁS ANTÔNIO ALBUQUERQUE DE PAULA PESSOA;TOMÁS FIGUEIREDO;MDB;NÃO ELEITO;MASCULINO;OUTROS;60002028872.jpg
Prefeito;30;60002031896;ANTONIO EVELARDO VIEIRA BIÉ;EVELARDO BIÉ;NOVO;NÃO ELEITO;MASCULINO;SERVIDOR PÚBLICO MUNICIPAL;60002031896.jpeg
Prefeito;40;60002527872;JOEL MADEIRA BARROSO;JOEL BARROSO;PSB;ELEITO;MASCULINO;ADMINISTRADOR;60002527872.jpg
Prefeito;44;60002527876;CANDIDA MARIA SARAIVA DE PAULA PESSOA;CANDIDA FIGUEIREDO;UNIÃO;NÃO ELEITO;FEMININO;APOSENTADO (EXCETO SERVIDOR PÚBLICO);60002527876.jpeg
Vereador;10000;60002203669;CLAUDIO GEORGE ALVES MESQUITA;CLAUDIO MESQUITA;REPUBLICANOS;SUPLENTE;MASCULINO;TRABALHADOR DE CONSTRUÇÃO CIVIL;60002203669.jpg
Vereador;10010;60002203672;ISABELE DANDARA LIMA PINHEIRO;DANDARA LIMA;REPUBLICANOS;SUPLENTE;FEMININO;COMERCIÁRIO;60002203672.jpg
Vereador;10111;60002203666;DOMILSON BEZERRA MONTE;DOMILSON MONTE;REPUBLICANOS;SUPLENTE;MASCULINO;ENFERMEIRO;60002203666.jpg
Vereador;10123;60002203667;JOSE ANTONIO LOBO DE OLIVEIRA;ZÉ DO POVO;REPUBLICANOS;SUPLENTE;MASCULINO;EMPRESÁRIO;60002203667.jpg
Vereador;10333;60002203675;VALFRIDO FARIAS MAGALHAES;VALFRIDO ENGENHEIRO DO POVO;REPUBLICANOS;SUPLENTE;MASCULINO;ENGENHEIRO;60002203675.jpeg
Vereador;10444;60002203671;FRANCISCO GUEDES DA SILVA JUNIOR;GUEDES JUNIOR;REPUBLICANOS;SUPLENTE;MASCULINO;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;60002203671.jpg
Vereador;10456;60002203673;THAMYRES ANDRADE DE OLIVEIRA;THAMYRES DO LUCIO DOS GROSSOS;REPUBLICANOS;SUPLENTE;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60002203673.jpg
Vereador;10509;60002203674;ALEX PROTASIO MARINHO;ALEX PROTASIO;REPUBLICANOS;SUPLENTE;MASCULINO;PROFESSOR DE ENSINO FUNDAMENTAL;60002203674.jpg
Vereador;10777;60002203668;DIANA LOURENÇO FRANCO;DIANA FRANCO;REPUBLICANOS;SUPLENTE;FEMININO;OUTROS;60002203668.jpg
Vereador;10888;60002203670;ARLENE EMANUELA MARTINS BARBOSA;DRA EMANUELA BARBOSA;REPUBLICANOS;ELEITO POR QP;FEMININO;ENFERMEIRO;60002203670.jpg
Vereador;11000;60002030528;ANTONIO PEREIRA MATOS NETO;IRMÃO PEREIRA;PP;SUPLENTE;MASCULINO;PROFESSOR DE ENSINO FUNDAMENTAL;60002030528.jpg
Vereador;11100;60002030526;JADER CURIS BRAGA RODRIGUES;JADER BRAGA;PP;SUPLENTE;MASCULINO;AGENTE ADMINISTRATIVO;60002030526.jpeg
Vereador;11111;60002030530;CESARIO RODRIGUES VASCONCELOS JUNIOR;CESARIO JUNIOR;PP;ELEITO POR QP;MASCULINO;COMERCIANTE;60002030530.jpg
