zona;secao;cargo;numero;votos
15;324;6;4447;2
15;297;6;1333;1
15;293;6;2277;4
15;233;6;1234;4
15;284;6;1285;1
15;272;6;5588;10
15;279;7;12333;10
15;305;7;70852;1
15;304;5;131;103
15;240;5;95;8
15;259;6;6565;1
15;231;7;22888;1
15;323;6;1322;1
15;233;6;1188;43
15;306;6;6565;1
15;319;7;95;6
15;231;7;55333;82
15;296;7;22777;5
15;302;7;12;1
15;269;7;96;6
15;306;6;1333;2
15;248;6;13;2
15;248;6;15;1
15;248;7;11;3
15;248;7;13;2
15;248;7;22;2
15;248;7;55;1
15;304;6;11;1
15;304;6;12;4
15;304;6;18;2
15;304;7;11;2
15;304;7;12;1
15;304;7;13;3
15;304;7;15;2
15;304;7;33;2
15;304;7;55;1
15;230;6;2222;5
15;235;6;5511;7
15;291;7;13222;1
15;279;5;700;16
15;272;7;55555;1
15;307;7;12555;11
15;240;6;1099;1
15;245;6;2244;2
15;239;7;14;1
15;239;7;55;2
15;239;7;70;2
15;279;6;1313;1
15;299;6;2211;3
15;271;6;1188;12
15;240;7;22678;1
15;264;7;22777;5
15;250;7;22777;5
15;238;7;55333;109
15;262;6;96;8
15;235;5;555;84
15;230;5;555;37
15;249;7;15222;1
15;239;5;131;108
15;306;6;1313;2
15;285;6;5533;3
15;248;6;5522;1
15;248;6;95;8
15;243;7;44888;1
15;238;6;4445;1
15;295;6;2211;2
15;243;6;1333;1
15;270;5;131;153
15;249;7;33200;1
15;319;7;55333;156
15;231;6;2211;1
15;305;6;2233;3
15;297;7;96;4
15;291;6;5533;2
15;239;6;5500;1
15;259;7;33200;1
15;232;7;95;1
15;317;7;22022;1
15;300;5;700;5
15;250;6;1123;2
15;264;6;1123;1
15;285;5;95;8
15;261;7;12555;69
15;232;5;96;7
15;245;7;12100;1
15;237;6;4477;1
15;280;7;55888;2
15;260;6;5007;1
15;260;7;12333;8
15;262;7;12333;6
15;313;7;13;13
15;313;7;15;2
15;229;6;1533;1
15;268;7;12333;1
15;301;6;2201;3
15;236;7;22222;1
15;236;7;44190;1
15;265;6;1313;1
15;316;5;96;19
15;232;7;22777;1
15;272;6;5555;34
15;291;6;1599;1
15;314;5;700;4
15;271;6;5013;2
15;321;6;2288;2
15;271;5;131;54
15;251;5;700;38
15;250;7;22678;1
15;237;7;70;2
15;292;7;65013;1
15;304;7;12333;3
15;280;6;1522;1
15;267;6;4488;2
15;236;7;44447;4
15;236;7;70456;1
15;323;7;22777;2
15;301;6;1234;24
15;315;6;5001;1
15;307;6;2210;1
15;243;5;700;13
15;316;7;45111;1
15;277;6;1233;1
15;277;7;70345;2
15;243;6;2222;4
15;323;3;13;57
15;323;6;1533;2
15;299;7;13;7
15;299;7;14;1
15;299;7;45;1
15;299;7;55;9
15;299;6;12;1
15;299;6;15;1
15;299;6;18;1
15;299;6;45;1
15;299;6;55;3
15;237;6;4441;3
15;280;6;5555;21
15;249;6;1213;8
15;292;6;2244;1
15;298;6;4406;1
15;266;6;5588;24
15;284;7;55555;1
15;230;6;4555;1
15;265;7;55333;79
15;237;7;22777;3
15;237;7;44020;1
15;237;7;96;4
15;267;6;1100;1
15;232;7;13333;2
15;245;6;1522;1
15;296;6;2299;1
15;297;7;13456;1
15;297;7;15888;4
15;303;7;96;1
15;279;6;5511;2
15;267;6;1322;3
15;234;6;5533;4
15;293;6;1111;1
15;294;6;4456;1
15;280;7;15123;4
15;304;7;13333;23
15;231;6;2201;1
15;260;6;1188;77
15;304;6;1188;50
15;237;6;1322;2
15;280;3;13;79
15;261;7;96;4
15;234;6;1221;1
15;237;6;2323;2
15;229;7;13456;2
15;229;7;15888;1
15;316;6;5533;1
15;313;6;1234;2
15;323;6;4410;1
15;270;6;1188;43
15;297;6;5533;4
15;285;6;1520;1
15;300;5;96;6
15;305;5;700;13
15;299;6;1122;2
15;307;3;13;136
15;237;6;95;4
15;232;6;13;2
15;232;6;55;1
15;232;7;13;3
15;232;7;55;1
15;265;6;2277;3
15;292;6;5567;1
15;316;6;95;11
15;302;6;1188;8
15;240;6;1221;1
15;265;6;1234;22
15;313;6;2244;2
15;293;7;15888;1
15;277;7;12555;31
15;297;3;12;32
15;293;5;95;8
15;248;3;13;75
15;237;6;1213;10
15;279;6;2277;3
15;303;5;96;10
15;229;3;96;3
15;319;7;55555;1
15;304;7;50013;4
15;321;6;5533;1
15;292;7;23333;1
15;273;6;13;1
15;235;6;7040;1
15;277;5;555;26
15;284;6;1322;1
15;281;7;13456;1
15;281;7;15888;6
15;234;6;2244;4
15;299;3;13;94
15;251;7;95;6
15;264;6;4410;1
15;295;6;6565;1
15;251;3;95;6
15;263;7;12555;3
15;261;6;1188;16
15;269;7;12100;1
15;243;3;44;23
15;299;6;1155;1
15;317;6;1213;2
15;301;5;96;9
15;251;3;96;10
15;248;6;1333;2
15;242;6;2201;2
15;303;6;5588;20
15;298;6;5588;11
15;259;6;11;2
15;259;6;12;3
15;259;6;13;1
15;301;6;5555;68
15;266;6;1234;20
15;234;6;2277;5
15;271;6;1234;24
15;304;7;95;1
15;251;6;1111;1
15;234;6;2222;6
15;266;7;12114;1
15;319;6;11;1
15;279;6;5555;19
15;238;5;96;12
15;267;7;13333;21
15;270;7;13333;21
15;304;6;4456;1
15;243;5;131;56
15;269;7;13234;3
15;268;3;12;28
15;281;7;55555;1
15;324;5;95;12
15;314;7;55333;38
15;259;6;4003;1
15;324;6;2277;2
15;242;7;55333;114
15;270;6;95;10
15;314;6;1522;2
15;284;6;4488;2
15;271;6;1333;1
15;271;6;2211;4
15;306;6;2244;1
15;301;6;96;2
15;307;5;95;6
15;272;7;12555;22
15;261;6;5555;57
15;249;7;13131;1
15;267;6;96;2
15;293;6;13;5
15;293;6;55;1
15;293;7;13;5
15;293;7;44;1
15;316;3;44;23
15;251;6;1299;1
15;273;6;95;5
15;235;6;5588;24
15;268;7;44027;1
15;229;5;95;3
15;250;6;96;6
15;234;7;15123;9
15;284;6;2211;3
15;262;6;4444;5
15;297;7;12333;16
15;317;3;95;3
15;316;3;96;11
15;241;7;65013;1
15;300;3;13;104
15;319;6;5500;4
15;261;6;4447;1
15;245;6;96;4
15;233;3;12;43
15;303;6;2222;2
15;240;7;12555;30
15;315;6;1292;1
15;318;7;13456;2
15;298;6;1520;1
15;319;6;2277;6
15;321;7;22777;5
15;228;5;96;11
15;314;6;11;2
15;259;6;5511;4
15;301;6;1255;1
15;250;5;700;37
15;305;5;96;15
15;316;7;14400;1
15;305;6;1188;44
15;232;6;1188;41
15;319;6;1122;2
15;241;3;95;8
15;281;6;1299;1
15;324;5;700;24
15;238;3;96;5
15;249;7;70007;1
15;321;7;12555;30
15;300;6;96;1
15;267;3;12;34
15;317;7;13333;2
15;269;6;5555;34
15;233;6;2211;1
15;264;7;55333;100
15;290;6;95;5
15;235;6;1221;1
15;271;7;50500;2
15;318;7;13222;2
15;315;6;5533;4
15;270;6;1111;1
15;240;6;5555;60
15;305;3;13;123
15;250;7;22200;2
15;250;7;33000;1
15;312;7;44123;1
15;235;6;4444;1
15;233;6;1522;1
15;232;7;11444;2
15;297;6;2200;1
15;303;6;1234;25
15;237;6;5500;2
15;292;6;5533;3
15;285;3;95;8
15;241;6;2244;3
15;285;6;1123;1
15;239;6;1122;1
15;250;6;1323;1
15;249;6;2211;4
15;267;7;12555;29
15;236;6;1188;47
15;323;6;5013;1
15;304;3;96;3
15;265;6;1133;1
15;312;7;13777;1
15;281;7;95;18
15;324;6;4406;1
15;292;6;5555;99
15;235;7;13333;9
15;297;6;1233;1
15;243;7;15123;4
15;242;6;2244;3
15;315;6;95;5
15;239;6;2211;4
15;307;7;12333;9
15;242;6;2200;1
15;238;6;1322;2
15;260;6;1292;1
15;251;7;13333;4
15;279;7;55555;1
15;295;6;4456;23
15;295;7;15123;24
15;233;6;4490;1
15;323;5;95;5
15;228;7;22022;1
15;290;6;5533;1
15;298;7;13333;10
15;248;6;1123;1
15;296;6;96;2
15;272;5;131;105
15;285;6;1322;1
15;306;6;1188;32
15;315;6;5567;1
15;236;3;12;65
15;240;6;5567;1
15;312;7;13131;1
15;324;7;12333;9
15;317;6;1010;1
15;317;6;4456;1
15;296;7;13333;6
15;294;6;1234;22
15;301;6;1188;29
15;260;6;1234;7
15;237;7;70123;1
15;260;7;22022;1
15;318;7;12500;1
15;262;6;1255;1
15;277;6;4406;1
15;242;7;12555;26
15;305;7;55333;99
15;292;3;13;87
15;245;6;4003;1
15;317;5;95;5
15;307;7;13456;1
15;307;7;15888;2
15;323;7;13333;3
15;234;6;13;1
15;234;7;11;3
15;313;6;5533;1
15;281;6;1122;2
15;231;6;1111;1
15;231;7;95;3
15;295;5;700;29
15;318;7;95;3
15;291;3;13;110
15;235;7;22777;9
15;280;6;4488;2
15;248;7;96;3
15;230;7;14190;1
15;277;6;2222;2
15;312;5;131;74
15;284;7;44789;6
15;262;6;1113;1
15;318;6;1292;1
15;238;6;5055;1
15;306;3;95;5
15;307;6;1123;1
15;317;6;1333;1
15;250;7;45111;1
15;240;6;2244;2
15;295;3;95;8
15;263;3;44;15
15;277;7;22111;1
15;294;6;2222;1
15;228;3;96;8
15;230;6;2277;12
15;316;7;12333;2
15;273;6;1520;6
15;228;7;55111;1
15;232;6;4456;1
15;297;7;15122;1
15;235;6;5500;8
15;299;7;44447;2
15;237;6;1292;3
15;316;6;4441;1
15;237;7;13;2
15;237;7;19;1
15;237;7;22;1
15;237;7;55;1
15;312;6;5511;4
15;259;6;1214;1
15;265;3;12;29
15;295;3;96;12
15;284;6;1123;2
15;233;7;12555;17
15;261;3;12;43
15;228;6;1313;1
15;312;6;2277;1
15;232;3;96;6
15;260;5;700;27
15;285;6;95;11
15;315;6;1333;2
15;248;7;55333;109
15;228;6;4444;1
15;260;6;1213;14
15;233;7;50777;1
15;236;7;33222;1
15;236;6;1299;8
15;228;7;65013;1
15;290;7;55333;134
15;239;7;12333;13
15;237;6;1188;50
15;299;7;55333;91
