Tribunal Regional Eleitoral do Ceará
Secretaria de Tecnologia da Informação
Resultados Eleitorais - Eleições Gerais 2022 - 1º Turno - 02/10/2022
Dados gerados em 22/10/2022 11:55:44 sujeitos a alterações

RESULTADO POR SEÇÃO - BOLETINS DAS URNAS

Município;Zona;Seção;Seções Agregadas;Cargo;Número;Nome para Urna;Votos;Partido;Partido/Federação/Coligação
PARAIPABA;109;146; ;Deputado Estadual;44888;DR. OSCAR RODRIGUES;10;UNIÃO;UNIÃO
PARAIPABA;109;146; ;Deputado Estadual;45000;JORGE PINHEIRO;1;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;146; ;Deputado Estadual;45123;EMILIA PESSOA;2;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;146; ;Deputado Estadual;45413;ORTUAM FIDELES;2;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;146; ;Deputado Estadual;50500;RENATO ROSENO;3;PSOL;(PSOL/REDE)
PARAIPABA;109;146; ;Deputado Estadual;55011;APOLLO VICZ;1;PSD;PSD
PARAIPABA;109;146; ;Deputado Estadual;55234;DR. LUCÍLVIO GIRÃO;5;PSD;PSD
PARAIPABA;109;146; ;Deputado Estadual;55555;GABRIELLA AGUIAR;3;PSD;PSD
PARAIPABA;109;146; ;Deputado Estadual;65013;PROFESSOR ANÍZIO;4;PC do B;(PT/PC do B/PV)
PARAIPABA;109;146; ;Deputado Estadual;65234;CACIKA IRÊ;3;PC do B;(PT/PC do B/PV)
PARAIPABA;109;146; ;Deputado Estadual;70000;TAM DE OLIVEIRA;2;AVANTE;AVANTE
PARAIPABA;109;146; ;Deputado Estadual;70123;TOMAZ HOLANDA;18;AVANTE;AVANTE
PARAIPABA;109;146; ;Deputado Estadual;11;LEGENDA PP;1;PP;PP
PARAIPABA;109;146; ;Deputado Estadual;12;LEGENDA PDT;3;PDT;PDT
PARAIPABA;109;146; ;Deputado Estadual;13;LEGENDA PT;7;PT;PT
PARAIPABA;109;146; ;Deputado Estadual;40;LEGENDA PSB;1;PSB;PSB
PARAIPABA;109;146; ;Deputado Estadual;65;LEGENDA PC do B;1;PC do B;PC do B
PARAIPABA;109;146; ;Deputado Estadual;70;LEGENDA AVANTE;1;AVANTE;AVANTE
PARAIPABA;109;146; ;Deputado Estadual;95;BRANCOS;8; ; 
PARAIPABA;109;146; ;Deputado Estadual;96;NULOS;8; ; 
PARAIPABA;109;147; ;Presidente;12;CIRO GOMES;13;PDT;PDT
PARAIPABA;109;147; ;Presidente;13;LULA;183;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
PARAIPABA;109;147; ;Presidente;15;SIMONE TEBET;3;MDB;MDB, (PSDB/CIDADANIA), PODE
PARAIPABA;109;147; ;Presidente;22;JAIR BOLSONARO;81;PL;PP, REPUBLICANOS, PL
PARAIPABA;109;147; ;Presidente;44;SORAYA THRONICKE;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Presidente;95;BRANCOS;0; ; 
PARAIPABA;109;147; ;Presidente;96;NULOS;2; ; 
PARAIPABA;109;147; ;Governador;12;ROBERTO CLÁUDIO;11;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
PARAIPABA;109;147; ;Governador;13;ELMANO DE FREITAS;161;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
PARAIPABA;109;147; ;Governador;44;CAPITÃO WAGNER;91;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
PARAIPABA;109;147; ;Governador;95;BRANCOS;5; ; 
PARAIPABA;109;147; ;Governador;96;NULOS;15; ; 
PARAIPABA;109;147; ;Senador;131;CAMILO;177;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
PARAIPABA;109;147; ;Senador;160;CARLOS SILVA;1;PSTU;PSTU
PARAIPABA;109;147; ;Senador;555;ERIKA AMORIM;3;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
PARAIPABA;109;147; ;Senador;700;KAMILA CARDOSO;77;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
PARAIPABA;109;147; ;Senador;95;BRANCOS;10; ; 
PARAIPABA;109;147; ;Senador;96;NULOS;15; ; 
PARAIPABA;109;147; ;Deputado Federal;1111;AJ ALBUQUERQUE;2;PP;PP
PARAIPABA;109;147; ;Deputado Federal;1213;IDILVAN;34;PDT;PDT
PARAIPABA;109;147; ;Deputado Federal;1214;EDUARDO BISMARCK;8;PDT;PDT
PARAIPABA;109;147; ;Deputado Federal;1292;ENFERMEIRA ANA PAULA;2;PDT;PDT
PARAIPABA;109;147; ;Deputado Federal;1311;LOURDINHA FELIX;1;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Federal;1313;LUIZIANNE LINS;22;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Federal;1322;GUIMARÃES DO PT;2;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Federal;1533;EUNÍCIO;1;MDB;MDB
PARAIPABA;109;147; ;Deputado Federal;1580;CÍCERO ANIMAL DAS PISTAS;1;MDB;MDB
PARAIPABA;109;147; ;Deputado Federal;2200;DRA. MAYRA PINHEIRO;5;PL;PL
PARAIPABA;109;147; ;Deputado Federal;2210;CORONEL AGINALDO;4;PL;PL
PARAIPABA;109;147; ;Deputado Federal;2211;YURY DO PAREDÃO;5;PL;PL
PARAIPABA;109;147; ;Deputado Federal;2222;ANDRÉ FERNANDES;12;PL;PL
PARAIPABA;109;147; ;Deputado Federal;2244;TADEU OLIVEIRA;1;PL;PL
PARAIPABA;109;147; ;Deputado Federal;2277;DR JAZIEL;9;PL;PL
PARAIPABA;109;147; ;Deputado Federal;2288;PRISCILA COSTA;3;PL;PL
PARAIPABA;109;147; ;Deputado Federal;2299;MATHEUS NORONHA;21;PL;PL
PARAIPABA;109;147; ;Deputado Federal;4400;LUIZ CARLOS JR;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Federal;4410;CARLOS MATOS;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Federal;4444;HEITOR FREIRE;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Federal;4445;DAMIÃO TENORIO;11;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Federal;4447;DANILO FORTE;8;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Federal;4455;VAIDON OLIVEIRA;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Federal;4456;DAYANY DO CAPITÃO;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Federal;4477;FERNANDA PESSOA;6;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Federal;4488;MOSES RODRIGUES;12;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Federal;5007;MAYA ELIZ;1;PSOL;(PSOL/REDE)
PARAIPABA;109;147; ;Deputado Federal;5055;GABRIEL BIOLOGIA;4;PSOL;(PSOL/REDE)
PARAIPABA;109;147; ;Deputado Federal;5511;CÉLIO STUDART;4;PSD;PSD
PARAIPABA;109;147; ;Deputado Federal;5533;LUIZ GASTÃO;4;PSD;PSD
PARAIPABA;109;147; ;Deputado Federal;5555;DOMINGOS NETO;68;PSD;PSD
PARAIPABA;109;147; ;Deputado Federal;5588;ELIANE BRAZ;1;PSD;PSD
PARAIPABA;109;147; ;Deputado Federal;6513;HELENA FERNANDES;1;PC do B;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Federal;6565;INÁCIO ARRUDA;4;PC do B;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Federal;13;LEGENDA PT;2;PT;PT
PARAIPABA;109;147; ;Deputado Federal;15;LEGENDA MDB;1;MDB;MDB
PARAIPABA;109;147; ;Deputado Federal;44;LEGENDA UNIÃO;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Federal;95;BRANCOS;8; ; 
PARAIPABA;109;147; ;Deputado Federal;96;NULOS;9; ; 
PARAIPABA;109;147; ;Deputado Estadual;11111;ZEZINHO ALBUQUERQUE;1;PP;PP
PARAIPABA;109;147; ;Deputado Estadual;11113;ALMIR BIÉ;15;PP;PP
PARAIPABA;109;147; ;Deputado Estadual;11444;LEONARDO PINHEIRO;2;PP;PP
PARAIPABA;109;147; ;Deputado Estadual;12123;CLÁUDIO PINHO;5;PDT;PDT
PARAIPABA;109;147; ;Deputado Estadual;12127;HELAINE COELHO;22;PDT;PDT
PARAIPABA;109;147; ;Deputado Estadual;12144;GUILHERME BISMARCK;1;PDT;PDT
PARAIPABA;109;147; ;Deputado Estadual;13100;LILIANE;3;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;13123;MISSIAS DO MST;7;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;13130;PROFESSORA TERESINHA;2;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;13131;MARI LACERDA;1;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;13132;ACRISIO SENA;11;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;13133;LARISSA GASPAR;1;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;13234;GUILHERME SAMPAIO;6;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;13456;DE ASSIS DINIZ;1;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;13555;JULIANA LUCENA;1;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;13777;NIZO ;1;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;13789;JULINHO;4;PT;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;15789;CLÁUDIO MENEZES;1;MDB;MDB
PARAIPABA;109;147; ;Deputado Estadual;22022;CARMELO NETO;13;PL;PL
PARAIPABA;109;147; ;Deputado Estadual;22222;PR.ALCIDES FERNANDES;9;PL;PL
PARAIPABA;109;147; ;Deputado Estadual;22555;MARTA GONÇALVES;58;PL;PL
PARAIPABA;109;147; ;Deputado Estadual;22777;DRA SILVANA;6;PL;PL
PARAIPABA;109;147; ;Deputado Estadual;23192;MARTINHA - A SAÚDE RESISTE;2;CIDADANIA;(PSDB/CIDADANIA)
PARAIPABA;109;147; ;Deputado Estadual;30000;DR. ISAQUE RABELO;1;NOVO;NOVO
PARAIPABA;109;147; ;Deputado Estadual;40101;WILSON SAMPAIO;6;PSB;PSB
PARAIPABA;109;147; ;Deputado Estadual;43222;REGINALDO CASTRO;1;PV;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;44044;MARGARIDAMORORO CEARAPARATODOS;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Estadual;44123;TONY BRITO;7;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Estadual;44556;PRISCILA ROCHA;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Estadual;44567;MAGNOLIA ROCHA;7;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Estadual;44776;NICOLLE BARBOSA;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Estadual;44777;FIRMO CAMURÇA;2;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Estadual;44888;DR. OSCAR RODRIGUES;10;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Estadual;44900;JÚ DA HOBBY CENTER;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Estadual;45000;JORGE PINHEIRO;1;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;147; ;Deputado Estadual;45123;EMILIA PESSOA;2;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;147; ;Deputado Estadual;50500;RENATO ROSENO;5;PSOL;(PSOL/REDE)
PARAIPABA;109;147; ;Deputado Estadual;55011;APOLLO VICZ;1;PSD;PSD
PARAIPABA;109;147; ;Deputado Estadual;55234;DR. LUCÍLVIO GIRÃO;2;PSD;PSD
PARAIPABA;109;147; ;Deputado Estadual;55555;GABRIELLA AGUIAR;1;PSD;PSD
PARAIPABA;109;147; ;Deputado Estadual;55678;DEP FERNANDO HUGO - DR HUGO;1;PSD;PSD
PARAIPABA;109;147; ;Deputado Estadual;65013;PROFESSOR ANÍZIO;5;PC do B;(PT/PC do B/PV)
PARAIPABA;109;147; ;Deputado Estadual;70000;TAM DE OLIVEIRA;1;AVANTE;AVANTE
PARAIPABA;109;147; ;Deputado Estadual;70123;TOMAZ HOLANDA;11;AVANTE;AVANTE
PARAIPABA;109;147; ;Deputado Estadual;11;LEGENDA PP;1;PP;PP
PARAIPABA;109;147; ;Deputado Estadual;12;LEGENDA PDT;3;PDT;PDT
PARAIPABA;109;147; ;Deputado Estadual;13;LEGENDA PT;11;PT;PT
PARAIPABA;109;147; ;Deputado Estadual;22;LEGENDA PL;2;PL;PL
PARAIPABA;109;147; ;Deputado Estadual;23;LEGENDA CIDADANIA;1;CIDADANIA;CIDADANIA
PARAIPABA;109;147; ;Deputado Estadual;44;LEGENDA UNIÃO;1;UNIÃO;UNIÃO
PARAIPABA;109;147; ;Deputado Estadual;55;LEGENDA PSD;2;PSD;PSD
PARAIPABA;109;147; ;Deputado Estadual;70;LEGENDA AVANTE;2;AVANTE;AVANTE
PARAIPABA;109;147; ;Deputado Estadual;95;BRANCOS;12; ; 
PARAIPABA;109;147; ;Deputado Estadual;96;NULOS;7; ; 
PARAIPABA;109;148; ;Presidente;12;CIRO GOMES;13;PDT;PDT
PARAIPABA;109;148; ;Presidente;13;LULA;168;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
PARAIPABA;109;148; ;Presidente;15;SIMONE TEBET;8;MDB;MDB, (PSDB/CIDADANIA), PODE
PARAIPABA;109;148; ;Presidente;22;JAIR BOLSONARO;92;PL;PP, REPUBLICANOS, PL
PARAIPABA;109;148; ;Presidente;44;SORAYA THRONICKE;1;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Presidente;95;BRANCOS;4; ; 
PARAIPABA;109;148; ;Presidente;96;NULOS;1; ; 
PARAIPABA;109;148; ;Governador;12;ROBERTO CLÁUDIO;11;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
PARAIPABA;109;148; ;Governador;13;ELMANO DE FREITAS;143;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
PARAIPABA;109;148; ;Governador;44;CAPITÃO WAGNER;110;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
PARAIPABA;109;148; ;Governador;95;BRANCOS;8; ; 
PARAIPABA;109;148; ;Governador;96;NULOS;15; ; 
PARAIPABA;109;148; ;Senador;131;CAMILO;171;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
PARAIPABA;109;148; ;Senador;555;ERIKA AMORIM;7;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
PARAIPABA;109;148; ;Senador;700;KAMILA CARDOSO;78;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
PARAIPABA;109;148; ;Senador;95;BRANCOS;12; ; 
PARAIPABA;109;148; ;Senador;96;NULOS;19; ; 
PARAIPABA;109;148; ;Deputado Federal;1000;BISPA VANESSA LIMA;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;148; ;Deputado Federal;1010;RONALDO MARTINS;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;148; ;Deputado Federal;1111;AJ ALBUQUERQUE;1;PP;PP
PARAIPABA;109;148; ;Deputado Federal;1212;LEÔNIDAS CRISTINO;1;PDT;PDT
PARAIPABA;109;148; ;Deputado Federal;1213;IDILVAN;18;PDT;PDT
PARAIPABA;109;148; ;Deputado Federal;1214;EDUARDO BISMARCK;15;PDT;PDT
PARAIPABA;109;148; ;Deputado Federal;1221;MAURO FILHO;2;PDT;PDT
PARAIPABA;109;148; ;Deputado Federal;1233;ROBÉRIO MONTEIRO;3;PDT;PDT
PARAIPABA;109;148; ;Deputado Federal;1277;ADAIL JR;1;PDT;PDT
PARAIPABA;109;148; ;Deputado Federal;1292;ENFERMEIRA ANA PAULA;3;PDT;PDT
PARAIPABA;109;148; ;Deputado Federal;1299;DR NILSON DINIZ;1;PDT;PDT
PARAIPABA;109;148; ;Deputado Federal;1313;LUIZIANNE LINS;4;PT;(PT/PC do B/PV)
PARAIPABA;109;148; ;Deputado Federal;1322;GUIMARÃES DO PT;1;PT;(PT/PC do B/PV)
PARAIPABA;109;148; ;Deputado Federal;1447;ILTON DE CASTRO;1;PTB;PTB
PARAIPABA;109;148; ;Deputado Federal;1533;EUNÍCIO;1;MDB;MDB
PARAIPABA;109;148; ;Deputado Federal;2012;ISRAEL FROTA;1;PSC;PSC
PARAIPABA;109;148; ;Deputado Federal;2201;DELEGADO CAVALCANTE;3;PL;PL
PARAIPABA;109;148; ;Deputado Federal;2210;CORONEL AGINALDO;1;PL;PL
PARAIPABA;109;148; ;Deputado Federal;2211;YURY DO PAREDÃO;1;PL;PL
PARAIPABA;109;148; ;Deputado Federal;2222;ANDRÉ FERNANDES;7;PL;PL
PARAIPABA;109;148; ;Deputado Federal;2255;JÚNIOR MANO;1;PL;PL
PARAIPABA;109;148; ;Deputado Federal;2277;DR JAZIEL;16;PL;PL
PARAIPABA;109;148; ;Deputado Federal;2288;PRISCILA COSTA;1;PL;PL
PARAIPABA;109;148; ;Deputado Federal;2299;MATHEUS NORONHA;31;PL;PL
PARAIPABA;109;148; ;Deputado Federal;4410;CARLOS MATOS;1;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Federal;4433;DR. AGRIPINO MAGALHÃES;1;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Federal;4444;HEITOR FREIRE;2;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Federal;4447;DANILO FORTE;5;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Federal;4456;DAYANY DO CAPITÃO;3;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Federal;4477;FERNANDA PESSOA;19;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Federal;4488;MOSES RODRIGUES;7;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Federal;4490;SOLDADO NOELIO;1;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Federal;5500;NAUMI AMORIM;1;PSD;PSD
PARAIPABA;109;148; ;Deputado Federal;5511;CÉLIO STUDART;1;PSD;PSD
PARAIPABA;109;148; ;Deputado Federal;5533;LUIZ GASTÃO;3;PSD;PSD
PARAIPABA;109;148; ;Deputado Federal;5555;DOMINGOS NETO;100;PSD;PSD
PARAIPABA;109;148; ;Deputado Federal;6565;INÁCIO ARRUDA;7;PC do B;(PT/PC do B/PV)
PARAIPABA;109;148; ;Deputado Federal;12;LEGENDA PDT;1;PDT;PDT
PARAIPABA;109;148; ;Deputado Federal;13;LEGENDA PT;4;PT;PT
PARAIPABA;109;148; ;Deputado Federal;65;LEGENDA PC do B;1;PC do B;PC do B
PARAIPABA;109;148; ;Deputado Federal;95;BRANCOS;9; ; 
PARAIPABA;109;148; ;Deputado Federal;96;NULOS;5; ; 
PARAIPABA;109;148; ;Deputado Estadual;10000;APÓSTOLO LUIZ HENRIQUE;2;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;148; ;Deputado Estadual;10123;DAVID DURAND;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;148; ;Deputado Estadual;11113;ALMIR BIÉ;25;PP;PP
PARAIPABA;109;148; ;Deputado Estadual;12100;ANTONIO GRANJA;2;PDT;PDT
PARAIPABA;109;148; ;Deputado Estadual;12123;CLÁUDIO PINHO;8;PDT;PDT
PARAIPABA;109;148; ;Deputado Estadual;12127;HELAINE COELHO;27;PDT;PDT
PARAIPABA;109;148; ;Deputado Estadual;12300;QUEIROZ FILHO;1;PDT;PDT
PARAIPABA;109;148; ;Deputado Estadual;13132;ACRISIO SENA;4;PT;(PT/PC do B/PV)
PARAIPABA;109;148; ;Deputado Estadual;13258;JÔ FARIAS;1;PT;(PT/PC do B/PV)
PARAIPABA;109;148; ;Deputado Estadual;13333;MOISES BRAZ;2;PT;(PT/PC do B/PV)
PARAIPABA;109;148; ;Deputado Estadual;13456;DE ASSIS DINIZ;1;PT;(PT/PC do B/PV)
PARAIPABA;109;148; ;Deputado Estadual;13789;JULINHO;3;PT;(PT/PC do B/PV)
PARAIPABA;109;148; ;Deputado Estadual;15115;CARLOS BANDEIRA;1;MDB;MDB
PARAIPABA;109;148; ;Deputado Estadual;15888;AGENOR NETO;1;MDB;MDB
PARAIPABA;109;148; ;Deputado Estadual;22010;BEZERRA DE MENESES;1;PL;PL
PARAIPABA;109;148; ;Deputado Estadual;22022;CARMELO NETO;2;PL;PL
PARAIPABA;109;148; ;Deputado Estadual;22222;PR.ALCIDES FERNANDES;1;PL;PL
PARAIPABA;109;148; ;Deputado Estadual;22555;MARTA GONÇALVES;88;PL;PL
PARAIPABA;109;148; ;Deputado Estadual;22777;DRA SILVANA;18;PL;PL
PARAIPABA;109;148; ;Deputado Estadual;23192;MARTINHA - A SAÚDE RESISTE;2;CIDADANIA;(PSDB/CIDADANIA)
PARAIPABA;109;148; ;Deputado Estadual;33033;ALYSSON LIMA;1;PMN;PMN
PARAIPABA;109;148; ;Deputado Estadual;43640;WALTER CAVALCANTE;1;PV;(PT/PC do B/PV)
PARAIPABA;109;148; ;Deputado Estadual;44190;SARGENTO REGINAURO;1;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Estadual;44244;JULIANA DUARTE;1;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Estadual;44567;MAGNOLIA ROCHA;7;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Estadual;44777;FIRMO CAMURÇA;11;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Estadual;44888;DR. OSCAR RODRIGUES;4;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Estadual;45111;GORDIM ARAUJO;1;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;148; ;Deputado Estadual;45333;DIEGO BARRETO;1;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;148; ;Deputado Estadual;45555;VIANEY DO VALE;1;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;148; ;Deputado Estadual;50500;RENATO ROSENO;2;PSOL;(PSOL/REDE)
PARAIPABA;109;148; ;Deputado Estadual;55555;GABRIELLA AGUIAR;1;PSD;PSD
PARAIPABA;109;148; ;Deputado Estadual;65234;CACIKA IRÊ;4;PC do B;(PT/PC do B/PV)
PARAIPABA;109;148; ;Deputado Estadual;70000;TAM DE OLIVEIRA;1;AVANTE;AVANTE
PARAIPABA;109;148; ;Deputado Estadual;70111;AUGUSTO ARAGÃO;1;AVANTE;AVANTE
PARAIPABA;109;148; ;Deputado Estadual;70123;TOMAZ HOLANDA;9;AVANTE;AVANTE
PARAIPABA;109;148; ;Deputado Estadual;70222;STUART CASTRO;10;AVANTE;AVANTE
PARAIPABA;109;148; ;Deputado Estadual;70456;DUCA;4;AVANTE;AVANTE
PARAIPABA;109;148; ;Deputado Estadual;10;LEGENDA REPUBLICANOS;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;148; ;Deputado Estadual;12;LEGENDA PDT;1;PDT;PDT
PARAIPABA;109;148; ;Deputado Estadual;13;LEGENDA PT;7;PT;PT
PARAIPABA;109;148; ;Deputado Estadual;22;LEGENDA PL;3;PL;PL
PARAIPABA;109;148; ;Deputado Estadual;44;LEGENDA UNIÃO;2;UNIÃO;UNIÃO
PARAIPABA;109;148; ;Deputado Estadual;65;LEGENDA PC do B;1;PC do B;PC do B
PARAIPABA;109;148; ;Deputado Estadual;70;LEGENDA AVANTE;5;AVANTE;AVANTE
PARAIPABA;109;148; ;Deputado Estadual;95;BRANCOS;10; ; 
PARAIPABA;109;148; ;Deputado Estadual;96;NULOS;5; ; 
PARAIPABA;109;149; ;Presidente;12;CIRO GOMES;11;PDT;PDT
PARAIPABA;109;149; ;Presidente;13;LULA;189;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
PARAIPABA;109;149; ;Presidente;22;JAIR BOLSONARO;80;PL;PP, REPUBLICANOS, PL
PARAIPABA;109;149; ;Presidente;95;BRANCOS;0; ; 
PARAIPABA;109;149; ;Presidente;96;NULOS;4; ; 
PARAIPABA;109;149; ;Governador;12;ROBERTO CLÁUDIO;14;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
PARAIPABA;109;149; ;Governador;13;ELMANO DE FREITAS;161;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
PARAIPABA;109;149; ;Governador;44;CAPITÃO WAGNER;88;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
PARAIPABA;109;149; ;Governador;95;BRANCOS;4; ; 
PARAIPABA;109;149; ;Governador;96;NULOS;17; ; 
PARAIPABA;109;149; ;Senador;131;CAMILO;181;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
PARAIPABA;109;149; ;Senador;555;ERIKA AMORIM;1;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
PARAIPABA;109;149; ;Senador;700;KAMILA CARDOSO;62;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
PARAIPABA;109;149; ;Senador;95;BRANCOS;6; ; 
PARAIPABA;109;149; ;Senador;96;NULOS;34; ; 
PARAIPABA;109;149; ;Deputado Federal;1000;BISPA VANESSA LIMA;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;149; ;Deputado Federal;1012;DR FELIPE MONTEIRO;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;149; ;Deputado Federal;1023;PASTOR ABRAÃO;2;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;149; ;Deputado Federal;1111;AJ ALBUQUERQUE;4;PP;PP
PARAIPABA;109;149; ;Deputado Federal;1113;ELINETE TORRES;1;PP;PP
PARAIPABA;109;149; ;Deputado Federal;1212;LEÔNIDAS CRISTINO;3;PDT;PDT
PARAIPABA;109;149; ;Deputado Federal;1213;IDILVAN;9;PDT;PDT
PARAIPABA;109;149; ;Deputado Federal;1214;EDUARDO BISMARCK;12;PDT;PDT
PARAIPABA;109;149; ;Deputado Federal;1221;MAURO FILHO;1;PDT;PDT
PARAIPABA;109;149; ;Deputado Federal;1233;ROBÉRIO MONTEIRO;1;PDT;PDT
PARAIPABA;109;149; ;Deputado Federal;1292;ENFERMEIRA ANA PAULA;2;PDT;PDT
PARAIPABA;109;149; ;Deputado Federal;1313;LUIZIANNE LINS;4;PT;(PT/PC do B/PV)
PARAIPABA;109;149; ;Deputado Federal;1447;ILTON DE CASTRO;1;PTB;PTB
PARAIPABA;109;149; ;Deputado Federal;1533;EUNÍCIO;4;MDB;MDB
PARAIPABA;109;149; ;Deputado Federal;2200;DRA. MAYRA PINHEIRO;1;PL;PL
PARAIPABA;109;149; ;Deputado Federal;2210;CORONEL AGINALDO;1;PL;PL
