zona;secao;cod_local;local;endereco;bairro;cep;aptos;agregadas
60;1;1015;EEF JOSE ADONIAS GURGEL DE ALBUQUERQUE;RUA JOAO PAULO II;CENTRO;63560000;335;
60;2;1821;SECRETARIA DE ASSISTENCIA E PROMOCAO SOCIAL;RUA JOSE PAULINO SN;CENTRO;63560000;188;
60;3;1821;SECRETARIA DE ASSISTENCIA E PROMOCAO SOCIAL;RUA JOSE PAULINO SN;CENTRO;63560000;190;
60;4;1821;SECRETARIA DE ASSISTENCIA E PROMOCAO SOCIAL;RUA JOSE PAULINO SN;CENTRO;63560000;185;
60;5;2240;LICEU DE ACOPIARA - DEP.FCO.ALVES SOBRINHO;RUA VICENTE CARLOS PINHEIRO,101;CENTRO;63560000;347;
60;6;2240;LICEU DE ACOPIARA - DEP.FCO.ALVES SOBRINHO;RUA VICENTE CARLOS PINHEIRO,101;CENTRO;63560000;342;
60;7;1295;EEI ANEXO CDI MIGUEL G. DE OLIVEIRA;RUA EDUARDO GURGEL VALENTE S/N;CENTRO;63560000;246;
60;8;1236;EEF CASTRO ALVES;SITIO SOLIDAO;SOLIDAO;63560000;333;
60;9;2160;EEF MONSENHOR FRANCISCO DE ASSIS COUTO;VILA DE EBROM;DISTRITO DE EBROM;63560000;249;
60;10;1350;EEF JOSE ALVES DO NASCIMENTO;VILA DE SANTO ANTONIO;DISTRITO DE SANTO ANTONIO;63560000;316;55
60;11;1198;EEF ADONIAS UCHOA DE ALBUQUERQUE;VILA DE ISIDORO;DISTRITO DE ISIDORO;63560000;326;109,139
60;12;2674;EEMTI MARIA LEAL TEIXEIRA;SAO PAULINHO;DISTRITO DE SAO PAULO;63560000;315;82
60;13;1350;EEF JOSE ALVES DO NASCIMENTO;VILA DE SANTO ANTONIO;DISTRITO DE SANTO ANTONIO;63560000;319;173
60;14;2682;EEMTI FRANCISCO ASSIS VIEIRA;RUA ANTONIO JOAQUIM, UMARI;UMARI;63560000;291;172
60;15;2658;SECRETARIA DE INFRAESTRUTURA (ANTIGA SEC. DE FINANÇAS);AVENIDA PAULINO FÉLIX, 332, CENTRO;CENTRO;63560000;321;202
60;16;2658;SECRETARIA DE INFRAESTRUTURA (ANTIGA SEC. DE FINANÇAS);AVENIDA PAULINO FÉLIX, 332, CENTRO;CENTRO;63560000;319;126
60;17;1686;UNIDADE BÁSICA DE SAÚDE DR. GENTIL DOMINGUES;RUA DR. TIBURCIO SOARES S/N;CENTRO;63560000;277;
60;19;1635;EEM ALFREDO NUNES DE MELO;RUA EMILIA DE LIMA PINHO, SN;CENTRO;63560000;337;102
60;20;1635;EEM ALFREDO NUNES DE MELO;RUA EMILIA DE LIMA PINHO, SN;CENTRO;63560000;337;127
60;22;1015;EEF JOSE ADONIAS GURGEL DE ALBUQUERQUE;RUA JOAO PAULO II;CENTRO;63560000;328;
60;23;1015;EEF JOSE ADONIAS GURGEL DE ALBUQUERQUE;RUA JOAO PAULO II;CENTRO;63560000;222;
60;25;1171;SECRETARIA DE EDUCACAO E DESPORTO;RUA 24 DE MAIO, SN;CENTRO;63560000;202;
60;26;2240;LICEU DE ACOPIARA - DEP.FCO.ALVES SOBRINHO;RUA VICENTE CARLOS PINHEIRO,101;CENTRO;63560000;340;
60;27;1198;EEF ADONIAS UCHOA DE ALBUQUERQUE;VILA DE ISIDORO;DISTRITO DE ISIDORO;63560000;324;190,197
60;28;1201;EEF AMARO BEZERRA;VILA LUNA;LUNA;63560000;193;
60;29;1201;EEF AMARO BEZERRA;VILA LUNA;LUNA;63560000;195;
60;30;1210;EEF ANTONIO FRANCISCO DE SOUSA;CALABACO;DISTRITO SANTA FELICIA;63560000;327;
60;31;1210;EEF ANTONIO FRANCISCO DE SOUSA;CALABACO;DISTRITO SANTA FELICIA;63560000;164;
60;32;2054;EEF MANOEL VIEIRA DA SILVA;SITIO ACUDINHO;BARRA DO INGA;63560000;208;
60;35;1244;EEF EZEQUIEL FERREIRA LIMA;SITIO SANTA LUZIA;DISTRITO DE SANTO ANTONIO;63560000;201;
