cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;12;60002029261;JOSE SARTO NOGUEIRA MOREIRA;JOSÉ SARTO;PDT;NÃO ELEITO;MASCULINO;PREFEITO;60002029261.jpg
Prefeito;13;60002129518;EVANDRO SA BARRETO LEITAO;EVANDRO LEITÃO;PT;ELEITO;MASCULINO;DEPUTADO;60002129518.jpg
Prefeito;16;60001923606;JOSÉ BATISTA NETO;ZÉ BATISTA;PSTU;NÃO ELEITO;MASCULINO;TRABALHADOR DE CONSTRUÇÃO CIVIL;60001923606.jpg
Prefeito;21;60002129533;FRANCISCO RAIMUNDO MALTA DE ARAUJO;CHICO MALTA;PCB;NÃO ELEITO;MASCULINO;ADVOGADO;60002129533.jpg
Prefeito;22;60002029263;ANDRE FERNANDES DE MOURA;ANDRÉ FERNANDES;PL;2º TURNO;MASCULINO;DEPUTADO;60002029263.jpg
Prefeito;30;60002029283;LUIS EDUARDO GRANGEIRO GIRÃO;EDUARDO GIRÃO;NOVO;NÃO ELEITO;MASCULINO;SENADOR;60002029283.jpeg
Prefeito;44;60001939602;WAGNER SOUSA GOMES;CAPITÃO WAGNER;UNIÃO;NÃO ELEITO;MASCULINO;POLICIAL MILITAR;60001939602.jpg
Prefeito;50;60002272325;TECIO NUNES SALGADO;TECIO NUNES;PSOL;NÃO ELEITO;MASCULINO;OUTROS;60002272325.jpg
Prefeito;77;60002355160;GEORGE LIMA DE ARAÚJO;GEORGE LIMA;SOLIDARIEDADE;NÃO ELEITO;MASCULINO;EMPRESÁRIO;60002355160.jpeg
Vereador;10000;60001980436;VANESSA FALCÃO DE SOUZA CASTELO LIMA;BISPA VANESSA LIMA;REPUBLICANOS;SUPLENTE;FEMININO;SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;60001980436.jpg
Vereador;10001;60001980420;XISTO SOARES DE OLIVEIRA;XISTO;REPUBLICANOS;SUPLENTE;MASCULINO;BOMBEIRO MILITAR;60001980420.jpg
Vereador;10007;60001980426;SAMUEL DANTAS FALCÃO;SAMUEL FALCÃO;REPUBLICANOS;SUPLENTE;MASCULINO;OUTROS;60001980426.jpg
Vereador;10010;60001980413;RAMSÉS SERRA;RAMSÉS SERRA;REPUBLICANOS;SUPLENTE;MASCULINO;OUTROS;60001980413.jpg
Vereador;10070;60001980408;CELINA FERNANDES ALVES;CELINA FERNANDES;REPUBLICANOS;SUPLENTE;FEMININO;AGENTE ADMINISTRATIVO;60001980408.jpg
Vereador;10090;60001980410;FRANCISCO FELIPE GOMES SANTIAGO;PROF FELIPE SANTIAGO;REPUBLICANOS;SUPLENTE;MASCULINO;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;60001980410.jpg
Vereador;10100;60001980421;ELIAS COSTA QUEIROZ;QUEIROZINHO;REPUBLICANOS;SUPLENTE;MASCULINO;EMPRESÁRIO;60001980421.jpg
Vereador;10110;60001980429;FRANCISCO DE ASSIS SARAIVA DA ROCHA;SUBOFICIAL CARCARÁ;REPUBLICANOS;SUPLENTE;MASCULINO;MILITAR REFORMADO;60001980429.jpg
Vereador;10111;60001980403;MARIA EUCILENE PEREIRA OLIVEIRA;EUCY OLIVEIRA;REPUBLICANOS;SUPLENTE;FEMININO;ESTETICISTA;60001980403.jpg
Vereador;10120;60001980404;ANDRÉ WILLAME DOS SANTOS DA SILVA;ANDRÉ WILLAME;REPUBLICANOS;SUPLENTE;MASCULINO;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;60001980404.jpg
Vereador;10121;60001980428;NATANAEL CHARLES NUNES BRITO;CHARLES BARREIRA;REPUBLICANOS;SUPLENTE;MASCULINO;MOTORISTA PARTICULAR;60001980428.jpg
Vereador;10122;60001980418;FRANCISCO LUÍS MOREIRA DE SOUSA;PROFESSOR LUÍS MOREIRA;REPUBLICANOS;SUPLENTE;MASCULINO;OUTROS;60001980418.jpg
Vereador;10123;60001980425;RONALDO MANCHADO MARTINS;RONALDO MARTINS;REPUBLICANOS;ELEITO POR QP;MASCULINO;VEREADOR;60001980425.jpg
Vereador;10130;60001980411;IRENE DANTAS DE MEDEIROS ALVES;IRENE DANTAS;REPUBLICANOS;SUPLENTE;FEMININO;ADVOGADO;60001980411.jpg
Vereador;10150;60001980430;FRANCISCA CERISLÂNDIA PIRES RODRIGUES DE SOUSA;ENFERMEIRA CERISLÂNDIA;REPUBLICANOS;SUPLENTE;FEMININO;ENFERMEIRO;60001980430.jpg
Vereador;10151;60001980405;CLÁUDIA MARIA SANTOS DA SILVA;CLÁUDIA SANTOS;REPUBLICANOS;SUPLENTE;FEMININO;ADVOGADO;60001980405.jpg
Vereador;10188;60001980433;ROBERTA DE SOUSA MENEZES;ROBERTA MENEZES;REPUBLICANOS;SUPLENTE;FEMININO;OUTROS;60001980433.jpg
Vereador;10190;60001980401;EUVALDO REIS DA COSTA;EVALDO COSTA;REPUBLICANOS;SUPLENTE;MASCULINO;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;60001980401.jpg
Vereador;10192;60001980424;JOSÉ GONÇALVES DA SILVA;CAPITÃO SILVA;REPUBLICANOS;SUPLENTE;MASCULINO;POLICIAL MILITAR;60001980424.jpg
Vereador;10193;60001980431;NAPOLEÃO DE VASCONCELOS MONTE;CAPITÃO BM NAPOLEÃO;REPUBLICANOS;SUPLENTE;MASCULINO;BOMBEIRO MILITAR;60001980431.jpg
Vereador;10195;60001980415;MARCOS ANTÔNIO ABREU PAIVA;MARCOS PAIVA;REPUBLICANOS;SUPLENTE;MASCULINO;ANALISTA DE SISTEMAS;60001980415.jpg
Vereador;10200;60001980414;SÉRGIO CHAVES PEREIRA;SERGINHO;REPUBLICANOS;SUPLENTE;MASCULINO;ADVOGADO;60001980414.jpg
Vereador;10222;60001980406;ELIZABETH ABREU CONRADO;BETH ABREU;REPUBLICANOS;SUPLENTE;FEMININO;EMPRESÁRIO;60001980406.jpg
Vereador;10224;60001980423;JONAS ALVES CORDEIRO FILHO;JONAS FILHO;REPUBLICANOS;SUPLENTE;MASCULINO;PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E ZELADOR;60001980423.jpg
Vereador;10300;60001980416;MANUELLA OLIVEIRA TOSCANO MAIA;MANUELLA TOSCANO;REPUBLICANOS;SUPLENTE;FEMININO;ADVOGADO;60001980416.jpg
Vereador;10321;60001980435;VIRGÍNIA FARIAS NERY LIMA;VIRGÍNIA NERY;REPUBLICANOS;SUPLENTE;FEMININO;OUTROS;60001980435.jpg
Vereador;10333;60001980427;FRANCISCO ALEXANDRE ALVES DE LIMA;ALEX PINTOR;REPUBLICANOS;SUPLENTE;MASCULINO;OUTROS;60001980427.jpg
Vereador;10444;60001980400;ÉRIKA JANE ARAUJO DA SILVA;ÉRIKA JANE;REPUBLICANOS;SUPLENTE;FEMININO;MOTORISTA PARTICULAR;60001980400.jpg
