zona;secao;cargo;numero;votos
86;64;13;55777;1
86;52;13;11333;1
86;52;13;55333;8
86;61;13;11333;24
86;50;13;55333;28
86;52;13;55555;1
86;52;13;11;2
86;53;13;55333;1
86;62;13;55000;8
86;61;13;11000;30
86;67;13;55123;2
86;131;13;11333;9
86;61;13;11123;2
86;69;13;55678;3
86;55;13;96;4
86;49;13;11789;34
86;55;13;55222;1
86;56;13;55111;1
86;56;13;55;1
86;53;13;55888;5
86;57;13;11111;51
86;68;13;55678;10
86;67;13;11234;9
86;69;13;11;1
86;59;13;55678;9
86;62;13;11222;2
86;50;13;55678;8
86;58;13;11789;18
86;60;13;11777;21
86;65;13;55222;2
86;56;13;96;5
86;55;13;55888;3
86;64;13;55333;24
86;71;13;55678;1
86;71;13;11777;5
86;59;13;11789;27
86;59;13;11000;37
86;59;13;55123;4
86;66;13;95;1
86;58;13;11234;7
86;131;13;11234;4
86;67;13;55678;11
86;51;13;11234;20
86;62;13;11;1
86;61;13;96;6
86;64;13;55555;9
86;67;13;55888;11
86;64;13;11777;15
86;52;13;11777;8
86;62;13;55555;13
86;56;13;55222;1
86;56;13;11777;65
86;57;13;55555;6
86;62;13;55222;1
86;71;13;11234;4
86;64;13;95;1
86;51;13;11111;13
86;56;13;11999;3
86;55;13;55777;3
86;51;13;96;5
86;71;13;55555;1
86;51;13;55333;7
86;52;13;11000;5
86;56;13;11111;7
86;51;13;11789;5
86;64;13;11000;34
86;64;13;55222;2
86;71;13;95;1
86;56;13;11;1
86;71;13;11789;31
86;56;13;55234;2
86;64;13;11111;25
86;56;13;11234;55
86;60;13;55222;2
86;61;13;55333;26
86;131;13;55888;9
86;61;13;55555;12
86;131;13;11222;15
86;65;13;11123;3
86;62;13;55;1
86;67;13;11789;24
86;56;13;55888;2
86;64;13;55;3
86;52;13;55000;30
86;65;13;11777;27
86;55;13;11333;16
86;62;13;55888;9
86;60;13;55555;7
86;58;13;11333;27
86;56;13;11222;1
86;69;13;55333;3
86;60;13;11333;29
86;50;13;11789;38
86;64;13;11222;18
86;61;13;55678;17
86;53;13;55;1
86;58;13;55;2
86;54;13;11;1
86;50;13;55;1
86;52;13;55123;3
86;55;13;55234;4
86;59;13;55222;4
86;53;13;11111;1
86;53;13;11222;6
86;67;13;11222;15
86;51;13;55234;1
86;67;13;11777;24
86;55;13;11789;7
86;131;13;11777;10
86;54;13;55888;7
86;52;13;11234;15
86;62;13;11789;52
86;56;13;11333;21
86;69;13;11234;6
86;55;13;95;1
86;67;13;11999;9
86;49;13;55555;5
86;62;13;96;6
86;61;13;55;1
86;60;13;11;5
86;60;13;55;1
86;62;13;11777;67
86;58;13;55555;10
86;58;13;11777;23
86;69;13;11000;18
86;51;13;11000;7
86;58;13;11123;3
86;71;13;11111;46
86;61;13;55888;13
86;61;13;95;1
86;52;13;95;1
86;58;13;95;1
86;62;13;11234;38
86;60;13;95;1
86;58;13;11;2
86;68;13;55555;10
86;66;13;55123;4
86;131;13;11000;14
86;50;13;11777;10
86;67;13;55333;29
86;57;13;11222;22
86;68;13;11999;8
86;61;13;11222;13
86;50;13;11111;63
86;69;13;55000;6
86;57;13;11234;17
86;53;13;55678;1
86;62;13;11000;7
86;66;13;11999;12
86;66;13;96;2
86;65;13;11999;11
86;65;13;55678;7
86;56;13;55555;32
86;64;13;55000;25
86;56;13;55678;1
86;131;13;11999;16
86;56;13;55333;8
86;57;13;11999;13
86;55;13;11999;2
86;131;13;55000;11
86;58;13;55222;1
86;51;13;55123;16
86;54;13;55000;3
86;67;13;11000;20
86;65;13;55888;12
86;68;13;55000;14
86;69;13;55123;3
86;67;13;11333;33
86;68;13;55123;2
86;62;13;55777;1
86;60;13;55000;18
86;58;13;11000;34
86;65;13;11333;20
86;58;13;55333;30
86;54;13;11333;2
86;65;13;55;1
86;60;13;11789;32
86;53;13;11777;5
86;68;13;55333;19
86;55;13;11234;53
86;131;13;55333;12
86;62;13;55123;7
86;69;13;11999;2
86;56;13;55777;3
86;67;13;55222;2
86;67;13;55;2
86;68;13;11789;25
86;60;13;55678;6
86;51;13;11333;42
86;57;13;11;3
86;58;13;11999;11
86;52;13;11999;2
86;52;13;96;1
86;60;13;55888;11
86;66;13;11000;32
86;67;13;11123;2
86;59;13;55555;12
86;55;13;11000;4
86;66;13;11333;18
86;57;13;55888;25
86;57;13;11333;29
86;55;13;55555;28
86;69;13;11333;32
86;57;13;11000;26
86;60;13;11234;7
86;64;13;11789;26
86;68;13;11333;24
86;56;13;95;1
86;57;13;96;4
86;64;13;11333;23
86;54;13;55333;25
86;51;13;11;2
86;58;13;55888;21
86;50;13;11234;3
86;51;13;55555;15
86;62;13;11111;5
86;68;13;11;3
86;54;13;55222;1
86;68;13;96;3
86;65;13;55000;20
86;69;13;11111;7
86;67;13;55111;1
86;71;13;55888;7
86;50;13;11999;20
86;51;13;11999;2
86;71;13;96;4
86;61;13;11;1
86;65;13;11;6
86;59;13;11333;36
86;65;13;55555;12
86;58;13;55000;21
86;131;13;55555;7
86;60;13;11111;39
86;54;13;96;2
86;64;13;11123;3
86;54;13;55678;10
86;51;13;11777;142
86;64;13;11234;8
86;61;13;11999;12
86;53;13;11000;16
86;66;13;11789;24
86;68;13;55222;3
86;54;13;95;1
86;60;13;11222;28
86;57;13;55222;6
86;51;13;55000;7
86;57;13;11777;18
86;66;13;55000;18
86;62;13;55333;12
86;65;13;11789;23
86;50;13;55888;14
86;71;13;11999;11
86;65;13;96;7
86;131;13;11111;9
86;60;13;11000;30
86;69;13;55234;20
86;71;13;11222;28
86;71;13;55000;2
86;54;13;11000;32
86;57;13;11789;28
86;59;13;96;4
86;50;13;55222;2
86;53;13;55111;1
86;67;13;55000;9
86;66;13;55555;10
86;58;13;96;2
86;60;13;11123;1
86;69;13;11777;51
86;131;13;55222;1
86;49;13;55123;5
86;69;13;11222;5
86;71;13;11000;40
86;57;13;55111;1
86;61;13;11234;7
86;68;13;11234;9
86;71;13;55111;7
86;62;13;11333;46
86;69;13;55888;10
86;54;13;11234;22
86;50;13;55111;4
86;131;13;55678;3
86;66;13;11111;38
86;59;13;55333;20
86;68;13;11222;16
86;51;13;11222;1
86;57;13;55000;16
86;56;13;55123;26
86;49;13;11111;6
86;58;13;55678;15
86;53;13;11;1
86;51;13;11123;1
86;61;13;11777;30
86;59;13;11;1
86;58;13;11111;43
86;64;13;55678;13
86;54;13;11222;7
86;64;13;55123;2
86;49;13;55222;2
86;59;13;55888;18
86;68;13;11111;41
86;66;13;11234;14
86;59;13;11999;5
86;53;13;11333;11
86;61;13;11789;30
86;55;13;11111;3
86;60;13;55333;28
86;50;13;11000;31
86;50;13;11222;32
86;49;13;11000;6
86;67;13;11;4
86;68;13;11000;28
86;50;13;11333;7
86;66;13;55;1
86;57;13;55;3
86;68;13;55888;16
86;51;13;55;1
86;56;13;11000;5
