cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;13;60001915521;GERLÁSIO MARTINS DE LOIOLA;GERLÁSIO PLAY;PT;NÃO ELEITO;MASCULINO;SERVIDOR PÚBLICO FEDERAL;60001915521.jpg
Prefeito;40;60001961975;EDINARDO RODRIGUES FILHO;EDINARDO;PSB;ELEITO;MASCULINO;ADMINISTRADOR;60001961975.jpeg
Vereador;10000;60002038152;SEBASTIÃO MARTINS DA FROTA NETO;FROTA NETO;REPUBLICANOS;ELEITO POR QP;MASCULINO;ADVOGADO;60002038152.jpeg
Vereador;10111;60002038153;DONELIO LOIOLA MELO;DONELIO MELO;REPUBLICANOS;SUPLENTE;MASCULINO;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;60002038153.jpeg
Vereador;10123;60002038147;ANA KAROLINE RAMOS DE OLIVEIRA;IRMÃ KAROL;REPUBLICANOS;SUPLENTE;FEMININO;DONA DE CASA;60002038147.jpeg
Vereador;10222;60002038148;FRANCISCA ATARCIANA REIS NASCIMENTO;TARCIANE FARIAS;REPUBLICANOS;SUPLENTE;FEMININO;TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO);60002038148.jpeg
Vereador;10333;60002038154;FRANCISCA MARAJANE BARBOSA DO NASCIMENTO;MARA RODRIGUES;REPUBLICANOS;SUPLENTE;FEMININO;FOTÓGRAFO E ASSEMELHADOS;60002038154.jpeg
Vereador;10369;60002038149;WILKAYNA DA SILVA SOUSA;WILKAYNA DO ZE LALA;REPUBLICANOS;SUPLENTE;FEMININO;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;60002038149.jpeg
Vereador;10555;60002038150;FRANCISCO AGOSTINHO MIRANDA;AGOSTINHO;REPUBLICANOS;SUPLENTE;MASCULINO;MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA;60002038150.jpeg
Vereador;10777;60002038156;ANTONIO GLEYSON CESARIO DA SILVA;IRMÃO GLEYSON;REPUBLICANOS;SUPLENTE;MASCULINO;CABELEIREIRO E BARBEIRO;60002038156.jpeg
Vereador;10888;60002038151;FRANCISCO RAIDON LOPES DE SOUSA;RAIDON;REPUBLICANOS;SUPLENTE;MASCULINO;COMERCIANTE;60002038151.jpeg
Vereador;10999;60002038155;LUDMILA MELO PRADO VASCONCELOS;LUDMILA DO ZBZ;REPUBLICANOS;SUPLENTE;FEMININO;ADMINISTRADOR;60002038155.jpeg
Vereador;13000;60001946135;CARLOS WAGNER CAVALCANTE ARAUJO;PEINHA;PT;ELEITO POR QP;MASCULINO;VEREADOR;60001946135.jpg
Vereador;13111;60001946132;EVILA MONCAO SILVA;ÉVILA SILVA;PT;SUPLENTE;FEMININO;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;60001946132.jpg
Vereador;13123;60001946138;FRANCISCO JOSE MESQUITA AVELINO;NEM AVELINO;PT;SUPLENTE;MASCULINO;COMERCIANTE;60001946138.jpg
Vereador;13222;60001946137;BRENO ESTEVAO DE SOUSA;BRENO LOURETO;PT;SUPLENTE;MASCULINO;OUTROS;60001946137.jpg
Vereador;13333;60001946136;JOSE ANCHIETA RODRIGUES;ANCHIETA RODRIGUES;PT;SUPLENTE;MASCULINO;VEREADOR;60001946136.jpg
Vereador;13444;60001946130;MARCIO DANIEL RICARTE VASCONCELOS;DANDAN;PT;SUPLENTE;MASCULINO;VEREADOR;60001946130.jpg
Vereador;13456;60001946134;EDVAN PAIVA AZEVEDO;EDVAN DO SINDICATO;PT;SUPLENTE;MASCULINO;AGRICULTOR;60001946134.jpg
