cargo;numero;sq;nome;nome_urna;partido;situacao;genero;ocupacao;foto
Prefeito;10;60002243660;PAULO SERGIO DE ALMEIDA PACHECO;PAULO PACHECO;REPUBLICANOS;NÃO ELEITO;MASCULINO;OUTROS;60002243660.jpeg
Prefeito;40;60001960780;CARLOS EMÍLIO MAGALHÃES GOMES;CARLIN GOMES;PSB;ELEITO;MASCULINO;TÉCNICO EM EDIFICAÇÕES;60001960780.jpg
Vereador;10000;60002244521;FRANCISCO DE BRITO CARVALHO JUNIOR;DOIS DE OURO;REPUBLICANOS;ELEITO POR QP;MASCULINO;OUTROS;60002244521.jpg
Vereador;10111;60002244519;HERIVELTON PEREIRA OLIVEIRA;PROF HERIVELTON;REPUBLICANOS;SUPLENTE;MASCULINO;PROFESSOR DE ENSINO MÉDIO;60002244519.jpeg
Vereador;10123;60002244522;MARIA DARLENE SOUZA VERAS;DARLENE DO MARCONDES;REPUBLICANOS;ELEITO POR QP;FEMININO;OUTROS;60002244522.jpg
Vereador;10222;60002244523;ADEMIR PAIVA DOS SANTOS;ADEMIR DO RETIRO;REPUBLICANOS;SUPLENTE;MASCULINO;PADEIRO, CONFEITEIRO E ASSEMELHADOS;60002244523.jpg
Vereador;10333;60002244527;JOSE ITALO PEREIRA PACHECO;ITALO PACHECO;REPUBLICANOS;ELEITO POR QP;MASCULINO;COMERCIANTE;60002244527.jpeg
Vereador;10444;60002244526;FRANCISCO ADAUTO ARAUJO PASSOS;ADAUTO PASSOS;REPUBLICANOS;SUPLENTE;MASCULINO;VIGILANTE;60002244526.jpeg
Vereador;10777;60002244520;PATRICE ARAUJO DE BRITO;DRA PATRICE BRITO;REPUBLICANOS;SUPLENTE;FEMININO;ODONTÓLOGO;60002244520.jpeg
Vereador;10789;60002244518;LUCIA VIEIRA DA SILVA;LUCIA VIEIRA;REPUBLICANOS;SUPLENTE;FEMININO;DONA DE CASA;60002244518.jpeg
Vereador;10888;60002244524;FRANCISCO CLAUDIO PINTO PEREIRA;BIBI DA CLAUDETE;REPUBLICANOS;SUPLENTE;MASCULINO;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;60002244524.jpeg
Vereador;10999;60002244525;ANTONIA OLIVEIRA ARAUJO;ANTONIA OLIVEIRA;REPUBLICANOS;SUPLENTE;FEMININO;DONA DE CASA;60002244525.jpg
Vereador;40000;60002037519;FERNANDA EDUARDO GOMES VERAS;FERNANDA EDUARDO;PSB;ELEITO POR QP;FEMININO;VEREADOR;60002037519.jpg
Vereador;40123;60002037520;DASTICLÉIA CARDOSO MACHADO;DASTICLÉIA MACHADO;PSB;ELEITO POR QP;FEMININO;VEREADOR;60002037520.jpg
Vereador;40222;60002037518;SANDRA HELENA PINTO PEREIRA;SANDRA HELENA;PSB;ELEITO POR MÉDIA;FEMININO;PROFESSOR DE ENSINO FUNDAMENTAL;60002037518.jpg
Vereador;40333;60002037522;ONOFRE MAGALHÃES GOMES;NANÓIA;PSB;ELEITO POR QP;MASCULINO;VEREADOR;60002037522.jpg
Vereador;40456;60002037523;FELITITA DA SILVA SOUZA SPINDOLA;FELITITA SILVA;PSB;ELEITO POR QP;FEMININO;VEREADOR;60002037523.jpg
Vereador;40666;60002037521;CARLOS HENRIQUE VERAS;CARLIM DO CHAGA HENRIQUE;PSB;ELEITO POR QP;MASCULINO;VEREADOR;60002037521.jpg
Vereador;40999;60002037524;ANTÔNIO TELES MAGALHÃES;IRMÃO TELES;PSB;SUPLENTE;MASCULINO;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;60002037524.jpg
