zona;secao;cargo;numero;votos
78;234;13;27123;5
78;290;13;27111;3
78;236;13;25123;2
78;284;13;10123;6
78;401;13;10677;1
78;307;13;10123;1
78;336;13;40444;4
78;262;13;40190;4
78;319;13;27123;5
78;401;13;27444;1
78;308;13;40456;2
78;264;13;20456;3
78;333;13;10555;14
78;307;13;40190;5
78;283;13;40444;1
78;261;13;25456;1
78;265;13;55789;4
78;341;13;40456;1
78;328;13;55055;2
78;245;13;25123;5
78;286;13;40888;5
78;292;13;27456;4
78;327;13;10555;15
78;278;13;25555;1
78;391;13;20200;2
78;264;13;40333;1
78;341;13;25555;3
78;262;13;96;6
78;249;13;96;7
78;316;13;40555;28
78;362;13;25555;2
78;370;13;40999;8
78;312;13;25623;1
78;299;13;25333;5
78;314;13;20113;5
78;241;13;40321;1
78;279;13;25333;1
78;271;13;40321;4
78;336;13;27999;16
78;265;13;27456;25
78;333;13;27999;4
78;393;13;27177;2
78;287;13;40333;3
78;327;13;25888;1
78;255;13;25222;3
78;271;13;27999;1
78;254;13;27123;44
78;299;13;27000;3
78;262;13;27778;2
78;232;13;27000;11
78;319;13;27456;7
78;231;13;36555;1
78;397;13;40444;49
78;391;13;25555;2
78;247;13;27123;2
78;229;13;40555;5
78;329;13;55000;1
78;266;13;27444;2
78;329;13;10;1
78;286;13;40190;2
78;275;13;40000;16
78;265;13;25456;8
78;396;13;10456;2
78;396;13;40111;4
78;330;13;27456;3
78;276;13;25777;3
78;305;13;10777;1
78;242;13;40190;4
78;291;13;10456;1
78;396;13;36110;2
78;273;13;25525;2
78;240;13;25222;7
78;316;13;40258;7
78;363;13;40777;1
78;307;13;25222;47
78;282;13;25000;21
78;257;13;27444;1
78;391;13;55777;1
78;263;13;40444;9
78;263;13;27123;2
78;290;13;95;6
78;237;13;10777;1
78;280;13;40888;1
78;286;13;27111;1
78;264;13;55000;1
78;259;13;40444;11
78;313;13;27777;1
78;267;13;10456;2
78;238;13;40258;17
78;262;13;40444;12
78;257;13;10789;2
78;304;13;40555;24
78;319;13;27222;2
78;312;13;27456;4
78;336;13;36111;1
78;275;13;27456;6
78;311;13;27456;8
78;276;13;40456;9
78;249;13;55555;1
78;358;13;55678;1
78;337;13;10123;2
78;323;13;55444;3
78;358;13;13010;1
78;325;13;40222;5
78;322;13;10123;5
78;250;13;25555;4
78;333;13;20456;2
78;258;13;40000;1
78;235;13;40999;3
78;337;13;25123;6
78;333;13;27;1
78;379;13;25;5
78;391;13;25456;2
78;335;13;40999;2
78;315;13;40456;2
78;318;13;27456;5
78;236;13;10000;1
78;261;13;25222;3
78;384;13;55222;1
78;321;13;36110;7
78;338;13;40222;40
78;334;13;20171;2
78;316;13;25623;5
78;250;13;27999;1
78;341;13;40555;15
78;306;13;40190;9
78;338;13;25123;8
78;262;13;10789;2
78;384;13;55444;5
78;321;13;27123;6
78;260;13;40000;3
78;358;13;40123;4
78;322;13;27777;8
